seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_308256	1607	No terminal repeats	2	11	0.9921	NA	1	3.0489	F_traE	NA
k127_186276	3318	No terminal repeats	2	11	0.9907	NA	0	3.0300	NA	NA
k127_49198	916	No terminal repeats	2	11	0.9898	NA	1	3.0489	F_traE	NA
k127_176016	354	No terminal repeats	2	11	0.9896	NA	2	2.9639	NA	NA
k127_81133	3320	No terminal repeats	3	11	0.9891	NA	0	3.1992	NA	NA
k127_326255	2552	No terminal repeats	4	11	0.9884	NA	0	1.7183	NA	NA
k127_86266	511	No terminal repeats	2	11	0.9880	NA	1	3.0489	F_traE	NA
k127_206322	790	No terminal repeats	2	11	0.9867	NA	1	3.0489	F_traE	NA
k127_313340	1854	No terminal repeats	4	11	0.9858	NA	1	4.3560	F_traE	NA
k127_18127	739	No terminal repeats	1	11	0.9849	NA	1	1.4636	F_traE	NA
k127_12105	2817	No terminal repeats	2	11	0.9816	NA	0	2.6527	NA	NA
k127_108558	577	No terminal repeats	2	11	0.9815	NA	1	2.5932	F_traE	NA
k127_274143	423	No terminal repeats	2	11	0.9805	NA	1	2.7416	NA	NA
k127_192211	595	No terminal repeats	1	11	0.9803	NA	1	1.4636	F_traE	NA
k127_1079	344	No terminal repeats	2	11	0.9790	NA	1	2.7416	NA	NA
k127_227539	3323	No terminal repeats	3	11	0.9780	NA	0	3.3873	NA	NA
k127_404333	496	No terminal repeats	2	11	0.9773	NA	2	2.2801	T_virB2;T_virB3	NA
k127_164514	360	No terminal repeats	1	11	0.9773	NA	1	1.4636	F_traE	NA
k127_129138	310	No terminal repeats	1	11	0.9772	NA	1	1.5654	NA	NA
k127_331066	1420	No terminal repeats	2	11	0.9768	NA	1	2.5932	F_traE	NA
k127_381725	375	No terminal repeats	1	11	0.9763	NA	1	1.4636	F_traE	NA
k127_252088	427	No terminal repeats	1	11	0.9760	NA	1	1.4636	F_traE	NA
k127_13783	574	No terminal repeats	1	11	0.9746	NA	1	1.7183	NA	NA
k127_258726	3105	No terminal repeats	4	11	0.9742	NA	0	4.0614	NA	NA
k127_411758	327	No terminal repeats	1	11	0.9740	NA	1	1.4636	F_traE	NA
k127_257337	367	No terminal repeats	1	11	0.9727	NA	1	1.4905	T_virB3	NA
k127_170994	324	No terminal repeats	1	11	0.9720	NA	1	1.5670	NA	NA
k127_94762	379	No terminal repeats	1	11	0.9697	NA	1	1.4636	F_traE	NA
k127_15435	378	No terminal repeats	1	11	0.9695	NA	1	1.5670	NA	NA
k127_158057	783	No terminal repeats	3	11	0.9690	NA	1	3.0489	F_traE	NA
k127_430838	559	No terminal repeats	1	11	0.9687	NA	1	1.4636	F_traE	NA
k127_93891	336	No terminal repeats	1	11	0.9686	NA	1	0.9172	NA	NA
k127_121393	876	No terminal repeats	1	11	0.9682	NA	1	1.4636	F_traE	NA
k127_313830	632	No terminal repeats	1	11	0.9678	NA	1	1.4636	F_traE	NA
k127_342195	368	No terminal repeats	1	11	0.9676	NA	1	1.4636	F_traE	NA
k127_274888	317	No terminal repeats	2	11	0.9657	NA	2	2.5969	T_virB3;T_virB2	NA
k127_30374	446	No terminal repeats	2	11	0.9653	NA	1	2.7416	NA	NA
k127_57259	338	No terminal repeats	1	11	0.9642	NA	1	1.4636	F_traE	NA
k127_217881	361	No terminal repeats	1	11	0.9635	NA	1	1.4636	F_traE	NA
k127_232028	541	No terminal repeats	1	11	0.9627	NA	1	1.4636	F_traE	NA
k127_286620	462	No terminal repeats	1	11	0.9622	NA	1	1.4636	F_traE	NA
k127_144066	487	No terminal repeats	2	11	0.9621	NA	1	2.5932	F_traE	NA
k127_382201	354	No terminal repeats	1	11	0.9617	NA	1	1.4636	F_traE	NA
k127_199623	420	No terminal repeats	1	11	0.9615	NA	1	1.4636	F_traE	NA
k127_32608	357	No terminal repeats	1	11	0.9614	NA	1	1.4636	F_traE	NA
k127_390161	322	No terminal repeats	1	11	0.9612	NA	1	1.4636	F_traE	NA
k127_365250	376	No terminal repeats	1	11	0.9607	NA	1	1.2242	MOBP1	NA
k127_335680	1014	No terminal repeats	1	11	0.9606	NA	1	1.4636	F_traE	NA
k127_139038	604	No terminal repeats	3	11	0.9604	NA	1	3.0489	F_traE	NA
k127_257883	309	No terminal repeats	1	11	0.9600	NA	1	1.4636	F_traE	NA
k127_15664	669	No terminal repeats	2	11	0.9597	NA	1	2.0042	F_traE	NA
k127_93565	319	No terminal repeats	1	11	0.9596	NA	1	1.4636	F_traE	NA
k127_184879	464	No terminal repeats	1	11	0.9592	NA	1	1.4636	F_traE	NA
k127_431778	979	No terminal repeats	1	11	0.9588	NA	1	1.4636	F_traE	NA
