seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_368416	519	No terminal repeats	2	11	0.9922	NA	2	2.8392	MOBQ	NA
k127_643430	435	No terminal repeats	1	11	0.9920	NA	1	1.7183	NA	NA
k127_424857	783	No terminal repeats	2	11	0.9917	NA	2	2.9639	NA	NA
k127_326805	2671	No terminal repeats	4	11	0.9916	NA	0	1.7183	NA	NA
k127_19643	2638	No terminal repeats	2	11	0.9916	NA	0	3.4366	NA	NA
k127_141744	3933	No terminal repeats	7	11	0.9899	NA	0	3.0092	NA	NA
k127_459820	2155	No terminal repeats	2	11	0.9891	NA	1	3.0489	F_traE	NA
k127_9853	543	No terminal repeats	1	11	0.9884	NA	1	1.7183	NA	NA
k127_593425	355	No terminal repeats	2	11	0.9884	NA	1	2.9208	NA	NA
k127_694722	985	No terminal repeats	2	11	0.9879	NA	1	3.0489	F_traE	NA
k127_149645	839	No terminal repeats	2	11	0.9876	NA	1	2.4254	NA	NA
k127_633303	1531	No terminal repeats	2	11	0.9876	NA	1	3.0489	F_traE	NA
k127_574026	310	No terminal repeats	2	11	0.9870	NA	1	3.0489	F_traE	NA
k127_679286	1054	No terminal repeats	2	11	0.9869	NA	1	2.5932	F_traE	NA
k127_253531	2841	No terminal repeats	2	11	0.9866	NA	0	1.7183	NA	NA
k127_92253	592	No terminal repeats	2	11	0.9863	NA	1	3.0489	F_traE	NA
k127_361664	2977	No terminal repeats	3	11	0.9856	NA	0	2.8136	NA	NA
k127_335330	1819	No terminal repeats	2	11	0.9853	NA	1	2.5932	F_traE	NA
k127_360468	562	No terminal repeats	2	11	0.9836	NA	2	3.1773	F_traE	NA
k127_372111	1071	No terminal repeats	2	11	0.9834	NA	1	3.0489	F_traE	NA
k127_282436	2541	No terminal repeats	2	11	0.9833	NA	0	1.7183	NA	NA
k127_144548	2804	No terminal repeats	2	11	0.9829	NA	0	2.3892	NA	NA
k127_174428	1464	No terminal repeats	2	11	0.9827	NA	2	2.6223	MOBP1;MOBP1	NA
k127_461000	2595	No terminal repeats	3	11	0.9822	NA	0	1.7183	NA	NA
k127_662507	3034	No terminal repeats	2	11	0.9816	NA	0	1.5971	NA	NA
k127_298567	2923	No terminal repeats	4	11	0.9816	NA	0	2.8136	NA	NA
k127_474461	559	No terminal repeats	2	11	0.9808	NA	1	2.9649	T_virB5	NA
k127_69360	342	No terminal repeats	1	11	0.9790	NA	1	1.4636	F_traE	NA
k127_704011	2850	DTR	5	11	0.9783	NA	1	4.1442	F_traE	NA
k127_364166	326	No terminal repeats	1	11	0.9782	NA	1	1.4905	T_virB3	NA
k127_489177	896	No terminal repeats	2	11	0.9779	NA	1	2.5932	F_traE	NA
k127_180399	3003	No terminal repeats	5	11	0.9778	NA	1	4.3561	F_traE	NA
k127_455969	684	No terminal repeats	1	11	0.9778	NA	1	1.4636	F_traE	NA
k127_307	355	No terminal repeats	1	11	0.9771	NA	1	1.4636	F_traE	NA
k127_115869	440	No terminal repeats	1	11	0.9771	NA	1	1.4636	F_traE	NA
k127_699889	14661	No terminal repeats	17	11	0.9770	NA	0	3.8999	NA	NF000272
k127_552745	339	No terminal repeats	1	11	0.9763	NA	1	1.4636	F_traE	NA
k127_607279	428	No terminal repeats	1	11	0.9758	NA	1	1.4636	F_traE	NA
k127_604341	498	No terminal repeats	1	11	0.9755	NA	1	0.9015	NA	NA
k127_274887	355	No terminal repeats	1	11	0.9752	NA	1	1.4636	F_traE	NA
k127_230537	370	No terminal repeats	1	11	0.9750	NA	1	1.4636	F_traE	NA
k127_349537	328	No terminal repeats	2	11	0.9747	NA	2	2.2801	T_virB2;T_virB3	NA
k127_552545	2521	No terminal repeats	4	11	0.9745	NA	0	0.9596	NA	NA
k127_155229	1105	No terminal repeats	2	11	0.9745	NA	2	2.9639	NA	NA
k127_155872	4208	No terminal repeats	5	11	0.9742	NA	0	1.7183	NA	NA
k127_163195	318	No terminal repeats	1	11	0.9736	NA	1	1.4636	F_traE	NA
k127_139181	1165	No terminal repeats	3	11	0.9732	NA	1	2.9208	NA	NA
k127_528268	338	No terminal repeats	1	11	0.9726	NA	1	1.4636	F_traE	NA
k127_537966	376	No terminal repeats	1	11	0.9721	NA	1	1.4636	F_traE	NA
k127_189152	473	No terminal repeats	1	11	0.9714	NA	1	1.4636	F_traE	NA
k127_482104	2664	No terminal repeats	3	11	0.9708	NA	0	1.7257	NA	NA
k127_115557	353	No terminal repeats	2	11	0.9707	NA	2	2.2801	T_virB3;T_virB2	NA
k127_530592	1763	No terminal repeats	1	11	0.9702	NA	1	1.4636	F_traE	NA
k127_638098	475	No terminal repeats	1	11	0.9700	NA	1	1.4636	F_traE	NA
k127_108934	3149	No terminal repeats	4	11	0.9699	NA	0	1.5852	NA	NA
k127_212087	332	No terminal repeats	1	11	0.9692	NA	1	1.4636	F_traE	NA
k127_83010	3083	No terminal repeats	3	11	0.9685	NA	0	1.5828	NA	NA
k127_275941	334	No terminal repeats	1	11	0.9684	NA	1	1.4636	F_traE	NA
k127_91727	1432	No terminal repeats	3	11	0.9682	NA	1	1.5180	MOBP1	NA
k127_551494	464	No terminal repeats	1	11	0.9679	NA	1	1.4636	F_traE	NA
k127_592040	3057	No terminal repeats	4	11	0.9678	NA	0	2.6061	NA	NA
k127_339167	320	No terminal repeats	1	11	0.9674	NA	1	1.4636	F_traE	NA
k127_394873	315	No terminal repeats	1	11	0.9674	NA	1	1.5670	NA	NA
k127_546761	2579	No terminal repeats	2	11	0.9669	NA	0	2.3977	NA	NA
k127_281578	937	No terminal repeats	1	11	0.9665	NA	1	1.4636	F_traE	NA
k127_310374	448	No terminal repeats	1	11	0.9663	NA	1	1.4636	F_traE	NA
k127_419572	711	No terminal repeats	1	11	0.9662	NA	1	1.4636	F_traE	NA
k127_52701	575	No terminal repeats	2	11	0.9662	NA	1	1.7183	NA	NA
k127_427341	301	No terminal repeats	1	11	0.9657	NA	1	1.4636	F_traE	NA
k127_294781	401	No terminal repeats	1	11	0.9644	NA	1	1.4636	F_traE	NA
k127_259757	323	No terminal repeats	1	11	0.9641	NA	1	1.4636	F_traE	NA
k127_549424	327	No terminal repeats	1	11	0.9641	NA	1	1.5654	NA	NA
k127_27706	547	No terminal repeats	2	11	0.9637	NA	2	2.3538	T_virB5;T_virB6	NA
k127_27307	739	No terminal repeats	1	11	0.9635	NA	1	1.4636	F_traE	NA
k127_182014	304	No terminal repeats	1	11	0.9634	NA	1	1.4636	F_traE	NA
k127_491358	2895	No terminal repeats	5	11	0.9628	NA	0	1.8471	NA	NA
k127_463204	472	No terminal repeats	1	11	0.9625	NA	1	1.1151	NA	NA
k127_543495	520	No terminal repeats	2	11	0.9617	NA	2	2.2801	T_virB3;T_virB2	NA
k127_497654	318	No terminal repeats	1	11	0.9615	NA	1	1.4636	F_traE	NA
k127_626975	552	No terminal repeats	1	11	0.9613	NA	1	1.4636	F_traE	NA
k127_274668	494	No terminal repeats	1	11	0.9613	NA	1	1.4636	F_traE	NA
k127_256082	358	No terminal repeats	1	11	0.9611	NA	1	1.4905	T_virB6	NA
k127_224374	333	No terminal repeats	1	11	0.9609	NA	1	1.7183	NA	NA
k127_229366	423	No terminal repeats	1	11	0.9608	NA	1	1.4636	F_traE	NA
k127_558214	381	No terminal repeats	1	11	0.9608	NA	1	1.4636	F_traE	NA
k127_272387	499	No terminal repeats	1	11	0.9607	NA	1	1.4636	F_traE	NA
k127_201996	423	No terminal repeats	1	11	0.9605	NA	1	1.7183	NA	NA
k127_168489	366	No terminal repeats	1	11	0.9605	NA	1	0.9172	NA	NA
k127_49116	701	No terminal repeats	2	11	0.9602	NA	1	1.5670	NA	NA
k127_248437	1409	No terminal repeats	2	11	0.9601	NA	1	2.0462	F_traE	NA
k127_561240	1019	No terminal repeats	1	11	0.9599	NA	1	1.4636	F_traE	NA
k127_684782	388	No terminal repeats	1	11	0.9599	NA	1	1.4636	F_traE	NA
k127_536988	508	No terminal repeats	1	11	0.9598	NA	1	1.4636	F_traE	NA
k127_505182	390	No terminal repeats	1	11	0.9591	NA	1	1.4640	MOBP1	NA
k127_698615	347	No terminal repeats	1	11	0.9587	NA	1	1.4636	F_traE	NA
k127_636260	2727	No terminal repeats	5	11	0.9586	NA	0	1.5828	NA	NA
k127_582554	309	No terminal repeats	1	11	0.9585	NA	1	1.4636	F_traE	NA
k127_560281	3298	No terminal repeats	4	11	0.9563	NA	1	2.5155	F_traE	NA
k127_128238	475	No terminal repeats	1	11	0.9559	NA	1	1.4636	F_traE	NA
k127_409804	4700	No terminal repeats	4	11	0.9557	NA	0	0.9943	NA	NA
k127_548905	428	No terminal repeats	1	11	0.9557	NA	1	1.4636	F_traE	NA
k127_120440	719	No terminal repeats	1	11	0.9556	NA	1	1.4636	F_traE	NA
k127_84425	336	No terminal repeats	1	11	0.9555	NA	1	1.4636	F_traE	NA
k127_58464	338	No terminal repeats	1	11	0.9552	NA	1	0.9015	NA	NA
k127_424924	404	No terminal repeats	1	11	0.9550	NA	1	1.4944	T_virB5	NA
k127_172848	3793	No terminal repeats	4	11	0.9543	NA	0	2.3136	NA	NA
k127_177058	346	No terminal repeats	1	11	0.9539	NA	1	1.6827	NA	NA
k127_614258	703	No terminal repeats	1	11	0.9539	NA	1	1.4636	F_traE	NA
k127_619981	902	No terminal repeats	1	11	0.9537	NA	1	1.4636	F_traE	NA
k127_36177	497	No terminal repeats	1	11	0.9536	NA	1	0.9963	NA	NA
k127_254530	365	No terminal repeats	1	11	0.9535	NA	1	1.4636	F_traE	NA
k127_588853	339	No terminal repeats	1	11	0.9530	NA	1	1.1540	NA	NA
k127_355289	401	No terminal repeats	1	11	0.9526	NA	1	1.4636	F_traE	NA
k127_251566	1774	No terminal repeats	3	11	0.9523	NA	2	2.0261	T_virB9;T_virB8	NA
k127_277772	423	No terminal repeats	1	11	0.9523	NA	1	1.2067	T_virB5	NA
k127_363831	498	No terminal repeats	1	11	0.9521	NA	1	1.6659	NA	NA
k127_90847	202	No terminal repeats	1	11	0.9513	NA	1	1.4636	F_traE	NA
k127_180366	3145	No terminal repeats	3	11	0.9509	NA	0	0.9166	NA	NA
k127_328229	837	No terminal repeats	3	11	0.9503	NA	2	2.5969	T_virB2;T_virB3	NA
k127_335811	423	No terminal repeats	1	11	0.9500	NA	1	1.4636	F_traE	NA
k127_216332	5087	No terminal repeats	8	11	0.9500	NA	0	2.2433	NA	NA
k127_382089	3093	No terminal repeats	5	11	0.9497	NA	0	0.9596	NA	NA
k127_446206	597	No terminal repeats	2	11	0.9486	NA	1	2.3538	NA	NA
k127_136039	2743	No terminal repeats	5	11	0.9483	NA	0	1.6663	NA	NA
k127_81283	416	No terminal repeats	1	11	0.9482	NA	1	1.4636	F_traE	NA
k127_72888	807	No terminal repeats	1	11	0.9481	NA	1	0.9015	NA	NA
k127_413190	3060	No terminal repeats	4	11	0.9477	NA	0	1.3051	NA	NA
k127_355290	4083	No terminal repeats	8	11	0.9475	NA	0	2.5177	NA	NA
k127_373066	313	No terminal repeats	1	11	0.9475	NA	1	1.5223	NA	NA
k127_385180	1552	No terminal repeats	3	11	0.9470	NA	1	1.4636	F_traE	NA
k127_180989	782	No terminal repeats	3	11	0.9468	NA	1	2.5686	NA	NA
k127_417354	321	No terminal repeats	1	11	0.9467	NA	1	1.4636	F_traE	NA
k127_249414	1965	No terminal repeats	3	11	0.9466	NA	2	1.9957	T_virB9;T_virB8	NA
k127_55709	468	No terminal repeats	1	11	0.9461	NA	1	1.1426	NA	NA
k127_249060	314	No terminal repeats	1	11	0.9455	NA	1	0.9015	NA	NA
k127_626481	710	No terminal repeats	1	11	0.9446	NA	1	1.4636	F_traE	NA
k127_57915	2880	No terminal repeats	4	11	0.9441	NA	0	1.7152	NA	NA
k127_619791	367	No terminal repeats	1	11	0.9434	NA	1	0.8949	NA	NA
k127_436037	373	No terminal repeats	1	11	0.9430	NA	1	1.4636	F_traE	NA
k127_44112	2653	No terminal repeats	3	11	0.9430	NA	1	2.5589	F_traE	NA
