seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_185848	1786	No terminal repeats	2	4	0.9937	NA	2	2.6583	MOBP1	NA
k127_158222	978	No terminal repeats	2	11	0.9929	NA	1	2.7126	NA	NA
k127_118727	1756	No terminal repeats	2	11	0.9922	NA	1	3.0489	F_traE	NA
k127_443012	595	No terminal repeats	2	11	0.9864	NA	1	3.1819	F_traE	NA
k127_294798	1254	No terminal repeats	3	11	0.9845	NA	1	3.4751	F_traE	NA
k127_539082	1204	No terminal repeats	1	11	0.9834	NA	1	0.9385	NA	NA
k127_402622	773	No terminal repeats	3	11	0.9832	NA	1	3.0489	F_traE	NA
k127_546562	816	No terminal repeats	2	11	0.9830	NA	1	2.8953	F_traE	NA
k127_329170	466	No terminal repeats	1	11	0.9828	NA	1	1.4636	F_traE	NA
k127_411768	479	No terminal repeats	1	11	0.9828	NA	1	1.4636	F_traE	NA
k127_245991	2007	No terminal repeats	4	11	0.9828	NA	1	1.2134	NA	NA
k127_388247	582	No terminal repeats	1	11	0.9815	NA	1	1.2134	NA	NA
k127_178784	1835	No terminal repeats	1	11	0.9813	NA	1	1.4636	F_traE	NA
k127_398454	358	No terminal repeats	1	11	0.9792	NA	1	0.9943	NA	NA
k127_97244	324	No terminal repeats	1	11	0.9775	NA	1	1.4636	F_traE	NA
k127_103302	427	No terminal repeats	1	11	0.9763	NA	1	1.4636	F_traE	NA
k127_145909	330	No terminal repeats	1	11	0.9758	NA	1	1.4636	F_traE	NA
k127_537840	310	No terminal repeats	1	11	0.9744	NA	1	1.4636	F_traE	NA
k127_426059	1020	No terminal repeats	1	11	0.9744	NA	1	1.4636	F_traE	NA
k127_25772	331	No terminal repeats	1	11	0.9741	NA	1	1.4636	F_traE	NA
k127_1037	491	No terminal repeats	1	11	0.9738	NA	1	1.2134	NA	NA
k127_343252	402	No terminal repeats	1	11	0.9735	NA	1	1.4636	F_traE	NA
k127_395553	347	No terminal repeats	1	11	0.9726	NA	1	1.4636	F_traE	NA
k127_33787	435	No terminal repeats	1	11	0.9710	NA	1	1.4636	F_traE	NA
k127_472271	336	No terminal repeats	1	11	0.9708	NA	1	1.4636	F_traE	NA
k127_208189	319	No terminal repeats	1	11	0.9707	NA	1	1.4636	F_traE	NA
k127_264713	591	No terminal repeats	2	11	0.9706	NA	1	2.0042	F_traE	NA
k127_33207	1179	No terminal repeats	2	11	0.9701	NA	1	0.9943	NA	NA
k127_231404	798	No terminal repeats	1	11	0.9689	NA	1	1.4636	F_traE	NA
k127_199004	333	No terminal repeats	1	11	0.9682	NA	1	1.4636	F_traE	NA
k127_23102	347	No terminal repeats	1	11	0.9665	NA	1	1.6290	NA	NA
k127_529043	362	No terminal repeats	1	11	0.9656	NA	1	1.6385	NA	NA
k127_225626	327	No terminal repeats	1	11	0.9648	NA	1	1.4636	F_traE	NA
k127_234809	562	No terminal repeats	1	11	0.9647	NA	1	1.4636	F_traE	NA
k127_203649	433	No terminal repeats	1	11	0.9643	NA	1	1.4636	F_traE	NA
k127_423487	394	No terminal repeats	1	11	0.9623	NA	1	1.4636	F_traE	NA
k127_211337	940	No terminal repeats	1	11	0.9620	NA	1	1.4636	F_traE	NA
k127_527432	355	No terminal repeats	1	11	0.9613	NA	1	1.4636	F_traE	NA
k127_45457	465	No terminal repeats	1	11	0.9587	NA	1	0.9293	NA	NA
k127_430174	384	No terminal repeats	1	11	0.9584	NA	1	1.4636	F_traE	NA
k127_130242	440	No terminal repeats	1	11	0.9583	NA	1	1.4636	F_traE	NA
k127_40366	328	No terminal repeats	1	11	0.9583	NA	1	1.4636	F_traE	NA
k127_65461	330	No terminal repeats	1	11	0.9580	NA	1	1.4636	F_traE	NA
k127_269063	363	No terminal repeats	1	11	0.9573	NA	1	1.6381	NA	NA
k127_30921	380	No terminal repeats	1	11	0.9568	NA	1	1.4636	F_traE	NA
k127_245610	319	No terminal repeats	1	11	0.9562	NA	1	1.4636	F_traE	NA
