seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_128607	444	No terminal repeats	2	11	0.9949	NA	2	3.4366	NA	NA
k127_213160	346	No terminal repeats	2	11	0.9882	NA	1	3.0489	F_traE	NA
k127_128011	547	No terminal repeats	2	11	0.9876	NA	2	2.9639	NA	NA
k127_123080	889	No terminal repeats	2	11	0.9816	NA	1	1.7183	NA	NA
k127_188140	1432	No terminal repeats	4	11	0.9815	NA	1	4.3560	F_traE	NA
k127_97519	461	No terminal repeats	2	11	0.9803	NA	1	2.3815	F_traE	NA
k127_121657	391	No terminal repeats	2	11	0.9766	NA	2	2.5969	T_virB2;T_virB3	NA
k127_231315	2807	No terminal repeats	5	11	0.9756	NA	0	1.5828	NA	NA
k127_183680	384	No terminal repeats	1	11	0.9739	NA	1	1.5670	NA	NA
k127_123835	575	No terminal repeats	1	11	0.9726	NA	1	1.4636	F_traE	NA
k127_1158	1510	No terminal repeats	2	11	0.9716	NA	1	1.5180	MOBP1	NA
k127_239388	305	No terminal repeats	1	11	0.9712	NA	1	1.4636	F_traE	NA
k127_42296	349	No terminal repeats	1	11	0.9709	NA	1	1.4636	F_traE	NA
k127_207255	320	No terminal repeats	2	11	0.9690	NA	2	2.5969	T_virB2;T_virB3	NA
k127_232145	1133	No terminal repeats	1	11	0.9672	NA	1	1.4636	F_traE	NA
k127_63806	464	No terminal repeats	1	11	0.9642	NA	1	1.4636	F_traE	NA
k127_105251	319	No terminal repeats	1	11	0.9630	NA	1	1.4636	F_traE	NA
k127_195482	318	No terminal repeats	1	11	0.9619	NA	1	1.4636	F_traE	NA
k127_6409	862	No terminal repeats	1	11	0.9619	NA	1	1.4636	F_traE	NA
k127_182451	604	No terminal repeats	1	11	0.9619	NA	1	1.4636	F_traE	NA
k127_263024	346	No terminal repeats	1	11	0.9617	NA	1	1.4636	F_traE	NA
k127_132663	312	No terminal repeats	1	11	0.9602	NA	1	1.4636	F_traE	NA
k127_179564	863	No terminal repeats	1	11	0.9600	NA	1	1.4636	F_traE	NA
k127_45509	2632	No terminal repeats	3	11	0.9580	NA	0	2.2703	NA	NA
k127_240629	309	No terminal repeats	1	11	0.9566	NA	1	1.4636	F_traE	NA
k127_224088	317	No terminal repeats	1	11	0.9558	NA	1	1.4636	F_traE	NA
k127_64867	307	No terminal repeats	1	11	0.9549	NA	1	1.4636	F_traE	NA
k127_9220	444	No terminal repeats	1	11	0.9548	NA	1	1.1540	NA	NA
k127_217272	333	No terminal repeats	1	11	0.9548	NA	1	1.4636	F_traE	NA
k127_198541	348	No terminal repeats	1	11	0.9536	NA	1	1.3148	T_virB8	NA
k127_172936	392	No terminal repeats	1	11	0.9518	NA	1	1.1540	NA	NA
k127_57123	1766	No terminal repeats	1	11	0.9518	NA	1	1.4636	F_traE	NA
k127_198211	392	No terminal repeats	1	11	0.9508	NA	1	1.4944	T_virB5	NA
k127_223919	355	No terminal repeats	1	11	0.9492	NA	1	1.4636	F_traE	NA
k127_36407	3592	No terminal repeats	5	11	0.9485	NA	0	1.2292	NA	NA
k127_172149	395	No terminal repeats	1	11	0.9469	NA	1	1.1540	NA	NA
k127_105029	340	No terminal repeats	1	11	0.9461	NA	1	1.4636	F_traE	NA
k127_155185	351	No terminal repeats	1	11	0.9455	NA	1	1.4636	F_traE	NA
k127_258684	448	No terminal repeats	1	11	0.9452	NA	1	1.1540	NA	NA
k127_123766	2667	No terminal repeats	3	11	0.9448	NA	1	2.5589	F_traE	NA
