seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_74545	2242	No terminal repeats	2	11	0.9931	NA	1	3.0294	MOBP1	NA
k127_548765	1648	No terminal repeats	2	11	0.9909	NA	1	3.0489	F_traE	NA
k127_7281	2135	No terminal repeats	2	11	0.9903	NA	1	3.0489	F_traE	NA
k127_619315	4350	No terminal repeats	6	11	0.9897	NA	0	3.3009	NA	NA
k127_191099	542	No terminal repeats	2	11	0.9894	NA	2	2.9639	NA	NA
k127_95263	4366	No terminal repeats	3	11	0.9886	NA	0	3.0092	NA	NA
k127_689426	771	No terminal repeats	2	11	0.9886	NA	2	2.9639	NA	NA
k127_107739	1172	No terminal repeats	1	11	0.9885	NA	1	1.6920	MOBQ	NA
k127_207424	848	No terminal repeats	2	11	0.9874	NA	1	2.6786	F_traE	NA
k127_196763	401	No terminal repeats	2	11	0.9872	NA	1	2.6247	F_traE	NA
k127_630561	733	No terminal repeats	2	11	0.9871	NA	1	2.1284	NA	NA
k127_205942	1214	No terminal repeats	4	11	0.9870	NA	1	3.3226	NA	NA
k127_103858	2752	No terminal repeats	3	11	0.9868	NA	0	2.8924	NA	NA
k127_692412	2099	No terminal repeats	3	11	0.9863	NA	2	1.8120	NA	NA
k127_479573	5062	No terminal repeats	3	11	0.9862	NA	0	3.4257	NA	NA
k127_69424	3710	No terminal repeats	5	11	0.9861	NA	0	1.6801	NA	NA
k127_494831	2756	No terminal repeats	3	11	0.9860	NA	0	1.7183	NA	NA
k127_690830	439	No terminal repeats	1	11	0.9860	NA	1	1.7183	NA	NA
k127_593965	2217	No terminal repeats	4	11	0.9856	NA	1	4.4599	NA	NA
k127_442452	508	No terminal repeats	2	11	0.9850	NA	1	2.5932	F_traE	NA
k127_43474	3212	No terminal repeats	4	11	0.9842	NA	0	2.4749	NA	NA
k127_401360	3023	No terminal repeats	3	11	0.9838	NA	0	1.7596	NA	NA
k127_312512	331	No terminal repeats	2	11	0.9829	NA	1	2.7416	NA	NA
k127_404374	2644	No terminal repeats	3	11	0.9812	NA	0	0.4845	NA	NA
k127_459407	394	No terminal repeats	2	11	0.9809	NA	1	2.6446	I_traK	NA
