seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_31385	1561	No terminal repeats	3	11	0.9931	NA	1	2.2507	NA	NA
k127_35295	2418	No terminal repeats	3	11	0.9917	NA	1	4.7765	NA	NA
k127_632090	2976	No terminal repeats	3	11	0.9908	NA	0	3.4242	NA	NA
k127_105160	368	No terminal repeats	2	11	0.9903	NA	1	3.0489	F_traE	NA
k127_3116	358	No terminal repeats	1	11	0.9902	NA	1	1.7183	NA	NA
k127_232383	944	No terminal repeats	2	11	0.9901	NA	2	2.7262	MOBP1	NA
k127_372841	1061	No terminal repeats	2	11	0.9901	NA	1	1.7183	NA	NA
k127_775477	2566	No terminal repeats	3	11	0.9895	NA	0	3.4242	NA	NA
k127_193753	2674	No terminal repeats	3	11	0.9887	NA	0	1.7183	NA	NA
k127_451196	3020	No terminal repeats	5	11	0.9887	NA	3	5.0056	I_trbA;I_traK	NA
k127_771831	352	No terminal repeats	2	11	0.9876	NA	1	3.0489	F_traE	NA
k127_371568	2706	No terminal repeats	5	11	0.9871	NA	2	3.7954	I_traI;I_traK	NA
k127_594464	1201	No terminal repeats	2	11	0.9870	NA	1	2.6481	NA	NA
k127_618272	2812	No terminal repeats	5	11	0.9868	NA	0	3.2366	NA	NA
k127_23902	4085	No terminal repeats	5	11	0.9868	NA	2	8.1585	NA	NA
k127_4084	490	No terminal repeats	3	11	0.9865	NA	1	3.7016	NA	NA
k127_436288	3205	No terminal repeats	4	11	0.9863	NA	0	2.4891	NA	NA
k127_33940	3146	No terminal repeats	6	11	0.9847	NA	0	1.7183	NA	NA
k127_464218	5796	No terminal repeats	7	11	0.9837	NA	0	4.1092	NA	NA
k127_149849	4388	No terminal repeats	5	11	0.9835	NA	0	2.8071	NA	NA
k127_193543	775	No terminal repeats	2	11	0.9829	NA	1	3.0489	F_traE	NA
k127_316840	3383	No terminal repeats	4	11	0.9826	NA	0	3.4917	NA	NA
k127_200213	965	No terminal repeats	2	11	0.9824	NA	1	3.3841	NA	NA
k127_60773	822	No terminal repeats	1	11	0.9822	NA	1	1.5023	NA	NA
k127_236430	3846	No terminal repeats	5	11	0.9821	NA	0	3.2259	NA	NA
k127_179242	1858	No terminal repeats	2	11	0.9818	NA	1	2.5932	F_traE	NA
k127_729242	412	No terminal repeats	2	11	0.9815	NA	1	2.7416	NA	NA
k127_538041	391	No terminal repeats	1	11	0.9807	NA	1	1.5486	NA	NA
k127_736070	2019	No terminal repeats	5	11	0.9805	NA	2	3.8166	I_traK	NA
k127_235005	2981	No terminal repeats	5	11	0.9798	NA	0	2.3974	NA	NA
k127_134734	3084	No terminal repeats	4	11	0.9794	NA	0	2.6229	NA	NA
k127_248841	734	No terminal repeats	1	11	0.9793	NA	1	1.7183	NA	NA
k127_129423	377	No terminal repeats	1	11	0.9777	NA	1	1.4636	F_traE	NA
k127_750861	2865	No terminal repeats	3	11	0.9775	NA	0	2.6061	NA	NA
k127_161084	394	No terminal repeats	1	11	0.9772	NA	1	1.4636	F_traE	NA
k127_529743	570	No terminal repeats	2	11	0.9766	NA	1	2.7416	NA	NA
k127_435134	3604	No terminal repeats	5	11	0.9762	NA	1	3.8802	F_traE	NA
k127_236101	2622	No terminal repeats	6	11	0.9761	NA	0	1.7183	NA	NA
k127_130215	323	No terminal repeats	1	11	0.9760	NA	1	1.5654	NA	NA
k127_93157	4253	No terminal repeats	6	11	0.9758	NA	0	2.3675	NA	NA
k127_364590	646	No terminal repeats	1	11	0.9758	NA	1	1.4636	F_traE	NA
k127_296500	720	No terminal repeats	1	11	0.9756	NA	1	1.5486	NA	NA
k127_192705	2617	No terminal repeats	4	11	0.9755	NA	1	3.0489	F_traE	NA
k127_379294	4523	No terminal repeats	6	11	0.9752	NA	0	2.1186	NA	NA
k127_559028	312	No terminal repeats	1	11	0.9751	NA	1	1.5223	NA	NA
k127_396875	1131	No terminal repeats	1	11	0.9746	NA	1	1.5486	NA	NA
k127_193501	3226	No terminal repeats	6	11	0.9746	NA	0	6.5574	NA	NA
k127_207841	4063	No terminal repeats	3	11	0.9744	NA	0	2.3543	NA	NA
k127_72405	348	No terminal repeats	1	11	0.9744	NA	1	1.4636	F_traE	NA
k127_760708	5386	No terminal repeats	5	11	0.9735	NA	0	3.0147	NA	NA
k127_751004	3181	No terminal repeats	7	11	0.9735	NA	0	0.3000	NA	NA
k127_641161	2664	No terminal repeats	5	11	0.9733	NA	0	1.7183	NA	NA
k127_8463	2644	No terminal repeats	4	11	0.9728	NA	0	1.7183	NA	NA
