seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_62418	900	No terminal repeats	3	11	0.9928	NA	3	4.2361	MOBQ	NA
k127_387821	369	No terminal repeats	1	11	0.9887	NA	1	1.7183	NA	NA
k127_212825	349	No terminal repeats	1	11	0.9883	NA	1	1.7183	NA	NA
k127_362376	432	No terminal repeats	2	11	0.9880	NA	1	2.9530	NA	NA
k127_52966	3087	No terminal repeats	4	11	0.9863	NA	0	2.4815	NA	NA
k127_54957	645	No terminal repeats	2	11	0.9861	NA	2	2.3090	T_virB5	NA
k127_198894	402	No terminal repeats	1	11	0.9858	NA	1	1.7183	T_virB1	NA
k127_226501	689	No terminal repeats	2	11	0.9856	NA	1	3.0489	F_traE	NA
k127_224081	327	No terminal repeats	2	11	0.9850	NA	1	2.5932	F_traE	NA
k127_179541	456	No terminal repeats	2	11	0.9832	NA	1	2.5932	F_traE	NA
k127_339989	1160	No terminal repeats	2	11	0.9832	NA	1	2.5932	F_traE	NA
k127_67923	2645	No terminal repeats	3	11	0.9828	NA	0	1.5021	NA	NA
k127_259916	2984	No terminal repeats	3	11	0.9801	NA	0	1.5971	NA	NA
k127_118508	3012	No terminal repeats	3	11	0.9799	NA	0	1.7183	NA	NA
k127_448790	325	No terminal repeats	1	11	0.9797	NA	1	1.4636	F_traE	NA
k127_406693	462	No terminal repeats	2	11	0.9790	NA	2	2.9639	NA	NA
k127_77809	351	No terminal repeats	1	11	0.9783	NA	1	1.4636	F_traE	NA
k127_218296	368	No terminal repeats	1	11	0.9758	NA	1	1.4636	F_traE	NA
k127_361147	453	No terminal repeats	1	11	0.9758	NA	1	1.4636	F_traE	NA
k127_216561	318	No terminal repeats	1	11	0.9754	NA	1	1.4636	F_traE	NA
k127_397964	443	No terminal repeats	1	11	0.9753	NA	1	1.4636	F_traE	NA
k127_254060	2937	No terminal repeats	4	11	0.9740	NA	0	1.6689	NA	NA
k127_429516	515	No terminal repeats	1	11	0.9720	NA	1	1.4636	F_traE	NA
k127_422350	3040	No terminal repeats	3	11	0.9705	NA	0	1.5828	NA	NA
k127_285669	310	No terminal repeats	1	11	0.9705	NA	1	1.4636	F_traE	NA
k127_49397	323	No terminal repeats	1	11	0.9697	NA	1	1.4636	F_traE	NA
k127_49394	379	No terminal repeats	1	11	0.9693	NA	1	1.4636	F_traE	NA
k127_47617	2844	No terminal repeats	2	11	0.9692	NA	0	1.5971	NA	NA
k127_297774	395	No terminal repeats	1	11	0.9679	NA	1	1.4636	F_traE	NA
k127_107208	747	No terminal repeats	3	11	0.9677	NA	2	2.8392	MOBQ	NA
k127_30468	316	No terminal repeats	1	11	0.9660	NA	1	1.4636	F_traE	NA
k127_58652	470	No terminal repeats	1	11	0.9655	NA	1	1.6808	MOBQ	NA
k127_127804	432	No terminal repeats	1	11	0.9649	NA	1	1.4636	F_traE	NA
k127_387095	429	No terminal repeats	1	11	0.9641	NA	1	1.4636	F_traE	NA
k127_372497	340	No terminal repeats	1	11	0.9635	NA	1	1.4636	F_traE	NA
k127_449018	490	No terminal repeats	1	11	0.9623	NA	1	1.4636	F_traE	NA
k127_443985	394	No terminal repeats	2	11	0.9618	NA	1	1.7183	NA	NA
k127_18166	652	No terminal repeats	1	11	0.9612	NA	1	1.4727	NA	NA
k127_30655	406	No terminal repeats	1	11	0.9603	NA	1	1.4636	F_traE	NA
k127_149864	3865	No terminal repeats	2	11	0.9598	NA	0	1.6021	NA	NA
k127_175191	810	No terminal repeats	2	11	0.9586	NA	1	2.0462	F_traE	NA
k127_287571	326	No terminal repeats	2	11	0.9574	NA	1	1.7183	NA	NA
k127_131830	493	No terminal repeats	1	11	0.9569	NA	1	1.6642	NA	NA
k127_306989	302	No terminal repeats	1	11	0.9567	NA	1	1.4636	F_traE	NA
k127_169431	450	No terminal repeats	1	11	0.9555	NA	1	1.4636	F_traE	NA
k127_409602	2800	No terminal repeats	4	11	0.9529	NA	0	0.9943	NA	NA
k127_19106	370	No terminal repeats	1	11	0.9524	NA	1	1.4636	F_traE	NA
k127_247882	459	No terminal repeats	1	11	0.9521	NA	1	1.3816	NA	NA
k127_117391	460	No terminal repeats	2	11	0.9519	NA	1	1.7183	NA	NA
k127_306535	361	No terminal repeats	1	11	0.9518	NA	1	1.4636	F_traE	NA
k127_432030	374	No terminal repeats	1	11	0.9499	NA	1	1.4636	F_traE	NA
