seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_589322	1958	No terminal repeats	5	11	0.9945	NA	3	5.7925	MOBQ	NA
k127_183659	972	No terminal repeats	3	11	0.9936	NA	3	4.2361	MOBQ	NA
k127_478125	870	No terminal repeats	3	11	0.9925	NA	3	4.2361	MOBQ	NA
k127_218432	302	No terminal repeats	1	11	0.9917	NA	1	1.7183	T_virB2	NA
k127_330540	335	No terminal repeats	1	11	0.9914	NA	1	1.7183	NA	NA
k127_154364	787	No terminal repeats	2	11	0.9912	NA	1	3.0489	F_traE	NA
k127_432333	2647	No terminal repeats	3	11	0.9907	NA	0	2.1041	NA	NA
k127_478111	335	No terminal repeats	2	11	0.9904	NA	2	2.9639	NA	NA
k127_244282	330	No terminal repeats	2	11	0.9902	NA	2	3.2240	F_traL;F_traE	NA
k127_44786	478	No terminal repeats	1	11	0.9887	NA	1	1.7183	NA	NA
k127_414561	323	No terminal repeats	2	11	0.9877	NA	1	3.0489	F_traE	NA
k127_223060	597	No terminal repeats	3	11	0.9875	NA	1	4.6341	F_traE	NA
k127_575552	1492	No terminal repeats	2	11	0.9873	NA	1	3.0489	F_traE	NA
k127_569722	702	No terminal repeats	2	11	0.9873	NA	2	2.9639	NA	NA
k127_122832	3678	No terminal repeats	3	11	0.9870	NA	0	3.4366	NA	NA
k127_13314	594	No terminal repeats	2	11	0.9869	NA	1	3.0489	F_traE	NA
k127_552159	2744	No terminal repeats	4	11	0.9865	NA	0	2.5471	NA	NA
k127_404972	351	No terminal repeats	2	11	0.9863	NA	1	3.0489	F_traE	NA
k127_585427	2903	No terminal repeats	6	11	0.9860	NA	0	1.6491	NA	NA
k127_311143	718	No terminal repeats	2	11	0.9855	NA	1	3.0489	F_traE	NA
k127_551238	699	No terminal repeats	1	11	0.9833	NA	1	0.8949	NA	NA
k127_462180	4004	No terminal repeats	6	11	0.9830	NA	0	2.8793	NA	NA
k127_170746	2874	No terminal repeats	5	11	0.9825	NA	0	1.7183	NA	NA
k127_306445	4374	No terminal repeats	5	11	0.9825	NA	0	2.1891	NA	NA
k127_212678	4876	No terminal repeats	4	11	0.9811	NA	1	2.4254	NA	NA
k127_414668	2874	No terminal repeats	3	11	0.9809	NA	0	1.5828	NA	NA
k127_595530	2051	No terminal repeats	2	11	0.9803	NA	1	3.0489	F_traE	NA
k127_313445	2711	No terminal repeats	4	11	0.9800	NA	0	1.5828	NA	NA
k127_542534	377	No terminal repeats	2	11	0.9797	NA	1	2.6885	T_virB6	NA
k127_12781	908	No terminal repeats	2	11	0.9794	NA	2	2.7292	T_virB5	NA
k127_590607	2554	No terminal repeats	4	11	0.9790	NA	0	3.4242	NA	NA
k127_320108	746	No terminal repeats	1	11	0.9789	NA	1	1.3764	NA	NA
k127_444603	2523	No terminal repeats	3	11	0.9788	NA	0	3.2687	NA	NA
k127_350132	2533	No terminal repeats	6	11	0.9782	NA	0	1.7148	NA	NA
k127_365714	312	No terminal repeats	1	11	0.9780	NA	1	1.4636	F_traE	NA
k127_86988	423	No terminal repeats	1	11	0.9777	NA	1	1.4636	F_traE	NA
k127_542124	1561	No terminal repeats	2	11	0.9775	NA	1	1.5180	MOBP1	NA
k127_131943	420	No terminal repeats	1	11	0.9772	NA	1	1.4636	F_traE	NA
k127_615655	1462	No terminal repeats	3	11	0.9769	NA	2	0.5610	T_virB3;T_virB2;T_virB11	NA
k127_479334	355	No terminal repeats	1	11	0.9767	NA	1	1.4636	F_traE	NA
k127_524598	466	No terminal repeats	1	11	0.9755	NA	1	1.4636	F_traE	NA
k127_329046	303	No terminal repeats	1	11	0.9751	NA	1	1.4636	F_traE	NA
k127_237137	3680	No terminal repeats	6	11	0.9747	NA	0	2.3044	NA	NA
k127_549074	583	No terminal repeats	1	11	0.9744	NA	1	1.4636	F_traE	NA
k127_452562	309	No terminal repeats	1	11	0.9743	NA	1	1.4868	T_virB5	NA
k127_335811	3477	No terminal repeats	3	11	0.9743	NA	0	2.8136	NA	NA
k127_257557	587	No terminal repeats	2	11	0.9737	NA	1	2.5932	F_traE	NA
k127_185073	470	No terminal repeats	1	11	0.9737	NA	1	1.4944	T_virB5	NA
k127_4921	508	No terminal repeats	1	11	0.9727	NA	1	1.4636	F_traE	NA
k127_25334	1277	No terminal repeats	3	11	0.9726	NA	1	2.3538	NA	NA
k127_162567	425	No terminal repeats	1	11	0.9724	NA	1	1.4636	F_traE	NA
k127_354564	472	No terminal repeats	1	11	0.9721	NA	1	1.4636	F_traE	NA
k127_395724	1013	No terminal repeats	2	11	0.9721	NA	1	2.3815	F_traE	NA
k127_334971	473	No terminal repeats	1	11	0.9719	NA	1	1.2722	MOBQ	NA
k127_144776	385	No terminal repeats	1	11	0.9719	NA	1	1.4636	F_traE	NA
k127_184171	818	No terminal repeats	1	11	0.9716	NA	1	1.4636	F_traE	NA
k127_84586	609	No terminal repeats	2	11	0.9711	NA	1	2.2919	NA	NA
k127_80664	6556	No terminal repeats	12	11	0.9706	NA	0	1.1019	NA	NA
k127_604017	352	No terminal repeats	1	11	0.9703	NA	1	1.4636	F_traE	NA
k127_11594	5601	No terminal repeats	11	11	0.9698	NA	0	0.9531	NA	NA
k127_556303	390	No terminal repeats	1	11	0.9698	NA	1	1.5670	NA	NA
k127_170000	1270	No terminal repeats	3	11	0.9697	NA	2	2.3187	T_virB9;T_virB8	NA
k127_523059	549	No terminal repeats	1	11	0.9695	NA	1	1.4636	F_traE	NA
k127_377730	2882	No terminal repeats	3	11	0.9695	NA	0	1.5828	NA	NA
k127_34621	602	No terminal repeats	1	11	0.9694	NA	1	1.4636	F_traE	NA
k127_414345	3493	No terminal repeats	6	11	0.9694	NA	0	2.8136	NA	NA
k127_349281	334	No terminal repeats	1	11	0.9690	NA	1	1.5670	NA	NA
k127_58467	407	No terminal repeats	1	11	0.9686	NA	1	1.4636	F_traE	NA
k127_531053	349	No terminal repeats	1	11	0.9680	NA	1	1.6586	NA	NA
k127_521721	725	No terminal repeats	1	11	0.9679	NA	1	1.5477	T_virB5	NA
k127_423098	338	No terminal repeats	1	11	0.9677	NA	1	1.4636	F_traE	NA
k127_187264	3218	No terminal repeats	5	11	0.9676	NA	1	4.3225	F_traE	NA
k127_414586	367	No terminal repeats	2	11	0.9665	NA	2	2.2801	T_virB2;T_virB3	NA
k127_75126	460	No terminal repeats	1	11	0.9659	NA	1	1.4636	F_traE	NA
k127_427010	949	No terminal repeats	3	11	0.9653	NA	1	3.0489	F_traE	NA
k127_445755	529	No terminal repeats	1	11	0.9647	NA	1	1.1169	NA	NA
k127_555028	947	No terminal repeats	3	11	0.9644	NA	1	3.0489	F_traE	NA
k127_381691	2872	No terminal repeats	4	11	0.9638	NA	0	2.6937	NA	NA
k127_85601	369	No terminal repeats	1	11	0.9633	NA	1	1.4865	NA	NA
k127_296449	412	No terminal repeats	1	11	0.9628	NA	1	1.4636	F_traE	NA
k127_455058	246	No terminal repeats	1	11	0.9622	NA	1	1.4636	F_traE	NA
k127_68443	378	No terminal repeats	1	11	0.9620	NA	1	1.4636	F_traE	NA
