seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_358250	8116	No terminal repeats	8	11	0.9922	NA	0	7.0252	NA	NA
k127_140510	355	No terminal repeats	1	11	0.9922	NA	1	1.7183	NA	NA
k127_54798	375	No terminal repeats	1	11	0.9903	NA	1	1.7183	NA	NA
k127_278729	304	No terminal repeats	1	11	0.9897	NA	1	1.7183	T_virB2	NA
k127_320418	2751	No terminal repeats	6	11	0.9867	NA	0	1.7866	NA	NA
k127_464313	1059	No terminal repeats	2	11	0.9863	NA	1	2.8992	NA	NA
k127_367822	377	No terminal repeats	2	11	0.9863	NA	2	2.9639	NA	NA
k127_92853	2725	No terminal repeats	4	11	0.9862	NA	0	2.1012	NA	NA
k127_71561	2662	No terminal repeats	5	11	0.9841	NA	0	6.3080	NA	NA
k127_157850	4596	No terminal repeats	8	11	0.9821	NA	0	0.6579	NA	NA
k127_30294	4620	No terminal repeats	3	11	0.9798	NA	0	4.7214	NA	NA
k127_660969	352	No terminal repeats	2	11	0.9774	NA	2	2.4799	T_virB2;T_virB3	NA
k127_481833	339	No terminal repeats	1	11	0.9772	NA	1	1.4636	F_traE	NA
k127_589047	502	No terminal repeats	1	11	0.9766	NA	1	1.3318	NA	NA
k127_271412	500	No terminal repeats	1	11	0.9756	NA	1	1.4636	F_traE	NA
k127_656691	3376	No terminal repeats	4	11	0.9755	NA	0	2.6002	NA	NA
k127_293873	1355	No terminal repeats	2	11	0.9753	NA	2	2.7426	T_virB6	NA
k127_242322	464	No terminal repeats	1	11	0.9751	NA	1	1.4636	F_traE	NA
k127_110880	463	No terminal repeats	1	11	0.9751	NA	1	1.6642	NA	NA
k127_667870	505	No terminal repeats	1	11	0.9746	NA	1	1.4636	F_traE	NA
k127_645537	911	No terminal repeats	2	11	0.9738	NA	1	2.3538	NA	NA
k127_663117	756	No terminal repeats	1	11	0.9732	NA	1	1.4636	F_traE	NA
k127_116846	513	No terminal repeats	1	11	0.9705	NA	1	1.5670	NA	NA
k127_287862	4555	No terminal repeats	5	11	0.9704	NA	0	4.0870	NA	NA
k127_158239	3027	No terminal repeats	4	11	0.9687	NA	0	2.8643	NA	NA
k127_182323	2912	No terminal repeats	5	11	0.9670	NA	0	2.6343	NA	NA
k127_487514	425	No terminal repeats	1	11	0.9667	NA	1	1.4636	F_traE	NA
k127_140361	843	No terminal repeats	2	11	0.9666	NA	1	1.4636	F_traE	NA
k127_339312	5261	No terminal repeats	5	11	0.9658	NA	0	0.1435	NA	NA
k127_500613	1265	No terminal repeats	1	11	0.9651	NA	1	1.2722	MOBQ	NA
k127_430821	891	No terminal repeats	1	11	0.9627	NA	1	0.9963	NA	NA
k127_22780	3023	No terminal repeats	5	11	0.9624	NA	0	1.5417	NA	NA
k127_213935	422	No terminal repeats	2	11	0.9611	NA	2	2.4799	T_virB2;T_virB3	NA
k127_293117	438	No terminal repeats	1	11	0.9611	NA	1	1.6285	T_virB6	NA
k127_83673	348	No terminal repeats	1	11	0.9593	NA	1	1.5595	NA	NA
k127_420118	356	No terminal repeats	1	11	0.9593	NA	1	1.4636	F_traE	NA
k127_193157	380	No terminal repeats	2	11	0.9593	NA	2	2.5969	T_virB3;T_virB2	NA
k127_42285	380	No terminal repeats	1	11	0.9588	NA	1	1.4865	NA	NA
k127_664165	652	No terminal repeats	2	11	0.9587	NA	1	2.2753	NA	NA
k127_275740	3397	No terminal repeats	5	11	0.9578	NA	0	1.9667	NA	NA
k127_571572	310	No terminal repeats	1	11	0.9578	NA	1	1.5465	T_virB5	NA
k127_484460	508	No terminal repeats	1	11	0.9573	NA	1	1.4865	NA	NA
k127_151162	6443	No terminal repeats	10	11	0.9573	NA	0	1.6113	NA	NA
k127_223808	794	No terminal repeats	1	11	0.9566	NA	1	1.6750	NA	NA
k127_242045	986	No terminal repeats	1	11	0.9550	NA	1	1.4636	F_traE	NA
k127_246138	374	No terminal repeats	1	11	0.9544	NA	1	1.6750	NA	NA
k127_298040	541	No terminal repeats	1	11	0.9535	NA	1	1.4865	NA	NA
k127_575178	382	No terminal repeats	1	11	0.9530	NA	1	1.5670	NA	NA
k127_664949	2609	No terminal repeats	3	11	0.9518	NA	2	2.1659	T_virB8;T_virB6	NA
k127_370593	352	No terminal repeats	1	11	0.9514	NA	1	1.4636	F_traE	NA
k127_304845	404	No terminal repeats	1	11	0.9506	NA	1	1.5595	NA	NA
k127_93937	324	No terminal repeats	1	11	0.9488	NA	1	1.4636	F_traE	NA
k127_202509	311	No terminal repeats	1	11	0.9485	NA	1	1.4636	F_traE	NA
k127_593365	5733	No terminal repeats	9	11	0.9479	NA	0	0.9256	NA	NA
k127_627007	483	No terminal repeats	1	11	0.9470	NA	1	1.1169	NA	NA
k127_269477	1105	No terminal repeats	1	11	0.9467	NA	1	1.4636	F_traE	NA
k127_500497	770	No terminal repeats	2	11	0.9466	NA	1	2.1523	F_traE	NA
k127_524605	302	No terminal repeats	1	11	0.9459	NA	1	1.5595	NA	NA
k127_102915	355	No terminal repeats	1	11	0.9441	NA	1	1.4640	MOBP1	NA
k127_233066	387	No terminal repeats	2	11	0.9437	NA	1	1.7183	NA	NA
k127_581046	415	No terminal repeats	1	11	0.9435	NA	1	1.4688	NA	NA
k127_205581	339	No terminal repeats	1	11	0.9433	NA	1	0.9015	NA	NA
k127_242676	445	No terminal repeats	1	11	0.9425	NA	1	1.5097	F_traE	NA
k127_176462	332	No terminal repeats	1	11	0.9393	NA	1	1.4636	F_traE	NA
k127_627103	326	No terminal repeats	1	11	0.9386	NA	1	1.4409	F_traL	NA
k127_214139	448	No terminal repeats	1	11	0.9384	NA	1	1.4688	NA	NA
k127_402736	992	No terminal repeats	3	11	0.9382	NA	1	1.4636	F_traE	NA
k127_38657	554	No terminal repeats	2	11	0.9372	NA	2	2.5969	T_virB3;T_virB2	NA
k127_19879	356	No terminal repeats	1	11	0.9370	NA	1	1.5223	NA	NA
k127_431006	20591	No terminal repeats	15	11	0.9364	NA	0	1.7064	NA	NA
k127_325860	3013	No terminal repeats	4	11	0.9362	NA	0	1.5196	NA	NA
k127_116910	472	No terminal repeats	1	11	0.9348	NA	1	1.3503	NA	NA
k127_667016	4507	No terminal repeats	12	11	0.9326	NA	0	1.8990	NA	NA
k127_450551	3491	No terminal repeats	5	11	0.9307	NA	0	1.7596	NA	NA
k127_470806	350	No terminal repeats	1	11	0.9272	NA	1	0.8949	NA	NA
k127_378732	373	No terminal repeats	1	11	0.9271	NA	1	0.9015	NA	NA
k127_633683	7316	No terminal repeats	8	11	0.9235	NA	0	2.4515	NA	NA
k127_641760	4723	No terminal repeats	5	11	0.9209	NA	0	1.1292	NA	NA
k127_662908	420	No terminal repeats	1	11	0.9182	NA	1	1.4138	NA	NA
k127_235084	393	No terminal repeats	1	11	0.9181	NA	1	1.0621	MOBP1	NA
k127_169738	315	No terminal repeats	1	11	0.9147	NA	1	1.4138	NA	NA
k127_43273	480	No terminal repeats	1	11	0.9133	NA	1	1.4688	NA	NA
k127_488558	3283	No terminal repeats	3	11	0.9125	NA	0	1.2979	NA	NA
k127_52940	382	No terminal repeats	2	11	0.9108	NA	1	1.2865	F_traK	NA
k127_294491	432	No terminal repeats	1	11	0.9095	NA	1	1.3816	NA	NA
k127_23609	311	No terminal repeats	1	11	0.9057	NA	1	1.3397	T_virB8	NA
k127_420608	517	No terminal repeats	1	11	0.9040	NA	1	1.3397	T_virB8	NA
k127_150175	302	No terminal repeats	1	11	0.9026	NA	1	1.4332	F_traV	NA
k127_35828	307	No terminal repeats	1	11	0.9018	NA	1	1.3397	T_virB8	NA
k127_215591	348	No terminal repeats	1	11	0.9004	NA	1	0.9963	NA	NA
k127_21023	466	No terminal repeats	2	11	0.9004	NA	1	1.6015	NA	NA
k127_350226	317	No terminal repeats	2	11	0.8974	NA	2	2.2801	T_virB3;T_virB2	NA
k127_321477	346	No terminal repeats	1	11	0.8963	NA	1	1.3816	NA	NA
k127_616099	3600	No terminal repeats	3	11	0.8959	NA	0	1.2972	NA	NA
k127_316696	354	No terminal repeats	1	11	0.8946	NA	1	1.3816	NA	NA
k127_593352	1312	No terminal repeats	2	11	0.8935	NA	1	1.4636	F_traE	NA
k127_58412	355	No terminal repeats	1	11	0.8934	NA	1	1.1169	NA	NA
k127_590264	354	No terminal repeats	1	11	0.8928	NA	1	0.8949	NA	NA
k127_182753	4447	No terminal repeats	6	11	0.8925	NA	0	2.2125	NA	NA
k127_668553	564	No terminal repeats	1	11	0.8910	NA	1	1.2242	MOBP1	NA
k127_48195	2777	No terminal repeats	2	11	0.8904	NA	0	2.3641	NA	NA
k127_334462	3746	No terminal repeats	8	11	0.8896	NA	0	1.4970	NA	NA
