seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_270316	1239	No terminal repeats	3	11	0.9906	NA	1	4.3560	F_traE	NA
k127_177339	1246	No terminal repeats	2	11	0.9811	NA	1	2.8953	F_traE	NA
k127_196642	3697	No terminal repeats	3	11	0.9792	NA	0	2.3977	NA	NA
k127_32395	411	No terminal repeats	1	11	0.9761	NA	1	1.4636	F_traE	NA
k127_83150	361	No terminal repeats	1	11	0.9745	NA	1	1.4636	F_traE	NA
k127_283822	831	No terminal repeats	2	11	0.9720	NA	1	1.5486	NA	NA
k127_92149	375	No terminal repeats	1	11	0.9714	NA	1	1.4636	F_traE	NA
k127_176982	800	No terminal repeats	1	11	0.9703	NA	1	1.4636	F_traE	NA
k127_68575	302	No terminal repeats	1	11	0.9681	NA	1	1.4636	F_traE	NA
k127_107682	327	No terminal repeats	1	11	0.9673	NA	1	1.4636	F_traE	NA
k127_258598	1248	No terminal repeats	2	11	0.9664	NA	1	2.7360	NA	NA
k127_270672	345	No terminal repeats	1	11	0.9631	NA	1	1.5595	NA	NA
k127_115852	360	No terminal repeats	1	11	0.9628	NA	1	0.9015	NA	NA
k127_210743	384	No terminal repeats	1	11	0.9606	NA	1	1.6381	NA	NA
k127_140715	634	No terminal repeats	1	11	0.9575	NA	1	1.5486	NA	NA
k127_48241	332	No terminal repeats	1	11	0.9568	NA	1	1.4636	F_traE	NA
k127_158895	412	No terminal repeats	1	11	0.9567	NA	1	1.4636	F_traE	NA
k127_182063	311	No terminal repeats	1	11	0.9516	NA	1	0.9293	NA	NA
k127_258411	3460	No terminal repeats	5	11	0.9516	NA	0	1.2674	NA	NA
k127_130361	444	No terminal repeats	1	11	0.9507	NA	1	0.9015	NA	NA
k127_297254	326	No terminal repeats	1	11	0.9500	NA	1	1.4636	F_traE	NA
k127_216090	327	No terminal repeats	1	11	0.9489	NA	1	1.4636	F_traE	NA
k127_210735	326	No terminal repeats	1	11	0.9484	NA	1	1.4636	F_traE	NA
k127_145401	3015	No terminal repeats	5	11	0.9458	NA	0	1.6689	NA	NA
k127_93153	387	No terminal repeats	1	11	0.9450	NA	1	1.4636	F_traE	NA
k127_193509	410	No terminal repeats	1	11	0.9409	NA	1	1.4636	F_traE	NA
k127_134439	326	No terminal repeats	1	11	0.9359	NA	1	1.4636	F_traE	NA
k127_17766	306	No terminal repeats	1	11	0.9321	NA	1	1.4636	F_traE	NA
k127_67024	448	No terminal repeats	1	11	0.9292	NA	1	1.4636	F_traE	NA
k127_117891	614	No terminal repeats	2	11	0.9255	NA	1	2.1523	F_traE	NA
k127_241068	708	No terminal repeats	1	11	0.9243	NA	1	1.3243	NA	NA
k127_292657	593	No terminal repeats	1	11	0.9233	NA	1	1.4636	F_traE	NA
k127_160042	384	No terminal repeats	1	11	0.9196	NA	1	0.9172	NA	NA
