seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_469369	787	No terminal repeats	1	11	0.9911	NA	1	1.7183	NA	NA
k127_588990	708	No terminal repeats	2	11	0.9904	NA	1	2.2838	F_traE	NA
k127_186866	2853	No terminal repeats	5	11	0.9892	NA	0	3.0686	NA	NA
k127_111392	455	No terminal repeats	2	11	0.9888	NA	1	3.0979	NA	NA
k127_174324	2766	No terminal repeats	3	11	0.9884	NA	0	2.8136	NA	NA
k127_241951	943	No terminal repeats	2	11	0.9881	NA	2	2.9506	F_traE;F_traL	NA
k127_3328	326	No terminal repeats	1	11	0.9879	NA	1	1.7183	NA	NA
k127_64995	2576	No terminal repeats	2	11	0.9870	NA	0	2.5621	NA	NA
k127_623948	1130	No terminal repeats	1	11	0.9870	NA	1	1.6920	MOBQ	NA
k127_619323	4135	No terminal repeats	5	11	0.9857	NA	1	4.3560	F_traE	NA
k127_7861	2615	No terminal repeats	3	11	0.9843	NA	0	1.6961	NA	NA
k127_19684	3173	No terminal repeats	3	11	0.9834	NA	0	3.0157	NA	NA
k127_417848	498	No terminal repeats	2	11	0.9809	NA	1	3.0489	F_traE	NA
k127_587045	3625	No terminal repeats	4	11	0.9807	NA	0	4.4465	NA	NA
k127_467054	307	No terminal repeats	1	11	0.9802	NA	1	1.5453	NA	NA
k127_154419	4553	No terminal repeats	6	11	0.9786	NA	1	4.2772	F_traE	NA
k127_474283	674	No terminal repeats	1	11	0.9776	NA	1	1.4636	F_traE	NA
k127_471612	1335	No terminal repeats	2	11	0.9772	NA	1	1.5314	NA	NA
k127_326991	470	No terminal repeats	1	11	0.9768	NA	1	0.9293	NA	NA
k127_487637	477	No terminal repeats	1	11	0.9751	NA	1	1.4636	F_traE	NA
k127_343609	3058	No terminal repeats	4	11	0.9750	NA	0	1.6887	NA	NA
k127_464223	776	No terminal repeats	3	11	0.9748	NA	1	1.7534	NA	NA
k127_624740	1676	No terminal repeats	3	11	0.9746	NA	1	2.6481	NA	NA
k127_414451	399	No terminal repeats	1	11	0.9743	NA	1	1.4636	F_traE	NA
k127_657079	3186	No terminal repeats	4	11	0.9742	NA	0	1.7183	NA	NA
k127_256639	1021	No terminal repeats	2	11	0.9741	NA	2	2.3303	F_traU;F_traW	NA
k127_944	4007	No terminal repeats	8	11	0.9741	NA	0	2.7572	NA	NA
k127_565646	3532	No terminal repeats	5	11	0.9740	NA	1	4.3560	F_traE	NA
k127_144782	451	No terminal repeats	1	11	0.9736	NA	1	1.4636	F_traE	NA
k127_282659	524	No terminal repeats	1	11	0.9729	NA	1	1.5314	NA	NA
k127_465195	415	No terminal repeats	1	11	0.9727	NA	1	1.4636	F_traE	NA
k127_148127	397	No terminal repeats	1	11	0.9725	NA	1	1.5489	NA	NA
k127_696713	469	No terminal repeats	1	11	0.9719	NA	1	1.2722	MOBQ	NA
k127_587191	490	No terminal repeats	1	11	0.9714	NA	1	1.4636	F_traE	NA
k127_572287	683	No terminal repeats	2	11	0.9712	NA	1	1.7183	NA	NA
k127_201860	2705	No terminal repeats	2	11	0.9708	NA	0	2.8924	NA	NA
k127_287877	5047	No terminal repeats	5	11	0.9708	NA	0	2.0999	NA	NA
k127_183114	2710	No terminal repeats	3	11	0.9707	NA	3	3.7024	MOBP1	NA
k127_538733	331	No terminal repeats	1	11	0.9704	NA	1	1.5314	NA	NA
k127_590261	365	No terminal repeats	1	11	0.9700	NA	1	1.4636	F_traE	NA
k127_648378	495	No terminal repeats	1	11	0.9699	NA	1	1.4636	F_traE	NA
k127_371387	764	No terminal repeats	1	11	0.9697	NA	1	1.4636	F_traE	NA
k127_79720	331	No terminal repeats	1	11	0.9691	NA	1	1.4636	F_traE	NA
k127_528704	2506	No terminal repeats	2	11	0.9690	NA	0	2.5393	NA	NA
k127_546617	2896	No terminal repeats	4	11	0.9689	NA	0	1.7152	NA	NA
k127_340680	2644	No terminal repeats	6	11	0.9673	NA	0	1.5828	NA	NA
k127_542406	584	No terminal repeats	1	11	0.9662	NA	1	1.4636	F_traE	NA
k127_557954	589	No terminal repeats	1	11	0.9645	NA	1	1.4636	F_traE	NA
k127_590435	1869	No terminal repeats	1	11	0.9645	NA	1	1.4636	F_traE	NA
k127_400178	473	No terminal repeats	1	11	0.9644	NA	1	1.4636	F_traE	NA
k127_213503	540	No terminal repeats	1	11	0.9639	NA	1	1.4636	F_traE	NA
k127_129906	457	No terminal repeats	1	11	0.9635	NA	1	1.4894	MOBQ	NA
k127_498791	3771	No terminal repeats	4	11	0.9628	NA	0	2.8446	NA	NA
k127_104310	1700	No terminal repeats	3	11	0.9626	NA	1	2.7114	F_traE	NA
k127_375096	717	No terminal repeats	1	11	0.9624	NA	1	1.7183	NA	NA
k127_105707	1099	No terminal repeats	2	11	0.9616	NA	1	2.7416	NA	NA
k127_23100	396	No terminal repeats	1	11	0.9609	NA	1	1.5486	NA	NA
k127_202281	1082	No terminal repeats	1	11	0.9609	NA	1	1.4636	F_traE	NA
k127_594322	311	No terminal repeats	1	11	0.9608	NA	1	1.4636	F_traE	NA
k127_558364	1294	No terminal repeats	2	11	0.9598	NA	2	2.4062	virb4;T_virB5	NA
k127_608928	874	No terminal repeats	1	11	0.9590	NA	1	1.4636	F_traE	NA
k127_432605	490	No terminal repeats	1	11	0.9584	NA	1	1.4636	F_traE	NA
k127_33398	375	No terminal repeats	1	11	0.9581	NA	1	1.4636	F_traE	NA
k127_92779	3517	No terminal repeats	7	11	0.9580	NA	0	4.7528	NA	NA
k127_559200	3453	No terminal repeats	4	11	0.9577	NA	0	1.7152	NA	NA
k127_275574	466	No terminal repeats	1	11	0.9574	NA	1	1.4636	F_traE	NA
k127_234119	396	No terminal repeats	1	11	0.9563	NA	1	1.6645	MOBP1	NA
k127_524355	560	No terminal repeats	1	11	0.9555	NA	1	1.4636	F_traE	NA
k127_468531	333	No terminal repeats	1	11	0.9548	NA	1	1.4636	F_traE	NA
k127_253919	376	No terminal repeats	1	11	0.9520	NA	1	1.5314	NA	NA
k127_98909	455	No terminal repeats	1	11	0.9509	NA	1	1.4636	F_traE	NA
k127_71400	655	No terminal repeats	1	11	0.9505	NA	1	1.4894	MOBQ	NA
k127_618676	474	No terminal repeats	1	11	0.9504	NA	1	1.1426	NA	NA
k127_606039	828	No terminal repeats	2	11	0.9495	NA	2	2.2801	T_virB2;T_virB3	NA
k127_92963	13616	No terminal repeats	16	11	0.9494	NA	0	3.8675	NA	NA
k127_532441	275	No terminal repeats	1	11	0.9487	NA	1	1.4636	F_traE	NA
k127_308054	627	No terminal repeats	1	11	0.9486	NA	1	1.4636	F_traE	NA
k127_241950	339	No terminal repeats	1	11	0.9482	NA	1	1.4261	NA	NA
k127_474273	517	No terminal repeats	1	11	0.9481	NA	1	1.4636	F_traE	NA
k127_324197	353	No terminal repeats	1	11	0.9480	NA	1	1.6645	MOBP1	NA
k127_412596	343	No terminal repeats	1	11	0.9467	NA	1	1.4640	MOBP1	NA
k127_588795	371	No terminal repeats	1	11	0.9466	NA	1	1.6645	MOBP1	NA
k127_529052	2810	No terminal repeats	2	11	0.9453	NA	0	1.2972	NA	NA
k127_685235	344	No terminal repeats	1	11	0.9451	NA	1	0.9015	NA	NA
k127_681843	353	No terminal repeats	2	11	0.9442	NA	1	1.4636	F_traE	NA
k127_320084	440	No terminal repeats	1	11	0.9440	NA	1	1.4636	F_traE	NA
k127_336259	504	No terminal repeats	2	11	0.9432	NA	2	2.3817	F_traE;F_traK	NA
k127_473170	359	No terminal repeats	2	11	0.9429	NA	1	1.7183	NA	NA
k127_270680	1002	No terminal repeats	2	11	0.9421	NA	1	1.4636	F_traE	NA
k127_590809	979	No terminal repeats	3	11	0.9419	NA	2	2.3637	T_virB2;T_virB3	NA
k127_144904	345	No terminal repeats	1	11	0.9414	NA	1	1.1426	NA	NA
k127_489396	366	No terminal repeats	1	11	0.9411	NA	1	1.4409	F_traL	NA
k127_134915	371	No terminal repeats	1	11	0.9407	NA	1	1.5314	NA	NA
k127_579144	419	No terminal repeats	1	11	0.9399	NA	1	1.4636	F_traE	NA
k127_397077	1247	No terminal repeats	4	11	0.9397	NA	2	2.9840	G_tfc11;G_tfc10;G_tfc9	NA
k127_507578	305	No terminal repeats	1	11	0.9392	NA	1	1.5111	NA	NA
k127_368734	402	No terminal repeats	1	11	0.9378	NA	1	1.1426	NA	NA
k127_365482	2216	No terminal repeats	4	11	0.9371	NA	1	2.2747	G_tfc22;G_tfc23	NA
k127_3592	553	No terminal repeats	1	11	0.9370	NA	1	0.9015	NA	NA
k127_282369	612	No terminal repeats	2	11	0.9365	NA	1	1.4636	F_traE	NA
k127_79094	1712	No terminal repeats	3	11	0.9358	NA	1	2.0411	F_traE	NA
k127_209972	1165	No terminal repeats	3	11	0.9354	NA	2	2.2801	T_virB2;T_virB3	NA
k127_20631	1100	No terminal repeats	2	11	0.9354	NA	1	1.4636	F_traE	NA
k127_282261	3026	No terminal repeats	6	11	0.9344	NA	0	1.3236	NA	NA
k127_543291	305	No terminal repeats	1	11	0.9340	NA	1	1.1540	NA	NA
k127_26425	2609	No terminal repeats	3	11	0.9336	NA	0	0.9943	NA	NA
k127_83753	3169	No terminal repeats	3	11	0.9327	NA	0	1.2972	NA	NA
k127_181282	438	No terminal repeats	1	11	0.9319	NA	1	1.4636	F_traE	NA
k127_236351	5063	No terminal repeats	4	11	0.9319	NA	0	3.0092	NA	NA
k127_36736	325	No terminal repeats	1	11	0.9308	NA	1	0.9015	NA	NA
k127_180362	3098	No terminal repeats	3	11	0.9307	NA	0	0.9943	NA	NA
k127_488436	325	No terminal repeats	1	11	0.9296	NA	1	0.9015	NA	NA
k127_106778	310	No terminal repeats	1	11	0.9295	NA	1	1.0515	NA	NA
k127_424619	5545	No terminal repeats	6	11	0.9274	NA	1	2.5934	NA	NA
k127_40675	480	No terminal repeats	1	11	0.9262	NA	1	1.1426	NA	NA
k127_590723	2608	No terminal repeats	3	11	0.9262	NA	0	1.7046	NA	NA
k127_82419	2506	No terminal repeats	2	11	0.9239	NA	0	1.5828	NA	NA
k127_236477	357	No terminal repeats	1	11	0.9223	NA	1	1.4894	MOBQ	NA
k127_237726	423	No terminal repeats	2	11	0.9211	NA	1	1.4636	F_traE	NA
k127_162439	2109	No terminal repeats	5	11	0.9208	NA	1	2.6681	NA	NA
k127_617718	365	No terminal repeats	1	11	0.9194	NA	1	1.1426	NA	NA
