seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_170213	1049	No terminal repeats	3	11	0.9921	NA	3	4.2361	MOBQ	NA
k127_198709	2530	No terminal repeats	2	11	0.9920	NA	0	1.5266	NA	NA
k127_75546	772	No terminal repeats	2	11	0.9919	NA	1	3.1819	F_traE	NA
k127_454774	1539	No terminal repeats	2	11	0.9913	NA	1	3.0489	F_traE	NA
k127_80926	319	No terminal repeats	1	11	0.9913	NA	1	1.7183	NA	NA
k127_363487	738	No terminal repeats	2	11	0.9902	NA	1	3.0489	F_traE	NA
k127_62903	359	No terminal repeats	1	11	0.9895	NA	1	1.7183	NA	NA
k127_279687	512	No terminal repeats	2	11	0.9894	NA	1	3.0489	F_traE	NA
k127_351722	336	No terminal repeats	1	11	0.9890	NA	1	1.7183	NA	NA
k127_175264	2860	No terminal repeats	3	11	0.9872	NA	0	2.8924	NA	NA
k127_230494	846	No terminal repeats	2	11	0.9857	NA	1	3.0489	F_traE	NA
k127_423478	589	No terminal repeats	2	11	0.9855	NA	1	2.9649	T_virB5	NA
k127_282630	423	No terminal repeats	2	11	0.9826	NA	1	2.6885	T_virB6	NA
k127_316188	543	No terminal repeats	2	11	0.9821	NA	1	3.0489	F_traE	NA
k127_317059	1161	No terminal repeats	3	11	0.9820	NA	2	2.9639	NA	NA
k127_518480	3054	No terminal repeats	5	11	0.9817	NA	0	2.2934	NA	NA
k127_143578	1980	No terminal repeats	4	11	0.9808	NA	1	3.5084	NA	NA
k127_161907	712	No terminal repeats	3	11	0.9805	NA	2	2.9639	NA	NA
k127_55161	3458	No terminal repeats	3	11	0.9800	NA	0	2.3641	NA	NA
k127_91869	2952	No terminal repeats	4	11	0.9797	NA	0	2.8136	NA	NA
k127_143257	568	No terminal repeats	1	11	0.9788	NA	1	1.4636	F_traE	NA
k127_461941	432	No terminal repeats	2	11	0.9783	NA	1	2.5932	F_traE	NA
k127_174639	3299	No terminal repeats	3	11	0.9776	NA	0	1.7422	NA	NA
k127_182921	365	No terminal repeats	1	11	0.9775	NA	1	1.4636	F_traE	NA
k127_25933	3164	No terminal repeats	5	11	0.9773	NA	0	2.6061	NA	NA
k127_399742	329	No terminal repeats	1	11	0.9771	NA	1	1.4636	F_traE	NA
k127_469501	314	No terminal repeats	1	11	0.9763	NA	1	1.4636	F_traE	NA
k127_461939	639	No terminal repeats	2	11	0.9756	NA	1	2.5932	F_traE	NA
k127_105644	689	No terminal repeats	1	11	0.9753	NA	1	1.4636	F_traE	NA
k127_96179	407	No terminal repeats	1	11	0.9752	NA	1	1.4636	F_traE	NA
k127_148916	836	No terminal repeats	1	11	0.9749	NA	1	1.4636	F_traE	NA
k127_503787	3757	No terminal repeats	3	11	0.9742	NA	0	2.3179	NA	NA
k127_478840	1138	No terminal repeats	2	11	0.9742	NA	1	1.4636	F_traE	NA
k127_394813	362	No terminal repeats	1	11	0.9734	NA	1	1.4636	F_traE	NA
k127_454993	693	No terminal repeats	2	11	0.9732	NA	2	2.4799	T_virB3;T_virB2	NA
k127_321487	1806	No terminal repeats	1	11	0.9731	NA	1	1.4636	F_traE	NA
k127_73795	1527	No terminal repeats	3	11	0.9730	NA	2	2.2801	T_virB2;T_virB3	NA
k127_377239	4144	No terminal repeats	6	11	0.9726	NA	0	1.1321	NA	NA
k127_318061	1054	No terminal repeats	3	11	0.9722	NA	2	2.5969	T_virB2;T_virB3	NA
k127_26555	309	No terminal repeats	1	11	0.9721	NA	1	1.4636	F_traE	NA
k127_505049	446	No terminal repeats	1	11	0.9719	NA	1	1.4636	F_traE	NA
k127_166629	309	No terminal repeats	1	11	0.9712	NA	1	1.5670	NA	NA
k127_301891	748	No terminal repeats	1	11	0.9706	NA	1	1.4636	F_traE	NA
k127_210256	820	No terminal repeats	2	11	0.9686	NA	2	2.2943	T_virB6;T_virB6	NA
k127_181823	386	No terminal repeats	1	11	0.9669	NA	1	1.4636	F_traE	NA
k127_256265	2841	No terminal repeats	4	11	0.9669	NA	0	0.9943	NA	NA
k127_12861	384	No terminal repeats	1	11	0.9668	NA	1	1.4636	F_traE	NA
k127_7279	404	No terminal repeats	1	11	0.9666	NA	1	1.4636	F_traE	NA
k127_221777	490	No terminal repeats	2	11	0.9657	NA	1	2.3538	NA	NA
k127_449087	303	No terminal repeats	1	11	0.9651	NA	1	1.4636	F_traE	NA
k127_90201	833	No terminal repeats	3	11	0.9650	NA	1	3.0489	F_traE	NA
k127_31947	375	No terminal repeats	1	11	0.9647	NA	1	1.4636	F_traE	NA
k127_22165	2951	No terminal repeats	2	11	0.9646	NA	0	0.9943	NA	NA
k127_297527	360	No terminal repeats	2	11	0.9646	NA	2	2.2801	T_virB3;T_virB2	NA
k127_254787	343	No terminal repeats	1	11	0.9646	NA	1	1.4636	F_traE	NA
k127_145276	364	No terminal repeats	1	11	0.9645	NA	1	1.4636	F_traE	NA
k127_175059	342	No terminal repeats	1	11	0.9640	NA	1	1.3736	T_virB3	NA
k127_479751	2801	No terminal repeats	2	11	0.9636	NA	0	1.6887	NA	NA
k127_38128	384	No terminal repeats	1	11	0.9635	NA	1	1.4636	F_traE	NA
k127_59522	316	No terminal repeats	1	11	0.9634	NA	1	1.4636	F_traE	NA
k127_428033	2503	No terminal repeats	3	11	0.9630	NA	0	1.3351	NA	NA
k127_363369	443	No terminal repeats	1	11	0.9628	NA	1	1.4868	T_virB5	NA
k127_233107	2141	No terminal repeats	3	11	0.9617	NA	1	3.0489	F_traE	NA
k127_12918	336	No terminal repeats	1	11	0.9610	NA	1	1.1540	NA	NA
k127_527261	495	No terminal repeats	1	11	0.9610	NA	1	1.4636	F_traE	NA
k127_44629	423	No terminal repeats	2	11	0.9606	NA	2	2.4799	T_virB2;T_virB3	NA
k127_205507	390	No terminal repeats	1	11	0.9603	NA	1	1.4636	F_traE	NA
k127_485297	321	No terminal repeats	1	11	0.9600	NA	1	1.5332	NA	NA
k127_57981	2854	No terminal repeats	8	11	0.9600	NA	0	1.1612	NA	NA
k127_300688	494	No terminal repeats	1	11	0.9591	NA	1	1.4640	MOBP1	NA
k127_31968	424	No terminal repeats	2	11	0.9587	NA	2	2.2801	T_virB3;T_virB2	NA
k127_277413	2515	No terminal repeats	3	11	0.9586	NA	0	1.4562	NA	NA
k127_316044	375	No terminal repeats	1	11	0.9585	NA	1	1.4636	F_traE	NA
k127_384116	3100	No terminal repeats	5	11	0.9585	NA	0	2.0858	NA	NA
k127_185932	1320	No terminal repeats	1	11	0.9582	NA	1	1.4636	F_traE	NA
k127_128672	365	No terminal repeats	1	11	0.9576	NA	1	1.4944	T_virB5	NA
k127_357614	3848	No terminal repeats	5	11	0.9573	NA	0	1.9969	NA	NA
k127_332561	319	No terminal repeats	1	11	0.9564	NA	1	1.4636	F_traE	NA
k127_271136	321	No terminal repeats	1	11	0.9557	NA	1	1.4636	F_traE	NA
k127_116622	512	No terminal repeats	1	11	0.9557	NA	1	0.9172	NA	NA
k127_16310	1171	No terminal repeats	2	11	0.9547	NA	1	1.4636	F_traE	NA
k127_198343	382	No terminal repeats	1	11	0.9543	NA	1	1.4636	F_traE	NA
k127_165667	337	No terminal repeats	1	11	0.9543	NA	1	1.4636	F_traE	NA
k127_295688	3428	No terminal repeats	4	11	0.9541	NA	0	1.2570	NA	NA
k127_351153	411	No terminal repeats	1	11	0.9537	NA	1	1.2348	NA	NA
k127_468530	421	No terminal repeats	1	11	0.9536	NA	1	1.4636	F_traE	NA
k127_357590	307	No terminal repeats	1	11	0.9525	NA	1	1.4636	F_traE	NA
k127_278049	321	No terminal repeats	1	11	0.9524	NA	1	1.4636	F_traE	NA
k127_458939	344	No terminal repeats	1	11	0.9518	NA	1	1.1540	NA	NA
k127_429606	337	No terminal repeats	1	11	0.9517	NA	1	1.4636	F_traE	NA
k127_152380	401	No terminal repeats	1	11	0.9514	NA	1	1.4636	F_traE	NA
k127_28477	967	No terminal repeats	1	11	0.9513	NA	1	1.4636	F_traE	NA
k127_497432	440	No terminal repeats	2	11	0.9510	NA	2	2.2801	T_virB2;T_virB3	NA
k127_290133	378	No terminal repeats	1	11	0.9506	NA	1	1.4636	F_traE	NA
k127_175006	409	No terminal repeats	1	11	0.9505	NA	1	1.4636	F_traE	NA
k127_443364	2616	No terminal repeats	3	11	0.9504	NA	0	1.5828	NA	NA
k127_252317	796	No terminal repeats	1	11	0.9503	NA	1	1.4636	F_traE	NA
k127_47333	315	No terminal repeats	1	11	0.9503	NA	1	1.4636	F_traE	NA
k127_205646	330	No terminal repeats	1	11	0.9500	NA	1	1.3397	T_virB8	NA
k127_526779	811	No terminal repeats	3	11	0.9496	NA	2	2.2801	T_virB3;T_virB2	NA
k127_430089	386	No terminal repeats	1	11	0.9490	NA	1	1.4636	F_traE	NA
k127_357038	2756	No terminal repeats	3	11	0.9483	NA	1	1.4636	F_traE	NA
k127_366283	324	No terminal repeats	1	11	0.9479	NA	1	1.4640	MOBP1	NA
k127_87337	807	No terminal repeats	1	11	0.9477	NA	1	1.4636	F_traE	NA
k127_103762	316	No terminal repeats	1	11	0.9468	NA	1	1.4636	F_traE	NA
k127_369465	320	No terminal repeats	1	11	0.9468	NA	1	1.4636	F_traE	NA
k127_463603	573	No terminal repeats	1	11	0.9463	NA	1	1.1540	NA	NA
k127_340357	328	No terminal repeats	1	11	0.9462	NA	1	0.9172	NA	NA
k127_311688	331	No terminal repeats	1	11	0.9461	NA	1	1.6000	NA	NA
k127_364733	714	No terminal repeats	1	11	0.9459	NA	1	1.4636	F_traE	NA
