seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_692477	1460	No terminal repeats	2	11	0.9958	NA	2	3.3749	MOBQ	NA
k127_256124	730	No terminal repeats	2	11	0.9946	NA	2	2.9663	MOBQ	NA
k127_158713	331	No terminal repeats	1	11	0.9924	NA	1	1.7183	NA	NA
k127_409619	2963	No terminal repeats	5	11	0.9914	NA	0	4.3669	NA	NA
k127_667685	1555	No terminal repeats	2	11	0.9911	NA	1	3.0489	F_traE	NA
k127_879576	331	No terminal repeats	1	11	0.9910	NA	1	1.7183	NA	NA
k127_712725	308	No terminal repeats	1	11	0.9908	NA	1	1.7183	NA	NA
k127_190002	639	No terminal repeats	2	11	0.9907	NA	1	3.0489	F_traE	NA
k127_864320	370	No terminal repeats	1	11	0.9902	NA	1	1.7183	NA	NA
k127_125949	1569	No terminal repeats	4	4	0.9899	NA	1	2.8606	NA	NA
k127_129810	577	No terminal repeats	2	11	0.9896	NA	1	3.2281	FA_orf13	NA
k127_232293	4588	No terminal repeats	4	11	0.9890	NA	1	1.1044	NA	NA
k127_960084	849	No terminal repeats	1	11	0.9889	NA	1	1.3764	NA	NA
k127_581797	2733	No terminal repeats	5	11	0.9887	NA	0	5.7653	NA	NA
k127_1057608	4522	No terminal repeats	6	11	0.9886	NA	0	1.6417	NA	NA
k127_554387	637	No terminal repeats	2	11	0.9884	NA	2	2.9639	NA	NA
k127_378636	1002	No terminal repeats	3	11	0.9883	NA	1	4.0164	F_traE	NA
k127_285537	1279	No terminal repeats	2	11	0.9883	NA	1	3.0489	F_traE	NA
k127_431331	4467	No terminal repeats	4	11	0.9880	NA	0	2.2680	NA	NA
k127_248173	553	No terminal repeats	2	11	0.9878	NA	1	3.0489	F_traE	NA
k127_675692	1926	No terminal repeats	2	11	0.9877	NA	1	3.1819	F_traE	NA
k127_1058012	546	No terminal repeats	1	11	0.9875	NA	1	1.7183	NA	NA
k127_169740	591	No terminal repeats	2	11	0.9874	NA	2	2.8392	MOBQ	NA
k127_949770	4355	No terminal repeats	6	11	0.9871	NA	0	3.4734	NA	NA
k127_585822	301	No terminal repeats	2	11	0.9869	NA	1	3.0489	F_traE	NA
k127_663058	417	No terminal repeats	2	11	0.9867	NA	1	3.0489	F_traE	NA
k127_978146	608	No terminal repeats	2	11	0.9867	NA	1	3.0489	F_traE	NA
k127_345110	1174	No terminal repeats	2	11	0.9862	NA	1	3.0489	F_traE	NA
k127_42434	2852	No terminal repeats	2	11	0.9859	NA	0	0.2540	NA	NA
k127_270031	850	No terminal repeats	2	11	0.9850	NA	1	2.7416	NA	NA
k127_244846	4757	No terminal repeats	7	11	0.9847	NA	0	0.8937	NA	NA
k127_216751	2762	No terminal repeats	2	11	0.9846	NA	0	2.3929	NA	NA
