seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_376410	5659	No terminal repeats	9	11	0.9918	NA	2	3.4129	MOBP1	NA
k127_480237	375	No terminal repeats	1	11	0.9911	NA	1	1.7183	NA	NA
k127_240371	303	No terminal repeats	2	11	0.9891	NA	1	3.0489	F_traE	NA
k127_333846	6593	No terminal repeats	11	11	0.9888	NA	0	1.9623	NA	NA
k127_470189	364	No terminal repeats	2	11	0.9873	NA	1	3.0489	F_traE	NA
k127_548521	983	No terminal repeats	2	11	0.9848	NA	1	3.1819	F_traE	NA
k127_184945	1134	No terminal repeats	3	11	0.9841	NA	1	3.0489	F_traE	NA
k127_529588	1578	No terminal repeats	3	11	0.9834	NA	1	1.2242	MOBP1	NA
k127_305934	995	No terminal repeats	2	11	0.9818	NA	1	3.1819	F_traE	NA
k127_395504	534	No terminal repeats	1	11	0.9813	NA	1	1.4636	F_traE	NA
k127_399865	1078	No terminal repeats	1	11	0.9812	NA	1	0.8949	NA	NA
k127_320535	998	No terminal repeats	3	11	0.9792	NA	1	3.1819	F_traE	NA
k127_368318	678	No terminal repeats	2	11	0.9788	NA	2	2.3795	T_virB9;T_virB8	NA
k127_20947	331	No terminal repeats	1	11	0.9788	NA	1	1.4636	F_traE	NA
k127_400139	10502	No terminal repeats	12	11	0.9782	NA	0	2.9116	NA	NA
k127_301302	362	No terminal repeats	2	11	0.9779	NA	2	2.5969	T_virB3;T_virB2	NA
k127_462109	656	No terminal repeats	1	11	0.9779	NA	1	0.8949	NA	NA
k127_375191	381	No terminal repeats	1	11	0.9779	NA	1	1.4636	F_traE	NA
k127_124353	2741	No terminal repeats	6	11	0.9772	NA	0	2.1832	NA	NA
k127_124164	436	No terminal repeats	1	11	0.9767	NA	1	1.4636	F_traE	NA
k127_458280	382	No terminal repeats	1	11	0.9767	NA	1	0.9172	NA	NA
k127_112005	402	No terminal repeats	1	11	0.9759	NA	1	1.4636	F_traE	NA
k127_581717	538	No terminal repeats	1	11	0.9757	NA	1	1.4636	F_traE	NA
k127_267165	360	No terminal repeats	1	11	0.9741	NA	1	1.4636	F_traE	NA
k127_533401	3301	No terminal repeats	3	11	0.9733	NA	0	3.5491	NA	NA
k127_63674	1253	No terminal repeats	3	11	0.9731	NA	1	3.1819	F_traE	NA
k127_276226	547	No terminal repeats	1	11	0.9730	NA	1	1.4636	F_traE	NA
k127_341616	438	No terminal repeats	1	11	0.9729	NA	1	1.4636	F_traE	NA
k127_235873	694	No terminal repeats	1	11	0.9726	NA	1	1.4636	F_traE	NA
k127_263072	1506	No terminal repeats	2	11	0.9725	NA	1	2.8953	F_traE	NA
k127_224949	749	No terminal repeats	1	11	0.9722	NA	1	1.4636	F_traE	NA
k127_276229	448	No terminal repeats	1	11	0.9708	NA	1	1.4636	F_traE	NA
k127_555739	475	No terminal repeats	1	11	0.9707	NA	1	1.5486	NA	NA
k127_258101	653	No terminal repeats	1	11	0.9699	NA	1	1.4636	F_traE	NA
k127_94685	3523	No terminal repeats	5	11	0.9695	NA	0	1.2863	NA	NA
k127_553921	518	No terminal repeats	3	11	0.9682	NA	1	3.1819	F_traE	NA
k127_170666	491	No terminal repeats	2	11	0.9665	NA	1	2.5932	F_traE	NA
k127_82716	1179	No terminal repeats	1	11	0.9656	NA	1	0.8949	NA	NA
k127_13379	396	No terminal repeats	1	11	0.9636	NA	1	1.4636	F_traE	NA
k127_77926	416	No terminal repeats	1	11	0.9634	NA	1	1.5486	NA	NA
k127_373372	407	No terminal repeats	1	11	0.9628	NA	1	1.4636	F_traE	NA
