seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_214336	342	No terminal repeats	1	11	0.9922	NA	1	1.7183	NA	NA
k127_51919	1444	No terminal repeats	2	11	0.9888	NA	1	3.0489	F_traE	NA
k127_288959	1232	No terminal repeats	1	11	0.9874	NA	1	0.9015	NA	NA
k127_285167	2585	No terminal repeats	4	11	0.9869	NA	0	3.4357	NA	NA
k127_51891	476	No terminal repeats	2	11	0.9860	NA	1	3.0489	F_traE	NA
k127_74041	3295	No terminal repeats	4	11	0.9840	NA	1	1.7330	NA	NA
k127_301723	735	No terminal repeats	2	11	0.9826	NA	1	2.5932	F_traE	NA
k127_44072	2274	No terminal repeats	4	11	0.9817	NA	1	3.0489	F_traE	NA
k127_102262	372	No terminal repeats	1	11	0.9797	NA	1	1.4636	F_traE	NA
k127_72397	382	No terminal repeats	1	11	0.9742	NA	1	1.4636	F_traE	NA
k127_269548	2610	No terminal repeats	2	11	0.9736	NA	0	1.5828	NA	NA
k127_227469	315	No terminal repeats	1	11	0.9733	NA	1	1.4636	F_traE	NA
k127_44467	399	No terminal repeats	1	11	0.9722	NA	1	1.4636	F_traE	NA
k127_226389	358	No terminal repeats	1	11	0.9711	NA	1	1.4636	F_traE	NA
k127_270516	680	No terminal repeats	2	11	0.9706	NA	1	1.7183	NA	NA
k127_37098	475	No terminal repeats	1	11	0.9668	NA	1	1.4636	F_traE	NA
k127_276942	438	No terminal repeats	1	11	0.9647	NA	1	1.1540	NA	NA
k127_184175	321	No terminal repeats	1	11	0.9643	NA	1	1.4636	F_traE	NA
k127_333700	527	No terminal repeats	1	11	0.9642	NA	1	1.4636	F_traE	NA
k127_261399	535	No terminal repeats	1	11	0.9640	NA	1	1.4636	F_traE	NA
k127_184177	344	No terminal repeats	1	11	0.9633	NA	1	1.4636	F_traE	NA
k127_33448	328	No terminal repeats	1	11	0.9602	NA	1	1.4640	MOBP1	NA
k127_276229	357	No terminal repeats	1	11	0.9584	NA	1	1.4636	F_traE	NA
k127_41797	361	No terminal repeats	2	11	0.9520	NA	2	2.2801	T_virB2;T_virB3	NA
k127_265917	323	No terminal repeats	1	11	0.9518	NA	1	1.4636	F_traE	NA
k127_85676	324	No terminal repeats	1	11	0.9504	NA	1	1.3288	T_virB6	NA
k127_163515	311	No terminal repeats	1	11	0.9494	NA	1	1.4636	F_traE	NA
k127_294629	370	No terminal repeats	1	11	0.9480	NA	1	1.2722	MOBQ	NA
k127_248725	330	No terminal repeats	1	11	0.9478	NA	1	1.3288	T_virB6	NA
k127_59206	2677	No terminal repeats	4	11	0.9470	NA	0	1.2568	NA	NA
k127_93224	431	No terminal repeats	1	11	0.9461	NA	1	1.4636	F_traE	NA
k127_8643	521	No terminal repeats	1	11	0.9453	NA	1	1.4636	F_traE	NA
k127_76995	372	No terminal repeats	1	11	0.9450	NA	1	1.4636	F_traE	NA
k127_256551	482	No terminal repeats	1	11	0.9443	NA	1	1.4636	F_traE	NA
k127_102945	409	No terminal repeats	1	11	0.9425	NA	1	1.4636	F_traE	NA
k127_294274	633	No terminal repeats	1	11	0.9418	NA	1	1.4636	F_traE	NA
k127_105217	388	No terminal repeats	1	11	0.9414	NA	1	1.5223	NA	NA
k127_32076	395	No terminal repeats	1	11	0.9410	NA	1	1.4636	F_traE	NA
k127_49293	747	No terminal repeats	1	11	0.9402	NA	1	1.1540	NA	NA
k127_53088	2517	No terminal repeats	2	11	0.9394	NA	0	1.5971	NA	NA
k127_256157	394	No terminal repeats	1	11	0.9380	NA	1	1.3503	NA	NA
k127_25853	404	No terminal repeats	1	11	0.9360	NA	1	1.1540	NA	NA
k127_235441	303	No terminal repeats	1	11	0.9321	NA	1	0.9172	NA	NA
k127_229538	898	No terminal repeats	3	11	0.9285	NA	2	2.3153	T_virB6	NA
k127_172377	457	No terminal repeats	1	11	0.9276	NA	1	1.1540	NA	NA
k127_69103	526	No terminal repeats	1	11	0.9232	NA	1	1.1540	NA	NA
k127_224430	496	No terminal repeats	1	11	0.9196	NA	1	1.5223	NA	NA
k127_112260	395	No terminal repeats	2	11	0.9158	NA	1	2.0095	T_virB10	NA
k127_42480	389	No terminal repeats	2	11	0.9095	NA	1	1.4636	F_traE	NA
k127_88631	363	No terminal repeats	1	11	0.9085	NA	1	1.4636	F_traE	NA
k127_209585	1413	No terminal repeats	2	11	0.9076	NA	1	1.4636	F_traE	NA
k127_161929	980	No terminal repeats	2	11	0.9040	NA	1	1.4636	F_traE	NA
k127_152451	746	No terminal repeats	1	11	0.9039	NA	1	1.4636	F_traE	NA
k127_292354	1409	No terminal repeats	2	11	0.8975	NA	1	1.1426	NA	NA
k127_194504	360	No terminal repeats	1	11	0.8938	NA	1	1.4636	F_traE	NA
k127_225122	316	No terminal repeats	2	11	0.8926	NA	1	1.4636	F_traE	NA
k127_238984	3443	No terminal repeats	5	11	0.8896	NA	0	0.6384	NA	NA
k127_72462	3232	No terminal repeats	6	11	0.8864	NA	0	0.5593	NA	NA
k127_143253	309	No terminal repeats	1	11	0.8834	NA	1	0.9967	T_virB9	NA
k127_39029	394	No terminal repeats	1	11	0.8810	NA	1	1.3397	T_virB8	NA
k127_332858	394	No terminal repeats	1	11	0.8719	NA	1	1.2067	T_virB5	NA
k127_141896	2785	No terminal repeats	4	11	0.8664	NA	0	0.8449	NA	NA
k127_56123	349	No terminal repeats	1	11	0.8635	NA	1	1.3397	T_virB8	NA
k127_146529	3203	No terminal repeats	4	11	0.8631	NA	0	0.8202	NA	NA
k127_44692	502	No terminal repeats	2	11	0.8628	NA	1	1.4636	F_traE	NA
k127_61730	3492	No terminal repeats	4	11	0.8575	NA	0	0.3300	NA	NA
k127_35398	394	No terminal repeats	2	11	0.8545	NA	1	1.4636	F_traE	NA
k127_329245	348	No terminal repeats	1	11	0.8543	NA	1	1.2067	T_virB5	NA
k127_19928	307	No terminal repeats	1	11	0.8403	NA	1	1.3288	T_virB6	NA
k127_219463	392	No terminal repeats	2	11	0.8395	NA	1	1.4636	F_traE	NA
k127_91914	382	No terminal repeats	1	11	0.8353	NA	1	1.3243	NA	NA
k127_164333	520	No terminal repeats	1	11	0.8295	NA	1	1.3148	T_virB8	NA
k127_326795	333	No terminal repeats	1	11	0.8276	NA	1	1.0021	T_virB10	NA
k127_73401	345	No terminal repeats	1	11	0.8261	NA	1	1.2807	NA	NA
k127_110118	505	No terminal repeats	2	11	0.8243	NA	1	1.4636	F_traE	NA
k127_230686	312	No terminal repeats	1	11	0.8208	NA	1	1.3288	T_virB6	NA
k127_227457	344	No terminal repeats	1	11	0.8184	NA	1	1.4138	NA	NA
k127_119778	462	No terminal repeats	1	11	0.8174	NA	1	1.3112	MOBP1	NA
k127_205063	304	No terminal repeats	1	11	0.8161	NA	1	1.1756	T_virB8	NA
k127_193064	314	No terminal repeats	1	11	0.8140	NA	1	1.3288	T_virB6	NA
k127_266853	2882	No terminal repeats	2	11	0.8111	NA	1	1.1426	NA	NA
k127_224448	434	No terminal repeats	1	11	0.8102	NA	1	0.9967	T_virB9	NA
k127_256333	1849	No terminal repeats	3	11	0.8096	NA	1	1.1426	NA	NA
k127_94511	313	No terminal repeats	1	11	0.8087	NA	1	0.9746	T_virB10	NA
k127_268447	1314	No terminal repeats	2	11	0.8007	NA	1	1.1426	NA	NA
k127_271460	417	No terminal repeats	1	11	0.7998	NA	1	1.1471	T_virB6	NA
k127_113852	555	No terminal repeats	2	11	0.7985	NA	1	1.4636	F_traE	NA
k127_311011	787	No terminal repeats	2	11	0.7966	NA	1	1.4636	F_traE	NA
k127_289017	1282	No terminal repeats	2	11	0.7953	NA	1	1.3148	T_virB8	NA
k127_226194	541	No terminal repeats	1	11	0.7934	NA	1	0.9746	T_virB10	NA
k127_288328	442	No terminal repeats	1	11	0.7903	NA	1	1.4416	NA	NA
k127_207161	2736	No terminal repeats	5	11	0.7874	NA	0	0.1311	NA	NA
k127_94640	3914	No terminal repeats	5	11	0.7834	NA	0	0.7524	NA	NA
k127_230330	2028	No terminal repeats	3	11	0.7816	NA	1	1.4636	F_traE	NA
k127_78828	395	No terminal repeats	1	11	0.7808	NA	1	0.9672	NA	NA
k127_220947	408	No terminal repeats	2	11	0.7769	NA	1	1.2855	T_virB9	NA
k127_230984	375	No terminal repeats	2	11	0.7760	NA	1	1.1682	NA	NA
k127_315233	3084	No terminal repeats	4	11	0.7642	NA	1	1.1540	NA	NA
k127_173112	2836	No terminal repeats	4	11	0.7604	NA	0	0.5992	NA	NA
k127_204611	490	No terminal repeats	2	11	0.7564	NA	1	1.4636	F_traE	NA
k127_285691	350	No terminal repeats	1	11	0.7539	NA	1	1.1063	T_virB2	NA
k127_233377	378	No terminal repeats	2	11	0.7536	NA	1	1.2067	T_virB5	NA
k127_287490	656	No terminal repeats	1	11	0.7522	NA	1	1.3288	T_virB6	NA
k127_240636	414	No terminal repeats	1	11	0.7508	NA	1	1.3243	NA	NA
k127_272240	573	No terminal repeats	1	11	0.7404	NA	1	1.2722	MOBQ	NA
k127_243878	332	No terminal repeats	1	11	0.7272	NA	1	1.0188	T_virB8	NA
k127_54862	464	No terminal repeats	2	11	0.7259	NA	1	1.3288	T_virB6	NA
k127_257472	2950	No terminal repeats	2	11	0.7244	NA	0	1.3748	NA	NA
k127_121766	2614	No terminal repeats	3	11	0.7221	NA	0	0.2264	NA	NA
k127_150709	365	No terminal repeats	1	11	0.7156	NA	1	1.1617	T_virB2	NA
k127_90313	2883	No terminal repeats	2	11	0.7148	NA	0	0.3614	NA	NA
k127_254623	733	No terminal repeats	2	11	0.7027	NA	1	1.2067	T_virB5	NA
