seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_674666	475	No terminal repeats	2	11	0.9905	NA	1	3.0489	F_traE	NA
k127_274160	691	No terminal repeats	2	11	0.9892	NA	1	3.0489	F_traE	NA
k127_606529	394	No terminal repeats	2	11	0.9891	NA	2	2.9639	NA	NA
k127_689417	833	No terminal repeats	2	11	0.9888	NA	1	2.8953	F_traE	NA
k127_280279	1424	No terminal repeats	2	11	0.9887	NA	1	2.8953	F_traE	NA
k127_560675	1081	No terminal repeats	2	11	0.9879	NA	1	3.0489	F_traE	NA
k127_274133	2777	No terminal repeats	3	11	0.9869	NA	0	2.8924	NA	NA
k127_303130	2968	No terminal repeats	2	11	0.9865	NA	0	1.7183	NA	NA
k127_237113	676	No terminal repeats	2	11	0.9861	NA	1	3.0489	F_traE	NA
k127_189796	404	No terminal repeats	2	11	0.9859	NA	2	2.9639	NA	NA
k127_427297	473	No terminal repeats	2	11	0.9858	NA	1	3.1750	F_traE	NA
k127_742456	488	No terminal repeats	2	11	0.9858	NA	1	3.0489	F_traE	NA
k127_376756	526	No terminal repeats	2	11	0.9858	NA	2	2.9639	NA	NA
k127_332349	3958	No terminal repeats	7	11	0.9855	NA	0	2.6303	NA	NA
k127_612141	1071	No terminal repeats	2	11	0.9852	NA	1	3.2705	NA	NA
k127_400084	3647	No terminal repeats	5	11	0.9851	NA	0	1.8145	NA	NA
k127_293537	2536	No terminal repeats	2	11	0.9849	NA	0	2.4245	NA	NA
k127_590409	3321	No terminal repeats	3	11	0.9841	NA	0	3.0300	NA	NA
k127_697074	2879	No terminal repeats	3	11	0.9839	NA	1	2.5589	F_traE	NA
k127_305120	2034	No terminal repeats	2	11	0.9832	NA	1	2.7872	F_traE	NA
k127_619773	811	No terminal repeats	2	11	0.9827	NA	1	3.0489	F_traE	NA
k127_454650	1482	No terminal repeats	5	11	0.9823	NA	2	2.9639	NA	NA
k127_168959	2839	No terminal repeats	5	11	0.9820	NA	1	3.8067	F_traE	NA
k127_101959	3328	No terminal repeats	3	11	0.9808	NA	0	2.3641	NA	NA
k127_377489	328	No terminal repeats	2	11	0.9805	NA	2	2.5969	T_virB3;T_virB2	NA
k127_638718	1756	No terminal repeats	1	11	0.9804	NA	1	1.4636	F_traE	NA
k127_695174	397	No terminal repeats	2	11	0.9803	NA	1	2.5932	F_traE	NA
k127_766802	375	No terminal repeats	1	11	0.9799	NA	1	1.4636	F_traE	NA
k127_280276	562	No terminal repeats	1	11	0.9799	NA	1	1.4636	F_traE	NA
k127_573353	373	No terminal repeats	2	11	0.9794	NA	2	2.5969	T_virB3;T_virB2	NA
k127_223286	2205	No terminal repeats	2	11	0.9788	NA	1	2.3815	F_traE	NA
k127_578000	4061	No terminal repeats	3	11	0.9788	NA	0	1.5828	NA	NA
k127_554504	2612	No terminal repeats	3	11	0.9786	NA	0	1.2387	NA	NA
k127_244338	4248	No terminal repeats	5	11	0.9781	NA	0	2.4245	NA	NA
k127_226186	320	No terminal repeats	1	11	0.9778	NA	1	1.4636	F_traE	NA
k127_457382	624	No terminal repeats	2	11	0.9773	NA	1	3.0489	F_traE	NA
k127_5112	348	No terminal repeats	1	11	0.9773	NA	1	1.4636	F_traE	NA
k127_80032	2934	No terminal repeats	4	11	0.9771	NA	0	1.5971	NA	NA
k127_190673	1279	No terminal repeats	2	11	0.9767	NA	1	2.7114	F_traE	NA
k127_190022	469	No terminal repeats	2	11	0.9767	NA	2	2.2801	T_virB2;T_virB3	NA
k127_686616	984	No terminal repeats	2	11	0.9766	NA	1	2.6247	F_traE	NA
k127_123839	345	No terminal repeats	1	11	0.9765	NA	1	1.5223	NA	NA
k127_221557	3572	No terminal repeats	6	11	0.9765	NA	0	3.4242	NA	NA
k127_401050	3968	No terminal repeats	4	11	0.9758	NA	0	1.6887	NA	NA
k127_637236	1067	No terminal repeats	1	11	0.9746	NA	1	1.4636	F_traE	NA
k127_248826	678	No terminal repeats	1	11	0.9745	NA	1	1.4636	F_traE	NA
k127_722081	304	No terminal repeats	1	11	0.9745	NA	1	1.4636	F_traE	NA
k127_248643	368	No terminal repeats	2	11	0.9735	NA	2	2.4799	T_virB2;T_virB3	NA
k127_377703	3405	No terminal repeats	6	11	0.9734	NA	0	5.9881	NA	NA
k127_146779	913	No terminal repeats	1	11	0.9733	NA	1	1.4636	F_traE	NA
k127_588984	558	No terminal repeats	2	11	0.9732	NA	2	2.6685	T_virB8;T_virB6	NA
k127_18108	769	No terminal repeats	1	11	0.9725	NA	1	1.4636	F_traE	NA
k127_193622	330	No terminal repeats	2	11	0.9724	NA	2	2.4799	T_virB3;T_virB2	NA
k127_224256	1805	No terminal repeats	2	11	0.9721	NA	1	1.4636	F_traE	NA
k127_636746	333	No terminal repeats	1	11	0.9709	NA	1	1.5486	NA	NA
k127_532986	2779	No terminal repeats	5	11	0.9708	NA	0	0.4231	NA	NA
k127_420594	410	No terminal repeats	1	11	0.9704	NA	1	1.4636	F_traE	NA
k127_155830	739	No terminal repeats	2	11	0.9697	NA	1	2.5932	F_traE	NA
k127_322233	1095	No terminal repeats	1	11	0.9692	NA	1	1.4636	F_traE	NA
k127_134512	639	No terminal repeats	1	11	0.9676	NA	1	1.4636	F_traE	NA
k127_155937	512	No terminal repeats	1	11	0.9671	NA	1	1.4636	F_traE	NA
k127_388094	3041	No terminal repeats	5	11	0.9662	NA	0	1.6146	NA	NA
k127_500505	360	No terminal repeats	1	11	0.9662	NA	1	1.4636	F_traE	NA
