seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_40144	1619	No terminal repeats	2	11	0.9915	NA	1	3.0489	F_traE	NA
k127_194550	2863	No terminal repeats	2	11	0.9910	NA	0	2.7941	NA	NA
k127_293616	1323	No terminal repeats	2	11	0.9903	NA	1	3.1819	F_traE	NA
k127_537950	363	No terminal repeats	1	11	0.9901	NA	1	1.7183	NA	NA
k127_521325	321	No terminal repeats	1	11	0.9899	NA	1	1.7183	NA	NA
k127_477155	460	No terminal repeats	2	11	0.9893	NA	1	3.0489	F_traE	NA
k127_304201	585	No terminal repeats	2	11	0.9888	NA	1	3.0489	F_traE	NA
k127_242115	325	No terminal repeats	2	11	0.9870	NA	2	2.8405	T_virB3	NA
k127_462701	420	No terminal repeats	2	11	0.9860	NA	2	2.8405	T_virB3	NA
k127_329144	779	No terminal repeats	1	11	0.9857	NA	1	0.9015	NA	NA
k127_71913	1286	No terminal repeats	3	11	0.9846	NA	1	3.1819	F_traE	NA
k127_546977	585	No terminal repeats	1	11	0.9838	NA	1	1.7183	MOBQ	NA
k127_409951	439	No terminal repeats	2	11	0.9828	NA	1	3.1819	F_traE	NA
k127_142443	2987	No terminal repeats	5	11	0.9827	NA	0	2.7372	NA	NA
k127_269051	843	No terminal repeats	1	11	0.9821	NA	1	1.4636	F_traE	NA
k127_528650	3099	No terminal repeats	3	11	0.9808	NA	0	1.7183	NA	NA
k127_100937	660	No terminal repeats	2	11	0.9804	NA	1	2.9353	NA	NA
k127_156163	378	No terminal repeats	1	11	0.9783	NA	1	1.3764	NA	NA
k127_532303	409	No terminal repeats	1	11	0.9774	NA	1	1.4636	F_traE	NA
k127_198286	320	No terminal repeats	1	11	0.9774	NA	1	1.4636	F_traE	NA
k127_388356	342	No terminal repeats	1	11	0.9770	NA	1	1.6385	NA	NA
k127_179690	317	No terminal repeats	1	11	0.9767	NA	1	1.4636	F_traE	NA
k127_12886	345	No terminal repeats	1	11	0.9766	NA	1	1.4636	F_traE	NA
k127_29688	343	No terminal repeats	1	11	0.9764	NA	1	1.5654	NA	NA
k127_49444	1477	No terminal repeats	2	11	0.9761	NA	1	2.9972	F_traE	NA
k127_562564	351	No terminal repeats	1	11	0.9757	NA	1	1.4636	F_traE	NA
k127_461397	309	No terminal repeats	1	11	0.9750	NA	1	1.4636	F_traE	NA
k127_185192	3114	No terminal repeats	2	11	0.9749	NA	0	2.2013	NA	NA
k127_447622	651	No terminal repeats	1	11	0.9748	NA	1	0.8949	NA	NA
k127_450343	441	No terminal repeats	1	11	0.9745	NA	1	1.4636	F_traE	NA
k127_198283	324	No terminal repeats	1	11	0.9740	NA	1	1.4636	F_traE	NA
k127_124960	1233	No terminal repeats	1	11	0.9734	NA	1	1.4636	F_traE	NA
k127_246087	827	No terminal repeats	1	11	0.9729	NA	1	1.0599	NA	NA
k127_235816	740	No terminal repeats	2	11	0.9729	NA	1	2.5932	F_traE	NA
k127_277540	441	No terminal repeats	1	11	0.9722	NA	1	1.0599	NA	NA
k127_476423	376	No terminal repeats	1	11	0.9720	NA	1	1.4636	F_traE	NA
k127_316905	378	No terminal repeats	1	11	0.9714	NA	1	1.4636	F_traE	NA
k127_179263	870	No terminal repeats	1	11	0.9704	NA	1	1.4636	F_traE	NA
k127_429810	334	No terminal repeats	1	11	0.9701	NA	1	1.4636	F_traE	NA
k127_229353	433	No terminal repeats	1	11	0.9697	NA	1	1.4636	F_traE	NA
k127_165330	395	No terminal repeats	1	11	0.9694	NA	1	1.4636	F_traE	NA
k127_8711	962	No terminal repeats	1	11	0.9685	NA	1	1.4636	F_traE	NA
k127_251777	3273	No terminal repeats	5	11	0.9681	NA	0	2.8503	NA	NA
k127_567467	2842	No terminal repeats	4	11	0.9679	NA	1	2.5589	F_traE	NA
k127_283295	1279	No terminal repeats	2	11	0.9677	NA	1	1.3764	NA	NA
k127_493091	1719	No terminal repeats	2	11	0.9674	NA	1	0.8949	NA	NA
k127_576478	342	No terminal repeats	1	11	0.9669	NA	1	1.6385	NA	NA
k127_17031	637	No terminal repeats	1	11	0.9669	NA	1	1.4636	F_traE	NA
k127_324512	478	No terminal repeats	1	11	0.9660	NA	1	0.9293	NA	NA
k127_112210	443	No terminal repeats	1	11	0.9654	NA	1	1.4636	F_traE	NA
k127_368901	3037	No terminal repeats	4	11	0.9652	NA	0	1.6887	NA	NA
k127_83090	333	No terminal repeats	1	11	0.9652	NA	1	1.4636	F_traE	NA
k127_342399	493	No terminal repeats	1	11	0.9645	NA	1	1.4636	F_traE	NA
k127_363438	628	No terminal repeats	1	11	0.9636	NA	1	1.5486	NA	NA
k127_529347	370	No terminal repeats	1	11	0.9630	NA	1	1.4636	F_traE	NA
k127_374980	2611	No terminal repeats	4	11	0.9627	NA	0	1.7148	NA	NA
