seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_134793	520	No terminal repeats	2	11	0.9944	NA	2	3.4366	NA	NA
k127_268547	5114	No terminal repeats	7	11	0.9937	NA	1	4.9945	NA	NA
k127_511110	795	No terminal repeats	2	11	0.9929	NA	1	3.4366	NA	NA
k127_638108	312	No terminal repeats	2	11	0.9924	NA	2	3.4366	NA	NA
k127_517484	356	No terminal repeats	1	11	0.9921	NA	1	1.7183	NA	NA
k127_344333	447	No terminal repeats	1	11	0.9918	NA	1	1.7183	NA	NA
k127_140785	1950	No terminal repeats	2	11	0.9912	NA	1	1.5460	MOBP1	NA
k127_238037	305	No terminal repeats	1	11	0.9908	NA	1	1.7183	NA	NA
k127_454419	1115	No terminal repeats	2	11	0.9902	NA	1	3.1819	F_traE	NA
k127_347009	318	No terminal repeats	1	11	0.9901	NA	1	1.7183	NA	NA
k127_489571	779	No terminal repeats	2	11	0.9901	NA	2	2.8392	MOBQ	NA
k127_317896	504	No terminal repeats	2	11	0.9897	NA	2	2.9639	NA	NA
k127_475133	2622	No terminal repeats	2	11	0.9897	NA	0	2.9255	NA	NA
k127_375290	659	No terminal repeats	2	11	0.9894	NA	2	2.9639	NA	NA
k127_549743	1632	No terminal repeats	3	11	0.9890	NA	1	3.0489	F_traE	NA
k127_495477	5006	No terminal repeats	6	11	0.9889	NA	0	0.7496	NA	NA
k127_435237	1228	No terminal repeats	4	11	0.9887	NA	2	2.9639	NA	NA
k127_61090	315	No terminal repeats	1	11	0.9887	NA	1	1.7183	NA	NA
k127_598446	3152	No terminal repeats	2	11	0.9886	NA	0	1.7183	NA	NA
k127_486234	1201	No terminal repeats	2	11	0.9882	NA	1	3.0489	F_traE	NA
k127_585963	420	No terminal repeats	2	11	0.9869	NA	1	2.6247	F_traE	NA
k127_326448	386	No terminal repeats	2	11	0.9869	NA	1	3.0489	F_traE	NA
k127_272538	310	No terminal repeats	1	11	0.9869	NA	1	1.7183	NA	NA
k127_563161	3380	ITR	4	11	0.9865	NA	0	2.6294	NA	NA
k127_261530	304	No terminal repeats	1	11	0.9863	NA	1	1.7183	B_traI	NA
k127_475083	1511	No terminal repeats	4	11	0.9863	NA	1	3.0191	NA	NA
k127_177973	2685	No terminal repeats	6	11	0.9859	NA	0	1.7183	NA	NA
k127_436059	318	No terminal repeats	1	11	0.9854	NA	1	1.5453	NA	NA
k127_618616	1157	No terminal repeats	2	11	0.9853	NA	2	2.7262	MOBP1	NA
k127_329048	666	No terminal repeats	2	11	0.9851	NA	1	3.0489	F_traE	NA
k127_580787	642	No terminal repeats	2	11	0.9849	NA	2	2.9056	MOBP1	NA
k127_300951	344	No terminal repeats	1	11	0.9849	NA	1	1.7183	NA	NA
k127_630883	4228	No terminal repeats	7	11	0.9846	NA	0	5.6544	NA	NA
k127_63594	5512	No terminal repeats	5	11	0.9839	NA	0	1.8929	NA	NA
k127_246757	1709	No terminal repeats	4	11	0.9837	NA	1	2.7324	NA	NA
k127_87253	6612	No terminal repeats	4	11	0.9830	NA	0	0.5802	NA	NA
k127_171751	490	No terminal repeats	2	11	0.9826	NA	2	2.9639	NA	NA
k127_619133	2974	No terminal repeats	3	11	0.9825	NA	0	2.8650	NA	NA
k127_517910	1109	No terminal repeats	1	11	0.9821	NA	1	1.6750	NA	NA
k127_70694	1271	No terminal repeats	4	11	0.9810	NA	2	2.8884	MOBP1	NA
k127_462595	677	No terminal repeats	2	11	0.9802	NA	1	2.7416	NA	NA
k127_104329	342	No terminal repeats	1	11	0.9801	NA	1	1.5622	NA	NA
k127_331166	533	No terminal repeats	2	11	0.9796	NA	2	2.5969	T_virB3;T_virB2	NA
k127_490853	313	No terminal repeats	1	11	0.9794	NA	1	1.4905	T_virB6	NA
k127_572167	492	No terminal repeats	1	11	0.9793	NA	1	1.5332	NA	NA
k127_448676	3127	No terminal repeats	5	11	0.9792	NA	0	2.7675	NA	NA
k127_262605	3014	No terminal repeats	5	11	0.9789	NA	0	3.1751	NA	NA
k127_65563	1630	No terminal repeats	1	11	0.9785	NA	1	1.4636	F_traE	NA
k127_643994	313	No terminal repeats	1	11	0.9781	NA	1	1.6642	NA	NA
k127_556560	346	No terminal repeats	2	11	0.9778	NA	2	2.5409	T_virB3	NA
k127_541568	565	No terminal repeats	2	11	0.9777	NA	2	2.5969	T_virB3;T_virB2	NA
k127_371037	1440	No terminal repeats	3	11	0.9775	NA	2	2.7262	MOBP1	NA
