seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_87137	829	No terminal repeats	2	11	0.9905	NA	1	3.0489	F_traE	NA
k127_156200	2049	No terminal repeats	2	11	0.9870	NA	1	3.0615	NA	NA
k127_47757	3582	No terminal repeats	1	11	0.9859	NA	0	1.7183	NA	NA
k127_119937	305	No terminal repeats	2	11	0.9811	NA	2	2.5969	T_virB2;T_virB3	NA
k127_97730	417	No terminal repeats	1	11	0.9788	NA	1	1.6642	NA	NA
k127_245223	590	No terminal repeats	2	11	0.9782	NA	1	2.7079	NA	NA
k127_193955	316	No terminal repeats	1	11	0.9762	NA	1	1.4636	F_traE	NA
k127_153192	346	No terminal repeats	1	11	0.9743	NA	1	1.5223	NA	NA
k127_229145	598	No terminal repeats	1	11	0.9718	NA	1	1.5622	NA	NA
k127_8004	2125	No terminal repeats	3	11	0.9712	NA	1	3.2301	NA	NA
k127_268776	325	No terminal repeats	1	11	0.9708	NA	1	1.5223	NA	NA
k127_153031	727	No terminal repeats	2	11	0.9702	NA	1	2.3447	NA	NA
k127_20018	350	No terminal repeats	1	11	0.9697	NA	1	1.4636	F_traE	NA
k127_35792	368	No terminal repeats	1	11	0.9642	NA	1	1.5486	NA	NA
k127_289919	743	No terminal repeats	1	11	0.9622	NA	1	1.4688	NA	NA
k127_23925	331	No terminal repeats	1	11	0.9614	NA	1	1.4636	F_traE	NA
k127_173529	370	No terminal repeats	1	11	0.9611	NA	1	1.5223	NA	NA
k127_2768	329	No terminal repeats	1	11	0.9545	NA	1	1.4636	F_traE	NA
k127_13477	527	No terminal repeats	1	11	0.9541	NA	1	1.4644	NA	NA
k127_227333	334	No terminal repeats	1	11	0.9539	NA	1	1.4636	F_traE	NA
k127_199669	496	No terminal repeats	1	11	0.9531	NA	1	1.5486	NA	NA
k127_241338	375	No terminal repeats	1	11	0.9530	NA	1	1.6381	NA	NA
k127_297968	538	No terminal repeats	1	11	0.9521	NA	1	1.4644	NA	NA
k127_87124	577	No terminal repeats	1	11	0.9513	NA	1	1.4636	F_traE	NA
k127_143208	3446	No terminal repeats	3	11	0.9512	NA	0	1.2238	NA	NA
k127_1394	331	No terminal repeats	1	11	0.9501	NA	1	1.5223	NA	NA
k127_54648	346	No terminal repeats	1	11	0.9499	NA	1	1.4636	F_traE	NA
k127_23339	670	No terminal repeats	1	11	0.9476	NA	1	1.6015	NA	NA
k127_283586	369	No terminal repeats	1	11	0.9467	NA	1	1.4636	F_traE	NA
k127_144079	509	No terminal repeats	1	11	0.9453	NA	1	1.4905	T_virB6	NA
k127_209441	848	No terminal repeats	1	11	0.9430	NA	1	1.4727	NA	NA
k127_205528	391	No terminal repeats	1	11	0.9423	NA	1	1.5223	NA	NA
k127_247034	389	No terminal repeats	1	11	0.9391	NA	1	1.5595	NA	NA
k127_127777	1518	No terminal repeats	1	11	0.9370	NA	1	1.4688	NA	NA
k127_51231	312	No terminal repeats	1	11	0.9350	NA	1	1.5223	NA	NA
k127_152630	444	No terminal repeats	2	11	0.9337	NA	1	1.4636	F_traE	NA
k127_188734	435	No terminal repeats	1	11	0.9209	NA	1	1.5223	NA	NA
k127_11626	2503	No terminal repeats	5	11	0.9176	NA	0	1.0952	NA	NA
k127_270255	417	No terminal repeats	1	11	0.9145	NA	1	1.5223	NA	NA
k127_149297	328	No terminal repeats	1	11	0.9028	NA	1	1.3816	NA	NA
k127_84995	1173	No terminal repeats	2	11	0.8985	NA	1	1.6381	NA	NA
k127_55034	351	No terminal repeats	1	11	0.8977	NA	1	1.3816	NA	NA
k127_271472	540	No terminal repeats	2	11	0.8955	NA	1	1.4688	NA	NA
k127_6187	369	No terminal repeats	2	11	0.8840	NA	1	1.7183	NA	NA
k127_125027	311	No terminal repeats	1	11	0.8834	NA	1	1.2134	NA	NA
k127_163488	673	No terminal repeats	2	11	0.8728	NA	1	1.4636	F_traE	NA
k127_143977	1190	No terminal repeats	2	11	0.8698	NA	1	1.6015	NA	NA
k127_195828	413	No terminal repeats	2	11	0.8623	NA	1	1.5223	NA	NA
k127_266963	605	No terminal repeats	2	11	0.8618	NA	1	1.4644	NA	NA
k127_109955	1125	No terminal repeats	2	11	0.8591	NA	1	1.4688	NA	NA
k127_217653	312	No terminal repeats	2	11	0.8520	NA	1	1.6385	NA	NA
k127_84117	446	No terminal repeats	2	11	0.8486	NA	1	1.4636	F_traE	NA
k127_36456	419	No terminal repeats	2	11	0.8468	NA	1	1.6642	NA	NA
k127_154076	551	No terminal repeats	3	11	0.8466	NA	1	1.4905	T_virB3	NA
k127_34813	511	No terminal repeats	1	11	0.8430	NA	1	1.2242	MOBP1	NA
k127_224329	352	No terminal repeats	1	11	0.8411	NA	1	1.3288	T_virB6	NA
k127_115504	313	No terminal repeats	1	11	0.8405	NA	1	1.2855	T_virB9	NA
k127_164921	497	No terminal repeats	2	11	0.8283	NA	1	1.5223	NA	NA
k127_98024	479	No terminal repeats	2	11	0.8184	NA	1	1.4636	F_traE	NA
k127_71287	3492	No terminal repeats	7	11	0.8159	NA	0	1.4093	NA	NA
k127_7817	547	No terminal repeats	2	11	0.8116	NA	1	1.3816	NA	NA
k127_184096	400	No terminal repeats	1	11	0.8092	NA	1	1.3243	NA	NA
k127_138728	410	No terminal repeats	1	11	0.8089	NA	1	1.3243	NA	NA
k127_5830	600	No terminal repeats	1	11	0.8061	NA	1	1.2640	NA	NA
k127_283392	326	No terminal repeats	1	11	0.8034	NA	1	1.3243	NA	NA
k127_213803	511	No terminal repeats	1	11	0.7820	NA	1	1.1756	T_virB8	NA
k127_296884	322	No terminal repeats	1	11	0.7800	NA	1	1.2855	T_virB9	NA
k127_36637	388	No terminal repeats	1	11	0.7741	NA	1	1.3243	NA	NA
k127_61391	381	No terminal repeats	1	11	0.7704	NA	1	0.9746	T_virB10	NA
k127_106264	426	No terminal repeats	1	11	0.7420	NA	1	1.3243	NA	NA
k127_62988	406	No terminal repeats	1	11	0.7360	NA	1	1.0647	T_virB9	NA
k127_68392	760	No terminal repeats	2	11	0.7330	NA	1	1.0146	NA	NA
k127_273428	424	No terminal repeats	1	11	0.7325	NA	1	1.3288	T_virB6	NA
k127_268226	334	No terminal repeats	1	11	0.7184	NA	1	1.1202	NA	NA
