seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_1318323	749	No terminal repeats	2	11	0.9906	NA	1	3.1819	F_traE	NA
k127_706854	833	No terminal repeats	1	11	0.9901	NA	1	1.7183	NA	NA
k127_443853	668	No terminal repeats	1	11	0.9890	NA	1	1.3764	NA	NA
k127_199973	1569	No terminal repeats	1	11	0.9883	NA	1	1.3764	NA	NA
k127_1398164	4082	No terminal repeats	6	11	0.9862	NA	0	4.2108	NA	NA
k127_635119	651	No terminal repeats	1	11	0.9861	NA	1	1.7183	MOBQ	NA
k127_431541	384	No terminal repeats	2	11	0.9860	NA	1	3.0489	F_traE	NA
k127_478549	755	No terminal repeats	2	11	0.9855	NA	1	2.8953	F_traE	NA
k127_1303381	2519	No terminal repeats	6	11	0.9852	NA	0	2.8123	NA	NA
k127_225268	2851	No terminal repeats	3	11	0.9837	NA	0	3.2091	NA	NA
k127_658114	643	No terminal repeats	1	11	0.9836	NA	1	1.4636	F_traE	NA
k127_928636	7257	No terminal repeats	12	11	0.9830	NA	0	2.8788	NA	NA
k127_1099823	4397	No terminal repeats	5	11	0.9825	NA	0	0.1558	NA	NA
k127_1368946	8886	No terminal repeats	15	11	0.9824	NA	0	0.2207	NA	NA
k127_457249	431	No terminal repeats	1	11	0.9819	NA	1	1.4636	F_traE	NA
k127_434433	575	No terminal repeats	1	11	0.9814	NA	1	1.4636	F_traE	NA
k127_933660	1457	No terminal repeats	2	11	0.9812	NA	1	1.3764	NA	NA
k127_1090883	740	No terminal repeats	2	11	0.9808	NA	1	2.5932	F_traE	NA
k127_19933	481	No terminal repeats	1	11	0.9807	NA	1	1.4636	F_traE	NA
k127_513810	1103	No terminal repeats	2	11	0.9807	NA	1	2.1375	NA	NA
k127_71662	534	No terminal repeats	1	11	0.9806	NA	1	1.4636	F_traE	NA
k127_416201	1143	No terminal repeats	3	11	0.9806	NA	1	3.1819	F_traE	NA
k127_913396	6386	No terminal repeats	13	11	0.9802	NA	0	4.0256	NA	NA
k127_1007162	552	No terminal repeats	2	11	0.9798	NA	1	3.0489	F_traE	NA
k127_1234575	1570	No terminal repeats	2	11	0.9796	NA	1	1.8009	NA	NA
k127_1144087	412	No terminal repeats	1	11	0.9795	NA	1	1.4636	F_traE	NA
k127_350490	303	No terminal repeats	1	11	0.9791	NA	1	1.4905	T_virB3	NA
k127_72685	354	No terminal repeats	2	11	0.9791	NA	2	2.5969	T_virB3;T_virB2	NA
k127_1204707	3390	No terminal repeats	5	11	0.9789	NA	0	2.2963	NA	NA
k127_285301	2637	No terminal repeats	6	11	0.9787	NA	0	3.8344	NA	NA
k127_1080673	389	No terminal repeats	1	11	0.9783	NA	1	1.4636	F_traE	NA
k127_1263689	403	No terminal repeats	1	11	0.9777	NA	1	1.4636	F_traE	NA
k127_34610	384	No terminal repeats	1	11	0.9772	NA	1	1.4636	F_traE	NA
k127_403041	589	No terminal repeats	1	11	0.9768	NA	1	1.4636	F_traE	NA
k127_1049650	327	No terminal repeats	1	11	0.9761	NA	1	1.4636	F_traE	NA
k127_351366	574	No terminal repeats	1	11	0.9760	NA	1	1.4636	F_traE	NA
k127_682103	408	No terminal repeats	1	11	0.9755	NA	1	0.9943	NA	NA
k127_1299569	484	No terminal repeats	1	11	0.9752	NA	1	1.4636	F_traE	NA
k127_876576	556	No terminal repeats	1	11	0.9750	NA	1	0.9015	NA	NA
k127_18563	777	No terminal repeats	1	11	0.9748	NA	1	0.9015	NA	NA
k127_277926	311	No terminal repeats	1	11	0.9746	NA	1	1.4636	F_traE	NA
k127_470017	6458	No terminal repeats	9	11	0.9743	NA	0	2.2364	NA	NA
k127_397841	412	No terminal repeats	1	11	0.9743	NA	1	1.4636	F_traE	NA
k127_1294642	561	No terminal repeats	1	11	0.9743	NA	1	1.4636	F_traE	NA
k127_1142081	539	No terminal repeats	1	11	0.9741	NA	1	0.9015	NA	NA
k127_315493	362	No terminal repeats	1	11	0.9735	NA	1	0.9015	NA	NA
k127_1358650	361	No terminal repeats	1	11	0.9733	NA	1	1.4636	F_traE	NA
k127_881374	647	No terminal repeats	1	4	0.9732	NA	1	0.9015	NA	NA
k127_1156415	4310	No terminal repeats	9	11	0.9718	NA	0	1.4879	NA	NA
k127_979632	788	No terminal repeats	1	11	0.9712	NA	1	0.9015	NA	NA
k127_584962	540	No terminal repeats	1	11	0.9710	NA	1	1.4636	F_traE	NA
k127_728972	15354	No terminal repeats	14	11	0.9709	NA	0	2.1564	NA	NA
k127_1068616	331	No terminal repeats	1	11	0.9703	NA	1	1.4636	F_traE	NA
k127_605095	3061	No terminal repeats	4	11	0.9702	NA	0	1.2784	NA	NA
k127_794470	370	No terminal repeats	1	11	0.9696	NA	1	1.4636	F_traE	NA
k127_667711	440	No terminal repeats	1	11	0.9696	NA	1	1.0515	NA	NA
k127_1278356	304	No terminal repeats	1	11	0.9692	NA	1	1.4636	F_traE	NA
k127_1135380	1055	No terminal repeats	1	11	0.9689	NA	1	1.6920	MOBQ	NA
k127_1160391	386	No terminal repeats	1	11	0.9689	NA	1	1.5486	NA	NA
k127_1201347	2865	No terminal repeats	3	11	0.9684	NA	0	1.1384	NA	NA
k127_223922	1015	No terminal repeats	2	11	0.9682	NA	1	1.4636	F_traE	NA
k127_156868	358	No terminal repeats	1	11	0.9679	NA	1	1.4636	F_traE	NA
k127_641915	524	No terminal repeats	1	11	0.9677	NA	1	0.9015	NA	NA
k127_170203	845	No terminal repeats	1	11	0.9677	NA	1	1.3764	NA	NA
k127_1315847	349	No terminal repeats	1	11	0.9675	NA	1	1.4636	F_traE	NA
k127_45730	3463	No terminal repeats	7	11	0.9675	NA	0	0.9531	NA	NA
k127_76512	1020	No terminal repeats	1	11	0.9672	NA	1	1.5486	NA	NA
k127_900731	311	No terminal repeats	1	11	0.9672	NA	1	1.4636	F_traE	NA
k127_267450	390	No terminal repeats	1	11	0.9671	NA	1	1.4636	F_traE	NA
k127_949666	333	No terminal repeats	1	11	0.9670	NA	1	1.4636	F_traE	NA
k127_1157212	574	No terminal repeats	1	11	0.9663	NA	1	1.4636	F_traE	NA
k127_198054	438	No terminal repeats	1	11	0.9663	NA	1	1.4636	F_traE	NA
k127_1313307	1196	No terminal repeats	1	11	0.9661	NA	1	1.4636	F_traE	NA
k127_1082027	690	No terminal repeats	1	11	0.9661	NA	1	1.4636	F_traE	NA
k127_588789	3348	No terminal repeats	3	11	0.9652	NA	0	1.2270	NA	NA
k127_828510	579	No terminal repeats	1	11	0.9651	NA	1	0.9015	NA	NA
k127_1242194	388	No terminal repeats	1	11	0.9644	NA	1	1.4636	F_traE	NA
k127_1026172	535	No terminal repeats	1	11	0.9637	NA	1	1.4636	F_traE	NA
k127_265888	336	No terminal repeats	1	11	0.9637	NA	1	1.4636	F_traE	NA
k127_1358261	385	No terminal repeats	1	11	0.9626	NA	1	1.4636	F_traE	NA
k127_652407	3521	No terminal repeats	5	11	0.9621	NA	0	0.7836	NA	NA
