seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_636030	517	No terminal repeats	1	11	0.9902	NA	1	1.7183	NA	NA
k127_558591	5277	No terminal repeats	4	11	0.9892	NA	0	2.9404	NA	NA
k127_436181	7846	No terminal repeats	8	11	0.9891	NA	0	1.2968	NA	NA
k127_388571	1080	No terminal repeats	2	11	0.9862	NA	2	2.7262	MOBP1	NA
k127_177322	948	No terminal repeats	2	11	0.9854	NA	2	3.0331	T_virB8	NA
k127_592170	1920	No terminal repeats	2	11	0.9812	NA	2	2.8884	MOBP1	NA
k127_232140	6568	No terminal repeats	9	11	0.9787	NA	0	0.3839	NA	NA
k127_296661	2564	No terminal repeats	3	11	0.9777	NA	0	2.6204	NA	NA
k127_391161	3580	No terminal repeats	3	11	0.9771	NA	0	1.6942	NA	NA
k127_625078	5507	No terminal repeats	8	11	0.9769	NA	0	2.4612	NA	NA
k127_549473	6072	No terminal repeats	7	11	0.9768	NA	0	3.0392	NA	NA
k127_490257	548	No terminal repeats	1	11	0.9767	NA	1	1.4636	F_traE	NA
k127_675519	455	No terminal repeats	1	11	0.9759	NA	1	1.6961	NA	NA
k127_659290	322	No terminal repeats	1	11	0.9751	NA	1	1.4636	F_traE	NA
k127_468820	1514	No terminal repeats	1	11	0.9750	NA	1	1.4636	F_traE	NA
k127_648276	6518	No terminal repeats	9	11	0.9719	NA	0	2.6312	NA	NA
k127_265681	2547	No terminal repeats	5	11	0.9716	NA	0	1.5912	NA	NA
k127_239070	4931	No terminal repeats	11	11	0.9715	NA	0	0.7645	NA	NA
k127_20655	8366	No terminal repeats	12	11	0.9712	NA	0	1.2784	NA	NA
k127_335505	2526	No terminal repeats	2	11	0.9709	NA	0	0.2458	NA	NA
k127_606870	408	No terminal repeats	1	11	0.9703	NA	1	1.5486	NA	NA
k127_312491	441	No terminal repeats	1	11	0.9693	NA	1	1.5486	NA	NA
k127_433477	555	No terminal repeats	1	11	0.9688	NA	1	1.4636	F_traE	NA
k127_30964	319	No terminal repeats	1	11	0.9664	NA	1	1.6290	NA	NA
k127_576121	483	No terminal repeats	1	11	0.9662	NA	1	1.5486	NA	NA
k127_333264	1805	No terminal repeats	1	11	0.9650	NA	1	1.4636	F_traE	NA
k127_641855	382	No terminal repeats	1	11	0.9630	NA	1	1.5486	NA	NA
k127_372892	2817	No terminal repeats	3	11	0.9625	NA	0	2.1353	NA	NA
k127_477916	341	No terminal repeats	1	11	0.9607	NA	1	1.6381	NA	NA
k127_579728	652	No terminal repeats	1	11	0.9607	NA	1	1.4688	NA	NA
k127_26645	3935	No terminal repeats	6	11	0.9606	NA	0	2.0764	NA	NA
k127_339124	405	No terminal repeats	1	11	0.9602	NA	1	1.4688	NA	NA
k127_455128	3484	No terminal repeats	4	11	0.9582	NA	0	0.9160	NA	NA
k127_132250	536	No terminal repeats	1	11	0.9565	NA	1	0.9963	NA	NA
k127_403470	336	No terminal repeats	1	11	0.9559	NA	1	1.4636	F_traE	NA
k127_198262	1042	No terminal repeats	3	11	0.9558	NA	1	1.7048	NA	NA
k127_39504	4697	No terminal repeats	8	11	0.9554	NA	0	1.5817	NA	NA
k127_321734	5032	No terminal repeats	6	11	0.9552	NA	0	1.3427	NA	NA
k127_428831	356	No terminal repeats	1	11	0.9523	NA	1	1.6381	NA	NA
k127_607316	650	No terminal repeats	1	11	0.9518	NA	1	1.4688	NA	NA
k127_665382	349	No terminal repeats	1	11	0.9511	NA	1	1.6381	NA	NA
k127_460800	336	No terminal repeats	1	11	0.9500	NA	1	1.4636	F_traE	NA
k127_156992	2906	No terminal repeats	4	11	0.9490	NA	0	2.6289	NA	NA
k127_165014	4950	No terminal repeats	6	11	0.9483	NA	0	1.6024	NA	NA
