seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_268108	442	No terminal repeats	1	11	0.9792	NA	1	1.4636	F_traE	NA
k127_362224	3106	No terminal repeats	5	11	0.9775	NA	0	2.8803	NA	NA
k127_393723	1205	No terminal repeats	1	11	0.9744	NA	1	1.6381	NA	NA
k127_295411	4292	No terminal repeats	7	11	0.9734	NA	0	1.1453	NA	NA
k127_125823	368	No terminal repeats	1	11	0.9722	NA	1	1.4636	F_traE	NA
k127_152303	356	No terminal repeats	1	11	0.9696	NA	1	1.5486	NA	NA
k127_103017	786	No terminal repeats	1	11	0.9689	NA	1	1.4636	F_traE	NA
k127_268632	3049	No terminal repeats	6	11	0.9684	NA	0	1.7183	NA	NA
k127_13152	3141	No terminal repeats	4	11	0.9683	NA	0	2.8136	NA	NA
k127_113462	493	No terminal repeats	1	11	0.9674	NA	1	1.1906	NA	NA
k127_443019	3654	No terminal repeats	4	11	0.9663	NA	0	3.9070	NA	NA
k127_272802	1115	No terminal repeats	2	11	0.9637	NA	1	2.7360	NA	NA
k127_203454	1259	No terminal repeats	2	11	0.9629	NA	1	2.7360	NA	NA
k127_276170	3034	No terminal repeats	4	11	0.9626	NA	1	2.6378	F_traE	NA
k127_254695	3079	No terminal repeats	3	11	0.9617	NA	0	0.9943	NA	NA
k127_316942	2514	No terminal repeats	3	11	0.9587	NA	0	2.8136	NA	NA
k127_419302	1553	No terminal repeats	2	11	0.9579	NA	1	3.1344	NA	NA
k127_359629	370	No terminal repeats	1	11	0.9565	NA	1	1.5486	NA	NA
k127_391789	341	No terminal repeats	1	11	0.9560	NA	1	1.5486	NA	NA
k127_104135	3393	No terminal repeats	3	11	0.9560	NA	0	0.9943	NA	NA
k127_292495	375	No terminal repeats	1	11	0.9550	NA	1	1.4644	NA	NA
k127_203175	313	No terminal repeats	1	11	0.9463	NA	1	1.5223	NA	NA
k127_67293	1321	No terminal repeats	3	11	0.9455	NA	2	2.2801	T_virB3;T_virB2	NA
k127_284506	579	No terminal repeats	1	11	0.9432	NA	1	1.5486	NA	NA
k127_67265	417	No terminal repeats	1	11	0.9431	NA	1	1.1540	NA	NA
k127_122107	336	No terminal repeats	1	11	0.9422	NA	1	1.1679	NA	NA
k127_459182	883	No terminal repeats	1	11	0.9381	NA	1	1.5486	NA	NA
k127_476014	3199	No terminal repeats	5	11	0.9369	NA	1	4.4446	NA	NA
k127_352321	2802	No terminal repeats	4	11	0.9355	NA	0	2.7868	NA	NA
k127_304777	795	No terminal repeats	1	11	0.9304	NA	1	1.3816	NA	NA
k127_446653	347	No terminal repeats	1	11	0.9302	NA	1	1.4636	F_traE	NA
k127_403974	391	No terminal repeats	1	11	0.9293	NA	1	1.5111	NA	NA
k127_39153	515	No terminal repeats	1	11	0.9276	NA	1	1.4636	F_traE	NA
k127_292907	339	No terminal repeats	2	11	0.9231	NA	1	2.7416	NA	NA
k127_245339	333	No terminal repeats	1	11	0.9227	NA	1	1.1426	NA	NA
k127_3871	1066	No terminal repeats	1	11	0.9217	NA	1	1.5486	NA	NA
k127_153525	2762	No terminal repeats	4	11	0.9194	NA	0	1.2959	NA	NA
k127_41733	1268	No terminal repeats	4	11	0.9185	NA	1	1.9820	T_virB10	NA
k127_321024	405	No terminal repeats	2	11	0.9146	NA	1	1.4636	F_traE	NA
k127_8237	5277	No terminal repeats	5	11	0.9135	NA	0	0.8179	NA	NA
k127_318200	2675	No terminal repeats	5	11	0.9126	NA	0	1.2332	NA	NA
k127_330602	486	No terminal repeats	1	11	0.9101	NA	1	1.1169	NA	NA
k127_144069	447	No terminal repeats	1	11	0.9063	NA	1	1.5789	NA	NA
k127_101544	321	No terminal repeats	1	11	0.9018	NA	1	1.2067	T_virB5	NA
k127_380951	3233	No terminal repeats	6	11	0.8997	NA	0	1.3515	NA	NA
k127_11491	379	No terminal repeats	1	11	0.8967	NA	1	1.1426	NA	NA
k127_444652	2134	No terminal repeats	3	11	0.8922	NA	1	1.4636	F_traE	NA
k127_236472	3113	No terminal repeats	4	11	0.8914	NA	0	1.7551	NA	NA
k127_243297	429	No terminal repeats	1	11	0.8902	NA	1	1.1426	NA	NA
k127_327453	871	No terminal repeats	2	11	0.8892	NA	1	1.5486	NA	NA
k127_153437	6355	No terminal repeats	12	11	0.8876	NA	0	0.5486	NA	NA
k127_462368	365	No terminal repeats	2	11	0.8843	NA	1	1.1340	NA	NA
k127_184865	444	No terminal repeats	1	11	0.8827	NA	1	1.0188	T_virB8	NA
k127_16961	5622	No terminal repeats	7	11	0.8816	NA	0	1.0546	NA	NA
k127_12774	2714	No terminal repeats	3	11	0.8811	NA	0	0.5792	NA	NA
k127_372849	340	No terminal repeats	1	11	0.8772	NA	1	1.3397	T_virB8	NA
k127_22393	454	No terminal repeats	1	11	0.8755	NA	1	1.1169	NA	NA
k127_492257	2039	No terminal repeats	2	11	0.8754	NA	1	1.5486	NA	NA
k127_306758	2567	No terminal repeats	4	11	0.8732	NA	0	2.7641	NA	NA
k127_386384	406	No terminal repeats	1	11	0.8729	NA	1	1.2067	T_virB5	NA
k127_326125	351	No terminal repeats	2	11	0.8678	NA	1	1.4636	F_traE	NA
k127_219387	2521	No terminal repeats	4	11	0.8596	NA	0	1.5723	NA	NA
k127_87948	477	No terminal repeats	2	11	0.8573	NA	1	1.4905	T_virB3	NA
k127_267469	3559	No terminal repeats	2	11	0.8561	NA	0	1.4158	NA	NA
k127_214535	434	No terminal repeats	2	11	0.8540	NA	1	1.5486	NA	NA
k127_173350	684	No terminal repeats	2	11	0.8448	NA	1	1.9820	T_virB10	NA
k127_150963	2694	No terminal repeats	6	11	0.8433	NA	0	0.5304	NA	NA
k127_350444	308	No terminal repeats	2	11	0.8428	NA	1	1.5789	NA	NA
k127_158079	451	No terminal repeats	2	11	0.8359	NA	1	1.4636	F_traE	NA
k127_473163	2827	No terminal repeats	5	11	0.8326	NA	1	2.5589	F_traE	NA
k127_206409	343	No terminal repeats	1	11	0.8309	NA	1	1.3397	T_virB8	NA
k127_298253	3349	No terminal repeats	5	11	0.8288	NA	0	0.2151	NA	NA
k127_265042	5725	No terminal repeats	7	11	0.8201	NA	0	1.4341	NA	NA
k127_296312	408	No terminal repeats	1	11	0.8196	NA	1	1.2855	T_virB9	NA
k127_41837	571	No terminal repeats	2	11	0.8168	NA	1	1.2353	NA	NA
k127_142131	521	No terminal repeats	1	11	0.8153	NA	1	1.2067	T_virB5	NA
k127_279851	486	No terminal repeats	2	11	0.8127	NA	1	1.4373	NA	NA
k127_226182	349	No terminal repeats	2	11	0.8125	NA	1	1.4636	F_traE	NA
k127_488505	3414	No terminal repeats	3	11	0.8055	NA	0	1.0897	NA	NA
k127_297211	2696	No terminal repeats	4	11	0.8026	NA	0	1.6396	NA	NA
k127_128309	658	No terminal repeats	1	11	0.8013	NA	1	1.6381	NA	NA
k127_357392	392	No terminal repeats	2	11	0.7976	NA	1	1.5789	NA	NA
k127_151991	5129	No terminal repeats	6	11	0.7969	NA	0	0.4446	NA	NA
k127_82032	2588	No terminal repeats	2	11	0.7967	NA	0	0.9943	NA	NA
k127_177562	4731	No terminal repeats	5	11	0.7960	NA	0	0.2514	NA	NA
k127_469517	431	No terminal repeats	1	11	0.7928	NA	1	1.2067	T_virB5	NA
k127_466634	1092	No terminal repeats	2	11	0.7926	NA	1	0.9746	T_virB10	NA
k127_432390	2512	No terminal repeats	2	11	0.7923	NA	0	0.9943	NA	NA
k127_441735	428	No terminal repeats	2	11	0.7904	NA	1	1.4636	F_traE	NA
k127_483421	331	No terminal repeats	1	11	0.7886	NA	1	1.3288	T_virB6	NA
k127_123512	391	No terminal repeats	1	11	0.7851	NA	1	1.3148	T_virB8	NA
k127_90201	1065	No terminal repeats	1	11	0.7848	NA	1	1.1602	T_virB5	NA
k127_13658	3144	No terminal repeats	4	11	0.7844	NA	0	0.8393	NA	NF000496
k127_329313	2634	No terminal repeats	5	11	0.7824	NA	0	1.7625	NA	NA
k127_197176	2850	No terminal repeats	4	11	0.7813	NA	0	0.5489	NA	NA
k127_167804	374	No terminal repeats	1	11	0.7811	NA	1	1.1426	NA	NA
k127_266242	318	No terminal repeats	1	11	0.7806	NA	1	1.1374	NA	NA
k127_206118	3053	No terminal repeats	5	11	0.7793	NA	0	0.3167	NA	NA
k127_93364	301	No terminal repeats	2	11	0.7767	NA	1	1.1639	T_virB5	NA
k127_357102	8418	No terminal repeats	10	11	0.7726	NA	0	2.4424	NA	NA
k127_205899	4354	No terminal repeats	6	11	0.7719	NA	0	0.8275	NA	NA
k127_470186	327	No terminal repeats	1	11	0.7682	NA	1	1.2855	T_virB9	NA
k127_61256	810	No terminal repeats	2	11	0.7677	NA	1	1.5789	NA	NA
k127_207995	3293	No terminal repeats	4	11	0.7667	NA	0	1.3663	NA	NA
k127_160445	4045	No terminal repeats	4	11	0.7629	NA	0	1.1796	NA	NA
k127_450670	2847	No terminal repeats	4	11	0.7617	NA	0	1.1277	NA	NA
k127_394866	552	No terminal repeats	1	11	0.7537	NA	1	1.2353	NA	NA
k127_226734	615	No terminal repeats	2	11	0.7431	NA	1	1.5789	NA	NA
k127_147530	4773	No terminal repeats	5	11	0.7402	NA	0	1.2084	NA	NA
k127_447674	4062	No terminal repeats	5	11	0.7386	NA	0	1.6528	NA	NA
k127_472349	599	No terminal repeats	1	11	0.7354	NA	1	0.9769	T_virB9	NA
k127_90215	4519	No terminal repeats	6	11	0.7339	NA	0	0.6561	NA	NA
k127_458856	3180	No terminal repeats	2	11	0.7336	NA	0	0.2223	NA	NA
k127_206879	3579	No terminal repeats	4	11	0.7331	NA	0	2.6780	NA	NA
k127_150732	808	No terminal repeats	1	11	0.7317	NA	1	0.9746	T_virB10	NA
k127_479412	366	No terminal repeats	1	11	0.7274	NA	1	1.3288	T_virB6	NA
k127_246246	339	No terminal repeats	1	11	0.7259	NA	1	0.9672	NA	NA
k127_55357	360	No terminal repeats	1	11	0.7241	NA	1	1.0188	T_virB8	NA
k127_365163	382	No terminal repeats	1	11	0.7198	NA	1	0.9672	NA	NA
k127_226727	679	No terminal repeats	2	11	0.7196	NA	1	1.5789	NA	NA
k127_89092	2662	No terminal repeats	3	11	0.7191	NA	0	0.6064	NA	NA
k127_432648	757	No terminal repeats	1	11	0.7187	NA	1	0.9751	T_virB9	NA
k127_250475	418	No terminal repeats	1	11	0.7182	NA	1	0.9672	NA	NA
k127_161916	704	No terminal repeats	3	11	0.7154	NA	1	1.1477	T_virB2	NA
