seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_482531	3020	No terminal repeats	2	11	0.9945	NA	0	3.1799	NA	NA
k127_38525	5318	No terminal repeats	6	11	0.9925	NA	3	4.2361	MOBQ	NA
k127_17561	2243	No terminal repeats	3	11	0.9917	NA	1	3.1819	F_traE	NA
k127_656764	687	No terminal repeats	2	11	0.9902	NA	1	3.0489	F_traE	NA
k127_326373	306	No terminal repeats	1	11	0.9899	NA	1	1.7183	NA	NA
k127_563691	611	No terminal repeats	2	11	0.9897	NA	2	2.9639	NA	NA
k127_199541	873	No terminal repeats	2	11	0.9889	NA	1	3.0489	F_traE	NA
k127_318127	5135	No terminal repeats	5	11	0.9885	NA	0	2.5742	NA	NA
k127_148980	559	No terminal repeats	2	11	0.9885	NA	1	3.0489	F_traE	NA
k127_33499	464	No terminal repeats	2	11	0.9881	NA	1	3.0489	F_traE	NA
k127_83247	562	No terminal repeats	2	11	0.9870	NA	1	3.0489	F_traE	NA
k127_149451	2590	No terminal repeats	5	11	0.9860	NA	0	2.1820	NA	NA
k127_468279	436	No terminal repeats	2	11	0.9858	NA	2	2.9639	NA	NA
k127_381767	2577	No terminal repeats	7	11	0.9852	NA	0	1.7183	NA	NA
k127_430474	2617	No terminal repeats	3	11	0.9837	NA	0	2.8136	NA	NA
k127_414965	2663	No terminal repeats	4	11	0.9830	NA	0	3.3542	NA	NA
k127_587350	657	No terminal repeats	2	11	0.9825	NA	1	2.6446	I_traK	NA
k127_368607	2075	No terminal repeats	4	11	0.9823	NA	1	2.3538	NA	NA
k127_38686	2774	No terminal repeats	4	11	0.9823	NA	1	2.4579	F_traE	NA
k127_593159	1450	No terminal repeats	2	11	0.9818	NA	2	2.4690	T_virB10;T_virB5	NA
k127_273610	3348	No terminal repeats	5	11	0.9813	NA	0	2.8541	NA	NA
k127_86834	492	No terminal repeats	1	11	0.9810	NA	1	1.4944	T_virB5	NA
k127_505443	3206	No terminal repeats	4	11	0.9809	NA	0	1.7183	NA	NA
k127_366529	327	No terminal repeats	2	11	0.9803	NA	2	2.5969	T_virB3;T_virB2	NA
k127_566419	482	No terminal repeats	2	11	0.9802	NA	1	2.5932	F_traE	NA
k127_205946	302	No terminal repeats	1	11	0.9795	NA	1	1.4636	F_traE	NA
k127_117344	750	No terminal repeats	1	11	0.9788	NA	1	0.9015	NA	NA
k127_364693	4726	No terminal repeats	5	11	0.9782	NA	0	3.0670	NA	NA
k127_19669	2994	No terminal repeats	6	11	0.9777	NA	0	1.5828	NA	NA
k127_442809	768	No terminal repeats	3	11	0.9776	NA	1	3.1819	F_traE	NA
k127_313883	1507	No terminal repeats	1	11	0.9774	NA	1	1.4636	F_traE	NA
k127_626507	406	No terminal repeats	1	11	0.9774	NA	1	1.4636	F_traE	NA
k127_601870	437	No terminal repeats	1	11	0.9774	NA	1	1.4636	F_traE	NA
k127_345933	403	No terminal repeats	1	11	0.9771	NA	1	1.4636	F_traE	NA
k127_126341	2902	No terminal repeats	5	11	0.9768	NA	0	1.4194	NA	NA
k127_144680	2663	No terminal repeats	4	11	0.9767	NA	0	2.0551	NA	NA
k127_614432	1432	No terminal repeats	2	11	0.9766	NA	2	2.7292	T_virB5	NA
k127_130538	316	No terminal repeats	1	11	0.9765	NA	1	1.4636	F_traE	NA
k127_480900	326	No terminal repeats	1	11	0.9765	NA	1	1.5453	NA	NA
k127_612481	365	No terminal repeats	1	11	0.9764	NA	1	1.4636	F_traE	NA
k127_218731	412	No terminal repeats	1	11	0.9763	NA	1	1.4636	F_traE	NA
k127_478233	3210	No terminal repeats	5	11	0.9760	NA	0	2.6061	NA	NA
k127_591757	376	No terminal repeats	1	11	0.9749	NA	1	1.4636	F_traE	NA
k127_52415	490	No terminal repeats	1	11	0.9746	NA	1	1.5453	NA	NA
k127_572301	2503	No terminal repeats	4	11	0.9743	NA	0	1.7175	NA	NA
k127_656093	2807	No terminal repeats	4	11	0.9739	NA	0	1.4706	NA	NA
k127_484288	330	No terminal repeats	1	11	0.9733	NA	1	1.4636	F_traE	NA
k127_79644	3694	No terminal repeats	5	11	0.9724	NA	0	1.5076	NA	NA
k127_324947	363	No terminal repeats	1	11	0.9714	NA	1	1.4636	F_traE	NA
