seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_156205	1243	No terminal repeats	3	11	0.9938	NA	1	2.6104	NA	NA
k127_389598	615	No terminal repeats	2	11	0.9902	NA	1	3.1819	F_traE	NA
k127_70543	783	No terminal repeats	1	11	0.9847	NA	1	0.9015	NA	NA
k127_192607	911	No terminal repeats	1	11	0.9842	NA	1	1.4636	F_traE	NA
k127_172618	1657	No terminal repeats	1	11	0.9821	NA	1	0.9974	NA	NA
k127_344511	319	No terminal repeats	1	11	0.9795	NA	1	1.4636	F_traE	NA
k127_411349	1220	No terminal repeats	1	11	0.9786	NA	1	0.9015	NA	NA
k127_386276	1632	No terminal repeats	2	11	0.9768	NA	1	3.0489	F_traE	NA
k127_122778	341	No terminal repeats	1	11	0.9761	NA	1	1.4636	F_traE	NA
k127_474824	1171	No terminal repeats	1	11	0.9760	NA	1	0.9015	NA	NA
k127_182840	3137	No terminal repeats	5	11	0.9756	NA	0	0.8168	NA	NA
k127_44115	435	No terminal repeats	1	11	0.9753	NA	1	1.4636	F_traE	NA
k127_437168	533	No terminal repeats	1	11	0.9753	NA	1	0.9015	NA	NA
k127_362988	529	No terminal repeats	1	11	0.9751	NA	1	1.4636	F_traE	NA
k127_386020	508	No terminal repeats	1	11	0.9747	NA	1	0.9015	NA	NA
k127_429103	426	No terminal repeats	1	11	0.9743	NA	1	1.3764	NA	NA
k127_450582	303	No terminal repeats	1	11	0.9742	NA	1	1.4636	F_traE	NA
k127_8925	427	No terminal repeats	1	11	0.9734	NA	1	1.4636	F_traE	NA
k127_320890	959	No terminal repeats	1	11	0.9705	NA	1	1.4636	F_traE	NA
k127_199182	1646	No terminal repeats	1	11	0.9702	NA	1	1.7183	MOBP1	NA
k127_407480	611	No terminal repeats	1	11	0.9667	NA	1	1.4636	F_traE	NA
k127_174518	345	No terminal repeats	1	11	0.9647	NA	1	0.9015	NA	NA
k127_99048	414	No terminal repeats	1	11	0.9623	NA	1	1.2640	NA	NA
k127_145141	2750	No terminal repeats	6	11	0.9619	NA	0	2.8554	NA	NA
k127_287541	303	No terminal repeats	1	11	0.9611	NA	1	0.9015	NA	NA
k127_8944	409	No terminal repeats	1	11	0.9603	NA	1	0.9015	NA	NA
k127_494215	553	No terminal repeats	1	11	0.9597	NA	1	1.3764	NA	NA
k127_145383	578	No terminal repeats	2	11	0.9596	NA	1	2.1523	F_traE	NA
k127_2437	5365	No terminal repeats	13	11	0.9590	NA	0	1.7183	NA	NA
k127_146379	355	No terminal repeats	1	11	0.9585	NA	1	1.4636	F_traE	NA
k127_12915	1487	No terminal repeats	3	11	0.9577	NA	1	0.9145	NA	NA
k127_33525	318	No terminal repeats	1	11	0.9571	NA	1	1.4636	F_traE	NA
k127_408521	3289	No terminal repeats	5	11	0.9568	NA	0	2.8697	NA	NA
k127_233413	1578	No terminal repeats	3	11	0.9563	NA	1	2.5932	F_traE	NA
k127_138042	315	No terminal repeats	1	11	0.9559	NA	1	1.4636	F_traE	NA
k127_109851	4758	No terminal repeats	5	11	0.9541	NA	1	2.0396	NA	NA
k127_146406	2604	No terminal repeats	4	11	0.9526	NA	1	0.9015	NA	NA
k127_346918	317	No terminal repeats	1	11	0.9517	NA	1	1.4636	F_traE	NA
k127_349574	2767	No terminal repeats	5	11	0.9508	NA	0	0.6989	NA	NA
k127_419132	377	No terminal repeats	1	11	0.9497	NA	1	0.9015	NA	NA
k127_473647	559	No terminal repeats	1	11	0.9495	NA	1	1.0578	NA	NA
k127_321302	307	No terminal repeats	1	11	0.9492	NA	1	1.4636	F_traE	NA
k127_55858	4304	No terminal repeats	6	11	0.9479	NA	0	0.9166	NA	NA
k127_160088	334	No terminal repeats	1	11	0.9475	NA	1	0.9015	NA	NA
k127_200856	365	No terminal repeats	1	11	0.9460	NA	1	0.9015	NA	NA
k127_171259	371	No terminal repeats	1	11	0.9447	NA	1	0.9015	NA	NA
k127_174409	376	No terminal repeats	1	11	0.9436	NA	1	1.0515	NA	NA
k127_233924	314	No terminal repeats	1	11	0.9431	NA	1	0.9015	NA	NA
k127_357263	1348	No terminal repeats	2	11	0.9429	NA	1	1.4636	F_traE	NA
k127_440399	2555	No terminal repeats	6	11	0.9402	NA	0	2.7434	NA	NA
k127_44279	369	No terminal repeats	1	11	0.9386	NA	1	0.8949	NA	NA
k127_126923	554	No terminal repeats	1	11	0.9378	NA	1	0.9015	NA	NA
k127_218028	392	No terminal repeats	1	11	0.9364	NA	1	0.9015	NA	NA
k127_502591	456	No terminal repeats	1	11	0.9348	NA	1	1.4636	F_traE	NA
k127_148059	393	No terminal repeats	1	11	0.9314	NA	1	1.0515	NA	NA
k127_146536	321	No terminal repeats	1	11	0.9312	NA	1	1.4636	F_traE	NA
k127_54629	382	No terminal repeats	1	11	0.9288	NA	1	0.9015	NA	NA
k127_159960	396	No terminal repeats	1	11	0.9279	NA	1	1.4636	F_traE	NA
k127_250942	2906	No terminal repeats	3	11	0.9266	NA	0	1.9150	NA	NA
k127_105018	1255	No terminal repeats	1	11	0.9259	NA	1	1.4636	F_traE	NA
k127_370464	478	No terminal repeats	2	11	0.9258	NA	1	1.4636	F_traE	NA
k127_478305	303	No terminal repeats	1	11	0.9243	NA	1	1.4636	F_traE	NA
k127_99616	541	No terminal repeats	1	11	0.9241	NA	1	1.0515	NA	NA
k127_460283	4144	No terminal repeats	9	11	0.9198	NA	0	1.3240	NA	NA
k127_407289	578	No terminal repeats	1	11	0.9183	NA	1	1.0578	NA	NA
k127_502730	656	No terminal repeats	2	11	0.9182	NA	1	1.4636	F_traE	NA
k127_223309	495	No terminal repeats	2	11	0.9139	NA	1	1.4636	F_traE	NA
k127_391479	438	No terminal repeats	1	11	0.9127	NA	1	0.9172	NA	NA
k127_412494	3428	No terminal repeats	4	11	0.8985	NA	0	2.3521	NA	NA
k127_84156	351	No terminal repeats	2	11	0.8960	NA	1	1.4636	F_traE	NA
k127_273516	2768	No terminal repeats	4	11	0.8949	NA	0	0.7114	NA	NA
k127_268842	3114	No terminal repeats	4	11	0.8946	NA	0	2.3101	NA	NA
k127_436192	3262	No terminal repeats	3	11	0.8847	NA	0	1.2870	NA	NA
k127_95838	2791	No terminal repeats	2	11	0.8821	NA	0	1.6021	NA	NA
k127_11180	2784	No terminal repeats	3	11	0.8792	NA	0	1.4312	NA	NA
k127_55703	3738	No terminal repeats	4	11	0.8618	NA	1	1.0515	NA	NA
k127_279937	2502	No terminal repeats	5	11	0.8538	NA	0	1.4530	NA	NA
k127_378703	2537	No terminal repeats	2	11	0.8482	NA	0	1.3097	NA	NA
k127_319589	308	No terminal repeats	2	11	0.8477	NA	1	1.4636	F_traE	NA
k127_282810	302	No terminal repeats	2	11	0.8458	NA	1	1.4636	F_traE	NA
k127_142662	719	No terminal repeats	2	11	0.8416	NA	1	1.3072	NA	NA
k127_218267	429	No terminal repeats	2	11	0.8371	NA	1	1.5111	NA	NA
k127_72136	311	No terminal repeats	2	11	0.8365	NA	1	1.4636	F_traE	NA
k127_154138	4951	No terminal repeats	7	11	0.8270	NA	0	1.2938	NA	NA
k127_133851	2662	No terminal repeats	5	11	0.8236	NA	0	0.1846	NA	NA
k127_61384	4755	No terminal repeats	4	11	0.8207	NA	0	0.5559	NA	NA
k127_187693	537	No terminal repeats	2	11	0.8174	NA	1	1.4636	F_traE	NA
k127_407345	1027	No terminal repeats	2	11	0.8156	NA	1	1.4373	NA	NA
k127_94029	3322	No terminal repeats	4	11	0.8136	NA	0	0.2610	NA	NA
k127_463623	309	No terminal repeats	1	11	0.8113	NA	1	1.4373	NA	NA
k127_187294	2742	No terminal repeats	5	11	0.8098	NA	0	1.4103	NA	NA
k127_457309	2893	No terminal repeats	2	11	0.8083	NA	0	0.3553	NA	NA
