seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_111687	527	No terminal repeats	2	11	0.9919	NA	2	2.8392	MOBQ	NA
k127_401062	2857	No terminal repeats	3	11	0.9917	NA	1	4.3560	F_traE	NA
k127_13639	828	No terminal repeats	2	11	0.9914	NA	2	2.8392	MOBQ	NA
k127_371174	384	No terminal repeats	1	11	0.9912	NA	1	1.7183	NA	NA
k127_434808	444	No terminal repeats	1	11	0.9901	NA	1	1.7183	NA	NA
k127_364595	891	No terminal repeats	2	11	0.9899	NA	1	3.0489	F_traE	NA
k127_318543	436	No terminal repeats	1	11	0.9896	NA	1	1.7183	NA	NA
k127_210306	646	No terminal repeats	2	11	0.9894	NA	1	3.0489	F_traE	NA
k127_477878	945	No terminal repeats	2	11	0.9891	NA	1	1.1293	F_traE	NA
k127_546245	536	No terminal repeats	2	11	0.9886	NA	2	3.4366	T_virB2;T_virB3	NA
k127_467631	470	No terminal repeats	2	11	0.9884	NA	1	3.0489	F_traE	NA
k127_389720	3504	No terminal repeats	4	11	0.9881	NA	0	3.2698	NA	NA
k127_283079	2732	No terminal repeats	1	11	0.9878	NA	1	1.6920	MOBQ	NA
k127_507199	389	No terminal repeats	2	11	0.9878	NA	2	2.8371	T_virB3	NA
k127_171127	382	No terminal repeats	1	11	0.9874	NA	1	1.7183	NA	NA
k127_433502	458	No terminal repeats	1	11	0.9871	NA	1	1.7183	NA	NA
k127_220065	349	No terminal repeats	1	11	0.9870	NA	1	1.7183	NA	NA
k127_558475	318	No terminal repeats	2	11	0.9865	NA	2	2.8371	T_virB3	NA
k127_152441	2183	No terminal repeats	3	11	0.9855	NA	1	3.0489	F_traE	NA
k127_87382	625	No terminal repeats	2	11	0.9841	NA	1	2.5973	NA	NA
k127_421188	4342	No terminal repeats	4	11	0.9820	NA	1	4.2772	F_traE	NA
k127_58607	419	No terminal repeats	2	11	0.9806	NA	2	2.4799	T_virB2;T_virB3	NA
k127_16008	559	No terminal repeats	1	11	0.9803	NA	1	1.5622	NA	NA
k127_237692	951	No terminal repeats	2	11	0.9796	NA	1	2.3538	NA	NA
k127_73927	504	No terminal repeats	2	11	0.9791	NA	1	2.5972	F_traE	NA
k127_499566	1342	No terminal repeats	1	11	0.9786	NA	1	0.8949	NA	NA
k127_428456	1196	No terminal repeats	3	11	0.9783	NA	2	2.7246	MOBQ	NA
k127_287163	768	No terminal repeats	1	11	0.9778	NA	1	1.4636	F_traE	NA
k127_350847	402	No terminal repeats	1	11	0.9773	NA	1	1.4636	F_traE	NA
