seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_294125	404	No terminal repeats	1	11	0.9928	NA	1	1.7183	NA	NA
k127_210524	317	No terminal repeats	1	11	0.9924	NA	1	1.7183	NA	NA
k127_112394	458	No terminal repeats	2	11	0.9879	NA	1	3.0489	F_traE	NA
k127_154625	2762	No terminal repeats	4	11	0.9867	NA	0	3.2828	NA	NA
k127_106531	989	No terminal repeats	2	11	0.9867	NA	1	3.0489	F_traE	NA
k127_112604	2753	No terminal repeats	3	11	0.9853	NA	1	2.5589	F_traE	NA
k127_113337	425	No terminal repeats	2	11	0.9845	NA	1	3.0489	F_traE	NA
k127_71053	1747	No terminal repeats	2	11	0.9840	NA	1	3.1592	F_traE	NA
k127_242143	589	No terminal repeats	1	11	0.9837	NA	1	1.7183	NA	NA
k127_317397	3144	No terminal repeats	4	11	0.9808	NA	0	1.2546	NA	NA
k127_369959	2797	No terminal repeats	3	11	0.9808	NA	0	2.6486	NA	NA
k127_86036	2662	No terminal repeats	4	11	0.9799	NA	0	1.9027	NA	NA
k127_256187	2811	No terminal repeats	4	11	0.9793	NA	0	3.2189	NA	NA
k127_170970	340	No terminal repeats	2	11	0.9785	NA	2	2.9639	NA	NA
k127_21010	446	No terminal repeats	1	11	0.9784	NA	1	1.4636	F_traE	NA
k127_114986	306	No terminal repeats	1	11	0.9784	NA	1	1.4636	F_traE	NA
k127_171400	1039	No terminal repeats	1	11	0.9783	NA	1	0.8949	NA	NA
k127_949	332	No terminal repeats	1	11	0.9781	NA	1	1.4636	F_traE	NA
k127_112963	662	No terminal repeats	1	11	0.9778	NA	1	1.4636	F_traE	NA
k127_50507	334	No terminal repeats	1	11	0.9777	NA	1	1.4636	F_traE	NA
k127_411565	513	No terminal repeats	1	11	0.9776	NA	1	1.4636	F_traE	NA
k127_339909	2731	No terminal repeats	4	11	0.9774	NA	1	2.5589	F_traE	NA
k127_192125	239	No terminal repeats	1	11	0.9773	NA	1	1.4636	F_traE	NA
k127_165545	309	No terminal repeats	1	11	0.9764	NA	1	1.5453	NA	NA
k127_209773	564	No terminal repeats	1	11	0.9758	NA	1	1.6381	NA	NA
k127_292211	542	No terminal repeats	1	11	0.9757	NA	1	1.4636	F_traE	NA
k127_182326	477	No terminal repeats	2	11	0.9755	NA	2	2.4799	T_virB2;T_virB3	NA
k127_115996	385	No terminal repeats	1	11	0.9753	NA	1	1.4636	F_traE	NA
k127_173336	768	No terminal repeats	1	11	0.9751	NA	1	1.4636	F_traE	NA
k127_43374	2749	No terminal repeats	5	11	0.9742	NA	1	4.4037	F_traE	NA
k127_93397	355	No terminal repeats	1	11	0.9735	NA	1	1.4636	F_traE	NA
k127_200861	308	No terminal repeats	1	11	0.9725	NA	1	1.5654	NA	NA
k127_120855	618	No terminal repeats	3	11	0.9723	NA	1	3.0489	F_traE	NA
k127_368761	557	No terminal repeats	1	11	0.9723	NA	1	1.4636	F_traE	NA
k127_281023	518	No terminal repeats	1	11	0.9721	NA	1	1.4636	F_traE	NA
k127_364874	414	No terminal repeats	2	11	0.9719	NA	2	2.8405	T_virB3	NA
k127_199342	626	No terminal repeats	1	11	0.9705	NA	1	1.4636	F_traE	NA
k127_162583	1061	No terminal repeats	3	11	0.9702	NA	1	3.0489	F_traE	NA
k127_427639	3402	No terminal repeats	6	11	0.9693	NA	0	2.7589	NA	NA
k127_4193	3904	No terminal repeats	6	11	0.9693	NA	0	1.2972	NA	NA
k127_381220	309	No terminal repeats	1	11	0.9692	NA	1	1.4636	F_traE	NA
k127_36970	319	No terminal repeats	1	11	0.9688	NA	1	1.4636	F_traE	NA
k127_196277	1127	No terminal repeats	2	11	0.9687	NA	1	1.4636	F_traE	NA
k127_224875	1266	No terminal repeats	1	11	0.9685	NA	1	1.4636	F_traE	NA
