seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_76082	24858	No terminal repeats	23	11	0.9931	NA	0	8.1952	NA	NA
k127_46226	560	No terminal repeats	2	11	0.9913	NA	1	3.4366	NA	NA
k127_113724	1283	No terminal repeats	2	11	0.9909	NA	2	3.0284	NA	NA
k127_65858	424	No terminal repeats	1	11	0.9902	NA	1	1.7183	NA	NA
k127_153428	573	No terminal repeats	1	11	0.9899	NA	1	1.7183	NA	NA
k127_120778	1789	No terminal repeats	3	11	0.9896	NA	1	4.7671	F_traE	NA
k127_6971	68601	No terminal repeats	74	11	0.9894	NA	0	23.9048	NA	NF033145
k127_216639	855	No terminal repeats	2	11	0.9883	NA	1	3.0489	F_traE	NA
k127_163762	2970	No terminal repeats	4	11	0.9873	NA	0	2.6180	NA	NA
k127_222248	87859	No terminal repeats	96	11	0.9870	NA	0	13.5010	NA	NF012178;NF033085;NF012171
k127_233102	329	No terminal repeats	1	11	0.9867	NA	1	1.7183	NA	NA
k127_238951	334	No terminal repeats	2	11	0.9866	NA	1	3.0489	F_traE	NA
k127_84004	3212	No terminal repeats	7	11	0.9846	NA	0	2.1406	NA	NA
k127_22986	398	No terminal repeats	1	11	0.9843	NA	1	1.2134	NA	NA
k127_238618	1057	No terminal repeats	1	11	0.9825	NA	1	1.4636	F_traE	NA
k127_156809	1746	No terminal repeats	2	11	0.9825	NA	1	1.7183	NA	NA
k127_154136	26917	No terminal repeats	29	11	0.9819	NA	0	2.5978	NA	NF033068
k127_286437	12572	No terminal repeats	14	11	0.9812	NA	0	0.9854	NA	NA
k127_213492	890	No terminal repeats	1	11	0.9805	NA	1	1.4636	F_traE	NA
k127_104616	1434	No terminal repeats	2	11	0.9801	NA	1	3.4366	NA	NA
k127_99105	565	No terminal repeats	1	11	0.9799	NA	1	1.4636	F_traE	NA
k127_83657	374	No terminal repeats	1	11	0.9792	NA	1	1.4636	F_traE	NA
k127_4638	319	No terminal repeats	1	11	0.9781	NA	1	1.4636	F_traE	NA
k127_247364	305	No terminal repeats	2	11	0.9765	NA	2	2.8371	T_virB3	NA
k127_38403	412	No terminal repeats	1	11	0.9763	NA	1	1.4636	F_traE	NA
k127_251079	3683	No terminal repeats	6	11	0.9756	NA	0	2.4363	NA	NA
k127_206204	812	No terminal repeats	1	11	0.9754	NA	1	1.3764	NA	NA
k127_91500	532	No terminal repeats	2	11	0.9740	NA	1	2.6152	F_traE	NA
k127_229687	61755	No terminal repeats	57	11	0.9735	NA	0	4.5082	NA	NF012178;NF033117
k127_279261	1177	No terminal repeats	3	11	0.9735	NA	1	3.4166	T_virB2	NA
k127_101821	330	No terminal repeats	1	11	0.9732	NA	1	1.4636	F_traE	NA
k127_288699	3118	No terminal repeats	4	11	0.9722	NA	0	1.7183	NA	NA
k127_210475	441	No terminal repeats	1	11	0.9722	NA	1	1.4636	F_traE	NA
k127_121790	400	No terminal repeats	1	11	0.9718	NA	1	1.4636	F_traE	NA
k127_249838	1144	No terminal repeats	1	11	0.9702	NA	1	1.6000	NA	NA
k127_37898	305	No terminal repeats	1	11	0.9702	NA	1	1.4640	MOBP1	NA
