seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_385589	3706	No terminal repeats	5	11	0.9928	NA	0	4.2337	NA	NA
k127_847254	798	No terminal repeats	2	11	0.9905	NA	1	3.0489	F_traE	NA
k127_198730	507	No terminal repeats	1	11	0.9880	NA	1	1.7183	NA	NA
k127_711595	763	No terminal repeats	2	11	0.9873	NA	2	2.9639	NA	NA
k127_63919	1331	No terminal repeats	3	11	0.9870	NA	1	3.7228	F_traE	NA
k127_158681	317	No terminal repeats	1	11	0.9866	NA	1	1.7183	NA	NA
k127_932427	393	No terminal repeats	2	11	0.9839	NA	2	2.9639	NA	NA
k127_736266	542	No terminal repeats	2	11	0.9839	NA	1	3.0489	F_traE	NA
k127_451898	1573	No terminal repeats	3	11	0.9835	NA	2	3.8166	I_traK	NA
k127_931265	9517	No terminal repeats	10	11	0.9814	NA	0	4.5370	NA	NA
k127_400452	7683	No terminal repeats	10	11	0.9812	NA	0	2.9219	NA	NA
k127_13203	2514	No terminal repeats	2	11	0.9809	NA	0	1.7183	NA	NA
k127_699395	541	No terminal repeats	2	11	0.9806	NA	1	1.7183	NA	NA
k127_332222	546	No terminal repeats	2	11	0.9805	NA	2	2.5969	T_virB3;T_virB2	NA
k127_561691	455	No terminal repeats	1	11	0.9805	NA	1	1.4636	F_traE	NA
k127_182873	1712	No terminal repeats	2	11	0.9804	NA	1	1.0621	MOBP1	NA
k127_146701	639	No terminal repeats	1	11	0.9802	NA	1	1.4636	F_traE	NA
k127_10200	3043	No terminal repeats	4	11	0.9802	NA	1	4.3561	F_traE	NA
k127_235267	2531	No terminal repeats	4	11	0.9800	NA	0	2.1891	NA	NA
k127_824156	301	No terminal repeats	1	11	0.9799	NA	1	1.4636	F_traE	NA
k127_266873	345	No terminal repeats	2	11	0.9792	NA	2	2.2801	T_virB3;T_virB2	NA
k127_434112	380	No terminal repeats	2	11	0.9791	NA	1	2.5932	F_traE	NA
k127_541878	315	No terminal repeats	2	11	0.9789	NA	2	2.2801	T_virB2;T_virB3	NA
k127_430525	522	No terminal repeats	2	11	0.9787	NA	1	2.8953	F_traE	NA
k127_716147	473	No terminal repeats	1	11	0.9786	NA	1	1.4636	F_traE	NA
k127_595254	323	No terminal repeats	1	11	0.9785	NA	1	1.6385	NA	NA
k127_385901	419	No terminal repeats	1	11	0.9781	NA	1	1.4636	F_traE	NA
k127_348910	409	No terminal repeats	1	11	0.9776	NA	1	1.4636	F_traE	NA
k127_339552	908	No terminal repeats	1	11	0.9773	NA	1	1.4636	F_traE	NA
k127_349992	604	No terminal repeats	1	11	0.9771	NA	1	1.4636	F_traE	NA
k127_16265	2744	No terminal repeats	5	11	0.9766	NA	0	2.0674	NA	NA
k127_331960	312	No terminal repeats	2	11	0.9765	NA	1	2.7416	NA	NA
k127_409149	315	No terminal repeats	1	11	0.9764	NA	1	1.4636	F_traE	NA
k127_671497	516	No terminal repeats	1	11	0.9762	NA	1	1.3764	NA	NA
k127_846734	370	No terminal repeats	1	11	0.9761	NA	1	1.4636	F_traE	NA
k127_133886	337	No terminal repeats	1	11	0.9748	NA	1	1.4636	F_traE	NA
k127_352126	324	No terminal repeats	1	11	0.9747	NA	1	1.5029	NA	NA
k127_883674	3542	No terminal repeats	5	11	0.9744	NA	0	2.6289	NA	NA
k127_260065	1659	No terminal repeats	2	11	0.9740	NA	2	2.3237	I_traO;I_traN	NA
k127_818762	5165	No terminal repeats	7	11	0.9733	NA	0	1.5912	NA	NA
k127_739703	418	No terminal repeats	1	11	0.9729	NA	1	1.2722	MOBQ	NA
k127_353758	2796	No terminal repeats	3	11	0.9718	NA	0	1.7183	NA	NA
k127_598600	3507	No terminal repeats	5	11	0.9717	NA	0	5.4760	NA	NA
k127_949142	343	No terminal repeats	1	11	0.9713	NA	1	1.4636	F_traE	NA
k127_680877	441	No terminal repeats	1	11	0.9712	NA	1	1.4636	F_traE	NA
k127_384002	894	No terminal repeats	1	11	0.9709	NA	1	1.4636	F_traE	NA
k127_298905	2797	No terminal repeats	4	11	0.9706	NA	0	1.1516	NA	NA
k127_652065	771	No terminal repeats	1	11	0.9704	NA	1	1.6659	NA	NA
k127_321774	938	No terminal repeats	3	11	0.9697	NA	1	2.5972	F_traE	NA
k127_262156	1564	No terminal repeats	2	11	0.9688	NA	1	2.3815	F_traE	NA
k127_333696	658	No terminal repeats	1	11	0.9686	NA	1	1.4636	F_traE	NA
k127_528785	440	No terminal repeats	1	11	0.9683	NA	1	1.4636	F_traE	NA
k127_403349	512	No terminal repeats	1	11	0.9674	NA	1	1.4636	F_traE	NA
k127_538344	312	No terminal repeats	1	11	0.9673	NA	1	1.5486	NA	NA
k127_640402	2591	No terminal repeats	4	11	0.9663	NA	0	1.7183	NA	NA
k127_21271	993	No terminal repeats	1	11	0.9656	NA	1	1.4636	F_traE	NA
k127_947865	624	No terminal repeats	2	11	0.9655	NA	1	2.0042	F_traE	NA
k127_885562	2683	No terminal repeats	2	11	0.9653	NA	0	1.6887	NA	NA
k127_116836	415	No terminal repeats	1	11	0.9653	NA	1	1.4636	F_traE	NA
k127_899735	629	No terminal repeats	1	11	0.9649	NA	1	1.4636	F_traE	NA
k127_870716	579	No terminal repeats	1	11	0.9647	NA	1	1.4636	F_traE	NA
k127_861854	933	No terminal repeats	1	11	0.9646	NA	1	1.4636	F_traE	NA
k127_858020	460	No terminal repeats	1	11	0.9644	NA	1	1.4905	T_virB6	NA
k127_772571	313	No terminal repeats	1	11	0.9631	NA	1	1.4636	F_traE	NA
k127_507097	429	No terminal repeats	1	11	0.9623	NA	1	1.4636	F_traE	NA
k127_594660	404	No terminal repeats	1	11	0.9622	NA	1	1.5486	NA	NA
