seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_54030	1594	No terminal repeats	2	11	0.9899	NA	1	3.0489	F_traE	NA
k127_375899	2689	No terminal repeats	3	11	0.9865	NA	1	3.4828	F_traE	NA
k127_596733	357	No terminal repeats	2	11	0.9840	NA	2	2.8405	T_virB3	NA
k127_491083	447	No terminal repeats	2	11	0.9821	NA	1	2.5932	F_traE	NA
k127_246657	740	No terminal repeats	3	11	0.9814	NA	1	3.1819	F_traE	NA
k127_449358	319	No terminal repeats	1	11	0.9780	NA	1	1.5654	NA	NA
k127_441234	375	No terminal repeats	1	11	0.9741	NA	1	1.4636	F_traE	NA
k127_271919	391	No terminal repeats	1	11	0.9727	NA	1	1.4636	F_traE	NA
k127_554130	652	No terminal repeats	1	11	0.9719	NA	1	1.4636	F_traE	NA
k127_3211	730	No terminal repeats	1	11	0.9718	NA	1	1.5486	NA	NA
k127_136368	2326	No terminal repeats	3	11	0.9711	NA	1	2.2089	F_traE	NA
k127_321748	638	No terminal repeats	1	11	0.9701	NA	1	1.4636	F_traE	NA
k127_96353	524	No terminal repeats	2	11	0.9696	NA	1	1.4636	F_traE	NA
k127_600952	507	No terminal repeats	1	11	0.9691	NA	1	1.4636	F_traE	NA
k127_513492	371	No terminal repeats	1	11	0.9670	NA	1	1.4636	F_traE	NA
k127_63434	409	No terminal repeats	1	11	0.9664	NA	1	1.4636	F_traE	NA
k127_128375	357	No terminal repeats	1	11	0.9661	NA	1	1.4636	F_traE	NA
k127_221013	981	No terminal repeats	1	11	0.9660	NA	1	1.4688	NA	NA
k127_426143	404	No terminal repeats	1	11	0.9659	NA	1	0.9172	NA	NA
k127_551166	793	No terminal repeats	1	11	0.9650	NA	1	1.4636	F_traE	NA
k127_302805	350	No terminal repeats	1	11	0.9641	NA	1	1.5486	NA	NA
k127_385050	1995	No terminal repeats	4	11	0.9629	NA	1	2.4203	F_traE	NA
k127_238719	414	No terminal repeats	1	11	0.9628	NA	1	1.5486	NA	NA
k127_272482	1162	No terminal repeats	2	11	0.9618	NA	1	2.0411	F_traE	NA
k127_207722	753	No terminal repeats	1	11	0.9604	NA	1	1.4636	F_traE	NA
k127_227557	370	No terminal repeats	1	11	0.9604	NA	1	1.4636	F_traE	NA
k127_281474	383	No terminal repeats	1	11	0.9579	NA	1	1.5486	NA	NA
k127_312470	427	No terminal repeats	1	11	0.9573	NA	1	1.6015	NA	NA
k127_430606	844	No terminal repeats	1	11	0.9571	NA	1	1.4636	F_traE	NA
k127_245951	401	No terminal repeats	1	11	0.9565	NA	1	1.4636	F_traE	NA
k127_398242	626	No terminal repeats	1	11	0.9564	NA	1	1.4688	NA	NA
k127_422100	4789	No terminal repeats	6	11	0.9563	NA	0	2.8480	NA	NA
k127_184654	399	No terminal repeats	1	11	0.9557	NA	1	1.6381	NA	NA
k127_142080	557	No terminal repeats	1	11	0.9551	NA	1	1.4636	F_traE	NA
k127_586006	328	No terminal repeats	1	11	0.9550	NA	1	1.4636	F_traE	NA
k127_279679	526	No terminal repeats	1	11	0.9544	NA	1	1.4636	F_traE	NA
k127_236977	334	No terminal repeats	1	11	0.9542	NA	1	1.4636	F_traE	NA
k127_417698	567	No terminal repeats	1	11	0.9540	NA	1	1.2640	NA	NA
k127_526145	468	No terminal repeats	1	11	0.9538	NA	1	1.4636	F_traE	NA
k127_461923	3703	No terminal repeats	4	11	0.9525	NA	0	1.3813	NA	NA
k127_45307	311	No terminal repeats	1	11	0.9523	NA	1	1.4636	F_traE	NA
k127_443573	424	No terminal repeats	1	11	0.9518	NA	1	1.4636	F_traE	NA
k127_202473	328	No terminal repeats	1	11	0.9511	NA	1	0.8949	NA	NA
k127_265432	360	No terminal repeats	1	11	0.9510	NA	1	1.4636	F_traE	NA
k127_454226	401	No terminal repeats	1	11	0.9502	NA	1	1.5223	NA	NA
k127_55845	301	No terminal repeats	1	11	0.9497	NA	1	1.4636	F_traE	NA
k127_97718	301	No terminal repeats	1	11	0.9492	NA	1	1.4636	F_traE	NA
k127_105624	352	No terminal repeats	1	11	0.9475	NA	1	1.4636	F_traE	NA
k127_503980	647	No terminal repeats	1	11	0.9472	NA	1	1.4636	F_traE	NA
k127_463065	845	No terminal repeats	1	11	0.9450	NA	1	1.4636	F_traE	NA
k127_333692	1822	No terminal repeats	1	11	0.9433	NA	1	1.4636	F_traE	NA
k127_137734	492	No terminal repeats	1	11	0.9432	NA	1	1.4636	F_traE	NA
k127_340378	4565	No terminal repeats	8	11	0.9429	NA	0	2.1694	NA	NA
k127_393765	2892	No terminal repeats	4	11	0.9428	NA	0	2.6427	NA	NA
k127_264183	306	No terminal repeats	1	11	0.9426	NA	1	0.8949	NA	NA
k127_537949	2894	No terminal repeats	3	11	0.9423	NA	0	3.0836	NA	NA
k127_356623	480	No terminal repeats	1	11	0.9400	NA	1	1.3243	NA	NA
k127_167240	331	No terminal repeats	1	11	0.9398	NA	1	1.5789	NA	NA
k127_39187	389	No terminal repeats	1	11	0.9397	NA	1	1.4636	F_traE	NA
k127_338328	1603	No terminal repeats	2	11	0.9394	NA	2	2.9800	NA	NA
k127_603868	417	No terminal repeats	1	11	0.9388	NA	1	1.2134	NA	NA
k127_126083	1398	No terminal repeats	4	11	0.9374	NA	1	2.6378	F_traE	NA
k127_567308	865	No terminal repeats	3	11	0.9366	NA	1	2.6782	F_traE	NA
k127_57118	457	No terminal repeats	1	11	0.9359	NA	1	1.4636	F_traE	NA
k127_39071	908	No terminal repeats	1	11	0.9332	NA	1	1.5023	NA	NA
k127_35486	367	No terminal repeats	1	11	0.9321	NA	1	1.6381	NA	NA
k127_375407	484	No terminal repeats	1	11	0.9311	NA	1	1.7145	NA	NA
k127_54698	319	No terminal repeats	1	11	0.9311	NA	1	0.9172	NA	NA
k127_321843	388	No terminal repeats	2	11	0.9278	NA	1	1.4636	F_traE	NA
k127_67950	308	No terminal repeats	1	11	0.9263	NA	1	0.8939	NA	NA
k127_562419	1425	No terminal repeats	2	11	0.9258	NA	1	1.4636	F_traE	NA
k127_122770	3746	No terminal repeats	5	11	0.9239	NA	0	1.1482	NA	NA
k127_404599	3712	No terminal repeats	4	11	0.9230	NA	0	1.1516	NA	NA
k127_124866	402	No terminal repeats	1	11	0.9228	NA	1	1.3243	NA	NA
k127_342980	409	No terminal repeats	1	11	0.9227	NA	1	0.9172	NA	NA
k127_163107	738	No terminal repeats	1	11	0.9220	NA	1	1.3243	NA	NA
k127_93490	1104	No terminal repeats	1	11	0.9212	NA	1	1.4636	F_traE	NA
k127_6853	380	No terminal repeats	1	11	0.9210	NA	1	1.3816	NA	NA
k127_76564	323	No terminal repeats	1	11	0.9190	NA	1	0.9172	NA	NA
