seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_487956	783	No terminal repeats	2	11	0.9923	NA	2	2.8392	MOBQ	NA
k127_6519	1933	No terminal repeats	2	11	0.9922	NA	1	2.4445	NA	NA
k127_268795	1531	No terminal repeats	2	11	0.9914	NA	1	2.6354	NA	NA
k127_254346	2838	No terminal repeats	4	11	0.9914	NA	0	1.7183	NA	NA
k127_536242	1263	No terminal repeats	3	11	0.9912	NA	1	2.5351	NA	NA
k127_210960	1812	No terminal repeats	3	11	0.9907	NA	2	2.0610	NA	NA
k127_352152	338	No terminal repeats	1	11	0.9899	NA	1	1.7183	NA	NA
k127_357221	5024	No terminal repeats	5	11	0.9896	NA	0	0.5109	NA	NA
k127_256845	361	No terminal repeats	1	11	0.9891	NA	1	1.7183	NA	NA
k127_34862	893	No terminal repeats	2	11	0.9889	NA	1	3.1811	F_traE	NA
k127_394037	2913	No terminal repeats	4	11	0.9885	NA	0	2.8136	NA	NA
k127_73916	3433	No terminal repeats	4	11	0.9883	NA	1	4.0433	F_traE	NA
k127_77691	571	No terminal repeats	2	11	0.9883	NA	1	3.0489	F_traE	NA
k127_219316	3642	No terminal repeats	5	11	0.9882	NA	2	3.4408	NA	NA
k127_64450	4764	No terminal repeats	7	11	0.9868	NA	0	2.7484	NA	NA
k127_106954	1248	No terminal repeats	1	11	0.9868	NA	1	1.3764	NA	NA
k127_293575	502	No terminal repeats	2	11	0.9867	NA	1	3.0489	F_traE	NA
k127_177412	2663	No terminal repeats	5	11	0.9862	NA	0	0.9469	NA	NA
k127_2575	637	No terminal repeats	1	11	0.9862	NA	1	1.3764	NA	NA
k127_222921	530	No terminal repeats	2	11	0.9855	NA	1	3.0489	F_traE	NA
k127_543328	2857	No terminal repeats	3	11	0.9854	NA	0	1.1617	NA	NA
k127_360113	367	No terminal repeats	1	11	0.9846	NA	1	1.6642	NA	NA
k127_77700	661	No terminal repeats	2	11	0.9844	NA	1	3.0489	F_traE	NA
k127_404224	2938	No terminal repeats	3	11	0.9842	NA	0	2.8248	NA	NA
k127_156127	1376	No terminal repeats	2	11	0.9836	NA	1	3.0489	F_traE	NA
k127_8871	1510	No terminal repeats	2	11	0.9832	NA	1	3.0489	F_traE	NA
k127_72606	1039	No terminal repeats	2	11	0.9831	NA	1	2.5932	F_traE	NA
k127_152453	824	No terminal repeats	2	11	0.9824	NA	1	2.8953	F_traE	NA
k127_108402	3386	No terminal repeats	6	11	0.9822	NA	0	1.2788	NA	NA
k127_409217	697	No terminal repeats	2	11	0.9820	NA	1	3.0489	F_traE	NA
