seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_186167	2192	No terminal repeats	2	11	0.9926	NA	2	3.0284	NA	NA
k127_9183	678	No terminal repeats	1	11	0.9919	NA	1	1.7183	MOBC	NA
k127_197075	742	No terminal repeats	2	11	0.9902	NA	1	3.0489	F_traE	NA
k127_400815	900	No terminal repeats	2	11	0.9901	NA	1	3.0489	F_traE	NA
k127_150058	390	No terminal repeats	1	11	0.9892	NA	1	1.7183	NA	NA
k127_66139	802	No terminal repeats	2	11	0.9885	NA	1	3.0489	F_traE	NA
k127_563692	667	No terminal repeats	2	11	0.9876	NA	1	3.0489	F_traE	NA
k127_364521	527	No terminal repeats	2	11	0.9873	NA	2	2.9639	NA	NA
k127_108214	1254	No terminal repeats	3	11	0.9866	NA	1	4.7651	NA	NA
k127_336373	310	No terminal repeats	1	11	0.9861	NA	1	1.5453	NA	NA
k127_228428	341	No terminal repeats	2	11	0.9857	NA	1	3.0489	F_traE	NA
k127_533884	312	No terminal repeats	2	11	0.9855	NA	1	3.0489	F_traE	NA
k127_250569	576	No terminal repeats	2	11	0.9855	NA	1	2.5932	F_traE	NA
k127_21397	1496	No terminal repeats	2	11	0.9846	NA	1	3.0489	F_traE	NA
k127_430307	2113	No terminal repeats	2	11	0.9832	NA	1	2.0541	T_virB8	NA
k127_147221	334	No terminal repeats	1	11	0.9831	NA	1	1.6642	NA	NA
k127_62744	594	No terminal repeats	2	11	0.9829	NA	1	3.0489	F_traE	NA
k127_12052	2816	No terminal repeats	5	11	0.9822	NA	0	3.4221	NA	NA
k127_595435	834	No terminal repeats	1	11	0.9818	NA	1	1.4636	F_traE	NA
k127_51215	701	No terminal repeats	2	11	0.9817	NA	1	2.7416	NA	NA
k127_495007	1700	No terminal repeats	1	11	0.9816	NA	1	1.4636	F_traE	NA
k127_101783	390	No terminal repeats	2	11	0.9810	NA	1	2.7416	NA	NA
k127_497975	3077	No terminal repeats	4	11	0.9801	NA	1	4.3560	F_traE	NA
k127_402620	319	No terminal repeats	1	11	0.9799	NA	1	1.7183	NA	NA
k127_45283	512	No terminal repeats	1	11	0.9792	NA	1	1.7183	MOBC	NA
k127_15748	457	No terminal repeats	1	11	0.9791	NA	1	1.4636	F_traE	NA
k127_405869	1542	No terminal repeats	2	11	0.9786	NA	1	1.6920	MOBQ	NA
k127_480424	1473	No terminal repeats	3	11	0.9784	NA	1	4.7651	NA	NA
k127_67817	430	No terminal repeats	2	11	0.9776	NA	2	2.4799	T_virB3;T_virB2	NA
k127_517140	333	No terminal repeats	1	11	0.9773	NA	1	1.4636	F_traE	NA
k127_425425	492	No terminal repeats	1	11	0.9771	NA	1	1.4636	F_traE	NA
k127_433341	322	No terminal repeats	1	11	0.9768	NA	1	1.4636	F_traE	NA
k127_71641	2577	No terminal repeats	3	11	0.9767	NA	0	1.7183	NA	NA
k127_453685	611	No terminal repeats	1	11	0.9754	NA	1	1.4636	F_traE	NA
k127_276243	325	No terminal repeats	1	11	0.9750	NA	1	1.4636	F_traE	NA
k127_73238	1260	No terminal repeats	4	11	0.9748	NA	1	1.4416	NA	NA
k127_370971	2431	No terminal repeats	5	11	0.9746	NA	1	5.0447	F_traE	NA
k127_417514	357	No terminal repeats	1	11	0.9741	NA	1	1.5654	NA	NA
k127_268856	4086	No terminal repeats	6	11	0.9732	NA	1	3.9906	F_traE	NA
k127_428016	479	No terminal repeats	1	11	0.9720	NA	1	1.5029	NA	NA
k127_20984	313	No terminal repeats	1	11	0.9718	NA	1	1.5654	NA	NA
k127_121288	509	No terminal repeats	1	11	0.9707	NA	1	1.4636	F_traE	NA
k127_505275	729	No terminal repeats	2	11	0.9707	NA	1	2.6247	F_traE	NA
k127_518435	789	No terminal repeats	1	11	0.9702	NA	1	1.4636	F_traE	NA
k127_261663	414	No terminal repeats	1	11	0.9702	NA	1	1.5654	NA	NA
k127_79871	427	No terminal repeats	1	11	0.9701	NA	1	1.5486	NA	NA
