seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_65583	1292	No terminal repeats	2	11	0.9950	NA	1	2.2509	MOBQ	NA
k127_412736	347	No terminal repeats	1	11	0.9911	NA	1	1.7183	NA	NA
k127_268909	2580	No terminal repeats	5	11	0.9911	NA	0	2.7008	NA	NA
k127_472927	654	No terminal repeats	2	11	0.9907	NA	1	3.1819	F_traE	NA
k127_51004	4847	No terminal repeats	4	11	0.9894	NA	0	2.6469	NA	NA
k127_207185	357	No terminal repeats	2	11	0.9889	NA	1	3.0489	F_traE	NA
k127_229786	3315	No terminal repeats	4	11	0.9889	NA	0	1.7183	NA	NA
k127_2936	323	No terminal repeats	2	11	0.9881	NA	1	3.0489	F_traE	NA
k127_68063	633	No terminal repeats	2	11	0.9871	NA	1	3.0489	F_traE	NA
k127_628465	2994	No terminal repeats	3	11	0.9853	NA	1	1.3306	F_traE	NA
k127_607754	729	No terminal repeats	2	11	0.9847	NA	1	3.0489	F_traE	NA
k127_147497	2833	No terminal repeats	5	11	0.9842	NA	0	2.8136	NA	NA
k127_213083	2027	No terminal repeats	3	11	0.9831	NA	1	3.0489	F_traE	NA
k127_406941	2756	No terminal repeats	3	11	0.9830	NA	0	2.8136	NA	NA
k127_253300	3465	No terminal repeats	3	11	0.9826	NA	0	3.0300	NA	NA
k127_108053	338	No terminal repeats	1	11	0.9825	NA	1	1.6642	NA	NA
k127_262724	315	No terminal repeats	2	11	0.9817	NA	2	2.2801	T_virB2;T_virB3	NA
k127_243939	894	No terminal repeats	1	11	0.9808	NA	1	1.4636	F_traE	NA
k127_192762	956	No terminal repeats	2	11	0.9798	NA	1	2.7114	F_traE	NA
k127_28651	449	No terminal repeats	1	11	0.9792	NA	1	1.4636	F_traE	NA
k127_164771	586	No terminal repeats	1	11	0.9792	NA	1	1.4636	F_traE	NA
k127_78643	3570	No terminal repeats	3	11	0.9791	NA	0	2.4245	NA	NA
k127_192407	1914	No terminal repeats	3	11	0.9785	NA	1	3.0489	F_traE	NA
k127_606303	366	No terminal repeats	2	11	0.9783	NA	1	2.5932	F_traE	NA
k127_493295	305	No terminal repeats	1	11	0.9779	NA	1	1.4636	F_traE	NA
k127_13057	423	No terminal repeats	1	11	0.9778	NA	1	1.4636	F_traE	NA
k127_648768	440	No terminal repeats	1	11	0.9773	NA	1	1.4636	F_traE	NA
k127_223057	356	No terminal repeats	1	11	0.9770	NA	1	1.4636	F_traE	NA
k127_473653	482	No terminal repeats	2	11	0.9768	NA	1	2.7416	NA	NA
k127_365197	365	No terminal repeats	1	11	0.9766	NA	1	1.4644	NA	NA
k127_171380	302	No terminal repeats	1	11	0.9765	NA	1	1.4905	T_virB3	NA
k127_353243	454	No terminal repeats	2	11	0.9765	NA	1	2.7416	NA	NA
k127_61127	543	No terminal repeats	1	11	0.9764	NA	1	1.1151	NA	NA
k127_474780	1228	No terminal repeats	2	11	0.9761	NA	1	1.7183	MOBC	NA
k127_532459	2982	No terminal repeats	4	11	0.9761	NA	0	2.8136	NA	NA
k127_66131	400	No terminal repeats	1	11	0.9758	NA	1	1.4636	F_traE	NA
k127_477012	985	No terminal repeats	2	11	0.9756	NA	1	2.7114	F_traE	NA
k127_155491	395	No terminal repeats	1	11	0.9745	NA	1	1.4636	F_traE	NA
k127_346845	495	No terminal repeats	2	11	0.9745	NA	2	2.6685	T_virB8;T_virB6	NA
k127_322622	402	No terminal repeats	1	11	0.9745	NA	1	1.4636	F_traE	NA
k127_91065	579	No terminal repeats	1	11	0.9744	NA	1	0.8949	NA	NA
k127_513832	368	No terminal repeats	1	11	0.9744	NA	1	1.4636	F_traE	NA
k127_128350	2692	No terminal repeats	3	11	0.9741	NA	0	2.3761	NA	NA
k127_547701	481	No terminal repeats	1	11	0.9737	NA	1	1.5622	NA	NA
k127_117069	319	No terminal repeats	1	11	0.9732	NA	1	1.4636	F_traE	NA
k127_570313	419	No terminal repeats	1	11	0.9732	NA	1	1.5486	NA	NA
k127_123413	439	No terminal repeats	1	11	0.9731	NA	1	1.4636	F_traE	NA
k127_500070	306	No terminal repeats	1	11	0.9727	NA	1	1.4636	F_traE	NA
k127_104772	2871	No terminal repeats	4	11	0.9724	NA	0	1.5174	NA	NA
k127_575301	660	No terminal repeats	2	11	0.9723	NA	1	2.8953	F_traE	NA
k127_466140	382	No terminal repeats	1	11	0.9714	NA	1	1.6642	NA	NA
k127_426715	1363	No terminal repeats	2	11	0.9710	NA	1	1.4688	NA	NA
k127_640400	569	No terminal repeats	1	11	0.9706	NA	1	1.4636	F_traE	NA
k127_261565	340	No terminal repeats	1	11	0.9700	NA	1	1.4636	F_traE	NA
k127_134214	307	No terminal repeats	1	11	0.9696	NA	1	1.4636	F_traE	NA
k127_278545	1084	No terminal repeats	1	11	0.9693	NA	1	1.4636	F_traE	NA
k127_495775	927	No terminal repeats	2	11	0.9693	NA	2	2.4799	T_virB3;T_virB2	NA
k127_135818	301	No terminal repeats	1	11	0.9687	NA	1	1.4636	F_traE	NA
k127_73209	486	No terminal repeats	2	11	0.9686	NA	2	2.6685	T_virB6;T_virB8	NA
k127_570243	1416	No terminal repeats	2	11	0.9676	NA	1	2.5932	F_traE	NA
k127_353992	1304	No terminal repeats	3	11	0.9662	NA	1	3.0489	F_traE	NA
k127_298781	302	No terminal repeats	1	11	0.9661	NA	1	1.4636	F_traE	NA
k127_128449	420	No terminal repeats	1	11	0.9658	NA	1	1.5585	NA	NA
k127_10248	469	No terminal repeats	2	11	0.9656	NA	1	2.3538	NA	NA
k127_578063	339	No terminal repeats	1	11	0.9656	NA	1	1.4905	T_virB6	NA
k127_249723	560	No terminal repeats	1	11	0.9654	NA	1	1.4636	F_traE	NA
k127_32913	634	No terminal repeats	1	11	0.9651	NA	1	1.7183	MOBQ	NA
k127_45235	2289	No terminal repeats	3	11	0.9650	NA	1	3.0489	F_traE	NA
k127_62171	2726	No terminal repeats	4	11	0.9647	NA	0	2.3977	NA	NA
k127_306105	394	No terminal repeats	1	11	0.9646	NA	1	1.4636	F_traE	NA
k127_491287	766	No terminal repeats	1	11	0.9641	NA	1	1.6642	NA	NA
k127_378270	556	No terminal repeats	1	11	0.9640	NA	1	1.4636	F_traE	NA
k127_281499	577	No terminal repeats	1	11	0.9630	NA	1	1.4636	F_traE	NA
k127_537720	422	No terminal repeats	1	11	0.9625	NA	1	0.9172	NA	NA
k127_16029	405	No terminal repeats	1	11	0.9615	NA	1	1.4636	F_traE	NA
k127_420730	451	No terminal repeats	1	11	0.9614	NA	1	1.4636	F_traE	NA
k127_522998	932	No terminal repeats	1	11	0.9605	NA	1	1.5595	NA	NA
k127_503963	403	No terminal repeats	1	11	0.9603	NA	1	1.4636	F_traE	NA
k127_511521	405	No terminal repeats	1	11	0.9601	NA	1	1.5332	NA	NA
k127_185813	508	No terminal repeats	1	11	0.9596	NA	1	1.4636	F_traE	NA
k127_182559	444	No terminal repeats	1	11	0.9594	NA	1	1.4636	F_traE	NA
k127_55758	381	No terminal repeats	1	11	0.9592	NA	1	1.4636	F_traE	NA
k127_465660	2985	No terminal repeats	5	11	0.9590	NA	0	2.1184	NA	NA
k127_203366	378	No terminal repeats	1	11	0.9590	NA	1	1.4640	MOBP1	NA
k127_420223	417	No terminal repeats	1	11	0.9585	NA	1	1.4636	F_traE	NA
k127_300409	548	No terminal repeats	1	11	0.9585	NA	1	1.0621	MOBP1	NA
k127_33200	251	No terminal repeats	1	11	0.9584	NA	1	1.4636	F_traE	NA
k127_36904	604	No terminal repeats	1	11	0.9583	NA	1	1.4636	F_traE	NA
k127_204899	2910	No terminal repeats	3	11	0.9572	NA	0	2.4189	NA	NA
k127_70750	319	No terminal repeats	1	11	0.9571	NA	1	1.4640	MOBP1	NA
k127_650378	966	No terminal repeats	2	11	0.9567	NA	1	1.4636	F_traE	NA
k127_46478	333	No terminal repeats	1	11	0.9565	NA	1	1.5486	NA	NA
k127_592060	2533	No terminal repeats	3	11	0.9563	NA	1	1.4636	F_traE	NA
k127_120019	230	No terminal repeats	1	11	0.9563	NA	1	1.4636	F_traE	NA
k127_3997	2340	No terminal repeats	3	11	0.9562	NA	1	1.4636	F_traE	NA
k127_320543	255	No terminal repeats	1	11	0.9558	NA	1	1.4636	F_traE	NA
k127_364343	466	No terminal repeats	1	11	0.9556	NA	1	1.4636	F_traE	NA
k127_259444	514	No terminal repeats	1	11	0.9551	NA	1	1.4688	NA	NA
k127_359376	338	No terminal repeats	1	11	0.9541	NA	1	1.5332	NA	NA
k127_598343	400	No terminal repeats	1	11	0.9538	NA	1	1.4688	NA	NA
k127_580037	3655	No terminal repeats	3	11	0.9531	NA	0	1.7129	NA	NA
k127_265804	566	No terminal repeats	1	11	0.9531	NA	1	1.4636	F_traE	NA
k127_264246	804	No terminal repeats	2	11	0.9525	NA	1	2.1813	NA	NA
k127_477388	366	No terminal repeats	1	11	0.9523	NA	1	1.4636	F_traE	NA
k127_401579	493	No terminal repeats	1	11	0.9515	NA	1	1.4636	F_traE	NA
k127_239721	810	No terminal repeats	1	11	0.9515	NA	1	1.4636	F_traE	NA
k127_631694	2663	No terminal repeats	3	11	0.9514	NA	0	1.5755	NA	NA
k127_215306	323	No terminal repeats	1	11	0.9512	NA	1	1.4636	F_traE	NA
k127_477180	407	No terminal repeats	1	11	0.9506	NA	1	1.4688	NA	NA
k127_269819	3354	No terminal repeats	4	11	0.9505	NA	0	1.5971	NA	NA
k127_261221	520	No terminal repeats	1	11	0.9504	NA	1	1.4944	T_virB5	NA
k127_300695	404	No terminal repeats	1	11	0.9498	NA	1	1.5595	NA	NA
k127_534283	315	No terminal repeats	1	11	0.9496	NA	1	1.2722	MOBQ	NA
k127_391364	330	No terminal repeats	1	11	0.9496	NA	1	1.4636	F_traE	NA
k127_181178	907	No terminal repeats	1	11	0.9495	NA	1	1.2242	MOBP1	NA
k127_561176	359	No terminal repeats	1	11	0.9489	NA	1	1.4636	F_traE	NA
k127_641279	426	No terminal repeats	1	11	0.9485	NA	1	1.4636	F_traE	NA
k127_105463	2953	No terminal repeats	4	11	0.9484	NA	0	1.6970	NA	NA
k127_508388	1030	No terminal repeats	3	11	0.9481	NA	1	2.8953	F_traE	NA
k127_338365	531	No terminal repeats	1	11	0.9475	NA	1	1.4636	F_traE	NA
k127_296443	2979	No terminal repeats	4	11	0.9474	NA	0	2.5546	NA	NA
k127_563364	728	No terminal repeats	1	11	0.9470	NA	1	1.4636	F_traE	NA
k127_215696	586	No terminal repeats	2	11	0.9466	NA	1	1.4636	F_traE	NA
k127_436070	511	No terminal repeats	1	11	0.9465	NA	1	1.5595	NA	NA
k127_478713	732	No terminal repeats	2	11	0.9464	NA	1	1.4636	F_traE	NA
k127_229157	449	No terminal repeats	1	11	0.9462	NA	1	1.4636	F_traE	NA
k127_552561	824	No terminal repeats	1	11	0.9462	NA	1	1.4636	F_traE	NA
k127_95219	304	No terminal repeats	2	11	0.9461	NA	1	1.7183	NA	NA
k127_360129	427	No terminal repeats	1	11	0.9445	NA	1	0.9172	NA	NA
