seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k127_71443	6401	No terminal repeats	5	11	0.9931	NA	2	1.4092	NA	NA
k127_82194	356	No terminal repeats	1	11	0.9925	NA	1	1.7183	NA	NA
k127_305031	378	No terminal repeats	1	11	0.9922	NA	1	1.7183	NA	NA
k127_117920	663	No terminal repeats	2	11	0.9922	NA	2	3.3450	T_virB2;T_virB3	NA
k127_310520	1801	No terminal repeats	5	11	0.9917	NA	2	5.6926	T_virB1	NA
k127_269104	520	No terminal repeats	1	11	0.9916	NA	1	1.7183	NA	NA
k127_17020	424	No terminal repeats	1	11	0.9916	NA	1	1.7183	NA	NA
k127_274027	373	No terminal repeats	2	11	0.9910	NA	2	3.4366	T_virB2;T_virB3	NA
k127_403888	5259	No terminal repeats	4	11	0.9904	NA	0	2.3039	NA	NA
k127_462847	337	No terminal repeats	1	11	0.9893	NA	1	1.7183	NA	NA
k127_91302	331	No terminal repeats	2	11	0.9888	NA	2	3.2870	T_virB3	NA
k127_507632	2577	No terminal repeats	2	11	0.9888	NA	0	2.7973	NA	NA
k127_367455	2569	No terminal repeats	3	11	0.9882	NA	0	1.6954	NA	NA
k127_27190	4347	No terminal repeats	8	11	0.9881	NA	4	8.2076	T_virB5;T_virB6;T_virB8;T_virB9	NA
k127_532227	2827	No terminal repeats	2	11	0.9880	NA	2	2.5411	T_virB3;virb4	NA
k127_223589	378	No terminal repeats	1	11	0.9878	NA	1	1.7183	T_virB6	NA
k127_10671	3718	No terminal repeats	7	11	0.9878	NA	0	4.2535	NA	NA
k127_552799	447	No terminal repeats	1	11	0.9877	NA	1	1.7183	NA	NA
k127_143710	364	No terminal repeats	1	11	0.9875	NA	1	1.7183	NA	NA
k127_192453	2996	No terminal repeats	3	11	0.9874	NA	0	2.1041	NA	NA
k127_288925	358	No terminal repeats	1	11	0.9873	NA	1	1.7183	NA	NA
k127_203403	340	No terminal repeats	1	11	0.9868	NA	1	1.7183	NA	NA
k127_510856	311	No terminal repeats	1	11	0.9867	NA	1	1.7183	MOBQ	NA
k127_140654	441	No terminal repeats	1	11	0.9867	NA	1	1.7183	NA	NA
k127_318686	362	No terminal repeats	1	11	0.9862	NA	1	1.7183	NA	NA
k127_227774	404	No terminal repeats	1	11	0.9862	NA	1	1.7183	MOBQ	NA
k127_335123	4298	No terminal repeats	3	11	0.9861	NA	0	1.7183	NA	NA
k127_202202	4383	No terminal repeats	5	11	0.9860	NA	0	2.2309	NA	NA
k127_91555	356	No terminal repeats	1	11	0.9857	NA	1	1.7183	NA	NA
k127_47572	2770	No terminal repeats	3	11	0.9855	NA	0	2.4891	NA	NA
k127_113081	353	No terminal repeats	1	11	0.9847	NA	1	1.7183	B_traI	NA
k127_353838	908	No terminal repeats	3	11	0.9846	NA	1	3.4366	NA	NA
k127_421447	2799	No terminal repeats	5	11	0.9846	NA	0	2.5756	NA	NA
k127_49090	566	No terminal repeats	2	11	0.9846	NA	2	2.6197	T_virB5	NA
k127_414263	346	No terminal repeats	1	11	0.9833	NA	1	1.7183	T_virB2	NA
k127_139638	4660	No terminal repeats	5	11	0.9821	NA	0	1.9224	NA	NA
k127_323171	6382	No terminal repeats	7	11	0.9819	NA	0	2.0569	NA	NA
k127_58027	310	No terminal repeats	2	11	0.9815	NA	2	2.5409	T_virB3	NA
k127_76107	2615	No terminal repeats	5	11	0.9801	NA	0	1.7183	NA	NA
k127_500879	3187	No terminal repeats	4	11	0.9800	NA	0	2.9255	NA	NA
k127_375999	2661	No terminal repeats	4	11	0.9782	NA	0	3.3823	NA	NA
k127_486233	3409	No terminal repeats	6	11	0.9777	NA	0	2.4565	NA	NF033156
k127_57515	409	No terminal repeats	1	11	0.9777	NA	1	1.4636	F_traE	NA
k127_472198	337	No terminal repeats	2	11	0.9775	NA	1	2.7416	NA	NA
k127_479557	1064	No terminal repeats	1	11	0.9775	NA	1	1.7183	NA	NA
k127_614230	664	No terminal repeats	1	11	0.9775	NA	1	1.7183	T_virB6	NA
k127_151261	5450	No terminal repeats	9	11	0.9774	NA	0	3.4366	NA	NA
k127_565531	3037	No terminal repeats	3	11	0.9757	NA	0	2.9790	NA	NA
k127_123900	478	No terminal repeats	2	11	0.9751	NA	2	2.6685	T_virB8;T_virB6	NA
k127_327297	2902	No terminal repeats	4	11	0.9735	NA	0	1.5168	NA	NA
k127_207565	617	No terminal repeats	2	11	0.9727	NA	1	2.7416	NA	NA
k127_606119	2650	No terminal repeats	6	11	0.9726	NA	1	3.1901	NA	NA
k127_125135	782	No terminal repeats	2	11	0.9724	NA	1	2.2282	F_traE	NA
k127_331670	408	No terminal repeats	1	11	0.9718	NA	1	1.1169	NA	NA
k127_553981	371	No terminal repeats	1	11	0.9712	NA	1	1.5687	T_virB3	NA
k127_292236	6809	No terminal repeats	7	11	0.9707	NA	5	6.3315	T_virB10;T_virB9;T_virB8;T_virB6;T_virB5	NA
k127_96807	4087	No terminal repeats	5	11	0.9692	NA	0	2.8924	NA	NA
k127_170169	2437	No terminal repeats	6	11	0.9683	NA	1	3.6765	NA	NF000098
k127_200263	2803	No terminal repeats	3	11	0.9681	NA	0	3.0255	NA	NA
k127_270240	2602	No terminal repeats	4	11	0.9668	NA	0	1.0110	NA	NA
k127_196382	367	No terminal repeats	1	11	0.9663	NA	1	1.5670	NA	NA
k127_241322	439	No terminal repeats	1	11	0.9662	NA	1	1.5486	NA	NA
k127_406167	391	No terminal repeats	2	11	0.9657	NA	1	1.7183	NA	NA
k127_363790	321	No terminal repeats	1	11	0.9652	NA	1	1.4636	F_traE	NA
k127_338459	309	No terminal repeats	1	11	0.9648	NA	1	1.4905	T_virB6	NA
k127_462400	4617	No terminal repeats	5	11	0.9648	NA	0	2.5771	NA	NA
k127_261803	312	No terminal repeats	1	11	0.9644	NA	1	1.4636	F_traE	NA
k127_337556	327	No terminal repeats	1	11	0.9643	NA	1	1.6837	NA	NA
k127_604250	8068	No terminal repeats	5	11	0.9643	NA	0	1.7013	NA	NA
